万得代码,交易所代码,自然日,时间,委托编号,交易所委托号,委托类型,委托代码,委托价格,委托数量,
600000.SH,600000,20240102,91502810,0,28960,A,B,65400,5000,
600000.SH,600000,20240102,91502810,0,28971,A,B,65300,5000,
600000.SH,600000,20240102,91502810,0,28989,A,B,65200,5000,
600000.SH,600000,20240102,91502810,0,29008,A,B,65100,5000,
600000.SH,600000,20240102,91502810,0,29105,A,S,67800,400,
600000.SH,600000,20240102,91502810,0,29120,A,S,70300,200,
600000.SH,600000,20240102,91502810,0,29656,A,S,72800,2600,
600000.SH,600000,20240102,91502810,0,29713,A,B,63300,800,
600000.SH,600000,20240102,91502810,0,29723,A,B,61800,800,
600000.SH,600000,20240102,91502810,0,29734,A,B,60600,900,
600000.SH,600000,20240102,91502810,0,30071,A,S,67000,1800,
600000.SH,600000,20240102,91502810,0,30094,A,S,67200,1800,
600000.SH,600000,20240102,91502810,0,30106,A,S,67400,1800,
600000.SH,600000,20240102,91502810,0,30127,A,S,67600,2200,
600000.SH,600000,20240102,91502810,0,30443,A,S,72800,2000,
600000.SH,600000,20240102,91502930,0,30450,A,S,68400,2000,
600000.SH,600000,20240102,91502930,0,30466,A,B,65900,2000,
600000.SH,600000,20240102,91502930,0,30495,A,B,65800,2000,
600000.SH,600000,20240102,91502930,0,30496,A,B,65700,2000,
600000.SH,600000,20240102,91502930,0,30497,A,B,65500,3000,
600000.SH,600000,20240102,91502930,0,30535,A,B,65400,3000,
600000.SH,600000,20240102,91502930,0,30536,A,B,65600,3000,
600000.SH,600000,20240102,91502930,0,31002,A,B,65800,300,
600000.SH,600000,20240102,91502930,0,31100,A,S,66600,3000,
600000.SH,600000,20240102,91502930,0,31266,A,S,68100,1000,
600000.SH,600000,20240102,91502930,0,31290,A,B,66000,2000,
600000.SH,600000,20240102,91502930,0,31635,A,B,66000,2000,
600000.SH,600000,20240102,91502930,0,31837,A,S,71000,500,
600000.SH,600000,20240102,91502930,0,31893,A,B,60000,500,
600000.SH,600000,20240102,91502930,0,32062,A,S,67500,1000,
600000.SH,600000,20240102,91502930,0,32063,A,S,68000,1000,
600000.SH,600000,20240102,91502930,0,32067,A,S,67600,1400,
600000.SH,600000,20240102,91502930,0,32268,A,S,72800,400,
600000.SH,600000,20240102,91502930,0,32269,A,B,66100,700,
600000.SH,600000,20240102,91502930,0,32304,A,S,67800,2900,
600000.SH,600000,20240102,91502930,0,32305,A,S,68000,2979,
600000.SH,600000,20240102,91502930,0,32307,A,S,71000,2000,
600000.SH,600000,20240102,91502930,0,32308,A,S,72800,4000,
600000.SH,600000,20240102,91502930,0,32310,A,B,64200,6000,
600000.SH,600000,20240102,91502930,0,32352,A,B,63000,100,
600000.SH,600000,20240102,91502930,0,32403,A,S,72300,8300,
600000.SH,600000,20240102,91503050,0,32561,A,S,72800,7500,
600000.SH,600000,20240102,91503050,0,32639,A,S,69900,4000,
600000.SH,600000,20240102,91503050,0,32655,A,S,70200,4000,
600000.SH,600000,20240102,91503050,0,32663,A,S,70400,4000,
600000.SH,600000,20240102,91503050,0,32665,A,S,70800,4000,
600000.SH,600000,20240102,91503050,0,32667,A,S,70800,4000,
600000.SH,600000,20240102,91503050,0,32681,A,S,71300,4000,
600000.SH,600000,20240102,91503050,0,32693,A,S,72100,4000,
600000.SH,600000,20240102,91503050,0,32706,A,S,72400,4000,
600000.SH,600000,20240102,91503050,0,32806,A,S,67500,300,
600000.SH,600000,20240102,91503050,0,33105,A,S,67800,2300,
600000.SH,600000,20240102,91503050,0,33125,A,S,68000,1200,
600000.SH,600000,20240102,91503050,0,33165,A,S,69000,1200,
600000.SH,600000,20240102,91503050,0,33166,A,S,70000,1200,
600000.SH,600000,20240102,91503050,0,33233,A,B,65700,5000,
600000.SH,600000,20240102,91503050,0,33239,A,S,67300,5000,
600000.SH,600000,20240102,91503050,0,33416,A,B,65000,10000,
600000.SH,600000,20240102,91503050,0,33545,A,B,65100,400,
600000.SH,600000,20240102,91503050,0,33546,A,B,65100,400,
600000.SH,600000,20240102,91503050,0,33638,A,B,65100,400,
600000.SH,600000,20240102,91503050,0,33727,A,B,65100,400,
600000.SH,600000,20240102,91503050,0,33864,A,B,65100,400,
600000.SH,600000,20240102,91503050,0,33918,A,S,69200,2200,
600000.SH,600000,20240102,91503050,0,34132,A,B,65100,400,
600000.SH,600000,20240102,91503050,0,34138,A,B,65700,3000,
600000.SH,600000,20240102,91503050,0,34139,A,S,69100,3000,
600000.SH,600000,20240102,91503050,0,34198,A,S,68100,1500,
600000.SH,600000,20240102,91503050,0,34214,A,S,69400,2200,
600000.SH,600000,20240102,91503180,0,34466,A,B,66300,100,
600000.SH,600000,20240102,91503180,0,34980,A,S,66600,1500,
600000.SH,600000,20240102,91503180,0,35194,A,B,65700,1800,
600000.SH,600000,20240102,91503180,0,35197,A,S,72300,700,
600000.SH,600000,20240102,91503180,0,35300,A,B,65000,1000,
600000.SH,600000,20240102,91503180,0,35428,A,S,68800,2500,
600000.SH,600000,20240102,91503180,0,35429,A,S,69800,2500,
600000.SH,600000,20240102,91503180,0,35433,A,S,70800,2500,
600000.SH,600000,20240102,91503180,0,35454,A,S,71800,2500,
600000.SH,600000,20240102,91503180,0,35837,A,S,68600,2900,
600000.SH,600000,20240102,91503180,0,36136,A,B,60000,500,
600000.SH,600000,20240102,91503300,0,36362,A,B,65900,1000,
600000.SH,600000,20240102,91503300,0,36455,A,S,72800,2000,
600000.SH,600000,20240102,91503300,0,36551,A,S,66800,1000,
600000.SH,600000,20240102,91503300,0,36565,A,S,69900,2000,
600000.SH,600000,20240102,91503300,0,36568,A,S,69000,2000,
600000.SH,600000,20240102,91503300,0,36571,A,S,68000,2000,
600000.SH,600000,20240102,91503300,0,36590,A,S,67000,2600,
600000.SH,600000,20240102,91503300,0,36663,A,S,67500,1000,
600000.SH,600000,20240102,91503300,0,36664,A,S,67600,1000,
600000.SH,600000,20240102,91503300,0,36790,A,S,69600,3000,
600000.SH,600000,20240102,91503300,0,36791,A,S,72300,7000,
600000.SH,600000,20240102,91503300,0,37440,A,S,68700,500,
600000.SH,600000,20240102,91503300,0,37441,A,S,69800,500,
600000.SH,600000,20240102,91503300,0,37532,A,S,67200,10000,
600000.SH,600000,20240102,91503300,0,37720,A,S,72700,3000,
600000.SH,600000,20240102,91503300,0,37928,A,S,68500,800,
600000.SH,600000,20240102,91503300,0,38074,A,B,66000,700,
600000.SH,600000,20240102,91503430,0,38463,A,B,66000,200,
600000.SH,600000,20240102,91503430,0,38478,A,S,67100,200,
600000.SH,600000,20240102,91503430,0,38481,A,S,67300,200,
600000.SH,600000,20240102,91503430,0,38486,A,S,67500,200,
600000.SH,600000,20240102,91503430,0,38813,A,B,63900,5000,
600000.SH,600000,20240102,91503430,0,38916,A,B,65000,10000,
600000.SH,600000,20240102,91503430,0,39095,A,B,65100,500,
600000.SH,600000,20240102,91503430,0,39209,A,B,66300,100,
600000.SH,600000,20240102,91503530,0,39709,A,B,65100,100000,
600000.SH,600000,20240102,91503530,0,39965,A,B,63000,1000,
600000.SH,600000,20240102,91503530,0,40132,A,S,69300,3400,
600000.SH,600000,20240102,91503530,0,40334,A,S,69500,3400,
600000.SH,600000,20240102,91503530,0,40591,A,S,67300,1000,
600000.SH,600000,20240102,91503530,0,40592,A,S,68100,1000,
600000.SH,600000,20240102,91503530,0,40593,A,S,66900,1000,
600000.SH,600000,20240102,91503530,0,40598,A,S,67700,1000,
600000.SH,600000,20240102,91503530,0,40641,A,S,69400,200,
600000.SH,600000,20240102,91503530,0,40721,A,B,65300,1000,
600000.SH,600000,20240102,91503530,0,40797,A,S,67500,1000,
600000.SH,600000,20240102,91503530,0,40804,A,S,68500,1000,
600000.SH,600000,20240102,91503530,0,40810,A,S,69500,1000,
600000.SH,600000,20240102,91503530,0,40813,A,S,70500,1000,
600000.SH,600000,20240102,91503530,0,40817,A,S,71500,1000,
600000.SH,600000,20240102,91503530,0,40818,A,S,72500,1000,
600000.SH,600000,20240102,91503530,0,40964,A,S,70000,1800,
600000.SH,600000,20240102,91503530,0,40998,A,S,72800,500,
600000.SH,600000,20240102,91503530,0,41115,A,S,66800,2000,
600000.SH,600000,20240102,91503530,0,41231,A,S,70100,300,
600000.SH,600000,20240102,91503530,0,41244,A,S,72800,2800,
600000.SH,600000,20240102,91503660,0,41734,A,S,68500,500,
600000.SH,600000,20240102,91503660,0,41836,A,B,60900,100,
600000.SH,600000,20240102,91503660,0,42131,A,S,67000,400,
600000.SH,600000,20240102,91503660,0,42643,A,S,67800,600,
600000.SH,600000,20240102,91503660,0,42825,A,S,66900,4000,
600000.SH,600000,20240102,91503660,0,43118,A,S,68800,4000,
600000.SH,600000,20240102,91503660,0,43119,A,S,69800,5000,
600000.SH,600000,20240102,91503660,0,43400,A,S,67200,2400,
600000.SH,600000,20240102,91503660,0,43524,A,B,62300,1700,
600000.SH,600000,20240102,91503660,0,43576,A,S,68300,1700,
600000.SH,600000,20240102,91503660,0,43577,A,B,63900,1700,
600000.SH,600000,20240102,91503790,0,43758,A,B,65100,1000,
600000.SH,600000,20240102,91503790,0,43828,A,S,68200,1500,
600000.SH,600000,20240102,91503790,0,44130,A,S,69000,2000,
600000.SH,600000,20240102,91503790,0,44389,A,S,67600,2600,
600000.SH,600000,20240102,91503790,0,44390,A,S,68200,2600,
600000.SH,600000,20240102,91503790,0,44657,A,S,68800,2600,
600000.SH,600000,20240102,91503790,0,44761,A,B,65500,1000,
600000.SH,600000,20240102,91503790,0,44805,A,S,72000,200,
600000.SH,600000,20240102,91503790,0,44892,A,S,69500,2600,
600000.SH,600000,20240102,91503790,0,44915,A,S,70000,300,
600000.SH,600000,20240102,91503790,0,44934,A,B,65000,300,
600000.SH,600000,20240102,91503930,0,45703,A,B,66200,27100,
600000.SH,600000,20240102,91503930,0,45888,A,S,67500,1400,
600000.SH,600000,20240102,91503930,0,46014,A,S,70000,100,
600000.SH,600000,20240102,91503930,0,46115,A,B,66000,300,
600000.SH,600000,20240102,91503930,0,47389,A,B,66000,1000,
600000.SH,600000,20240102,91503930,0,47402,A,S,72800,200,
600000.SH,600000,20240102,91504060,0,47698,A,S,69400,1200,
600000.SH,600000,20240102,91504060,0,47745,A,B,65800,500,
600000.SH,600000,20240102,91504060,0,48090,A,B,63000,300,
600000.SH,600000,20240102,91504060,0,48150,A,B,65900,3300,
600000.SH,600000,20240102,91504060,0,48371,A,B,59700,100,
600000.SH,600000,20240102,91504060,0,48644,A,B,65200,1000,
600000.SH,600000,20240102,91504060,0,48650,A,S,68900,1000,
600000.SH,600000,20240102,91504060,0,48866,A,S,66200,500,
600000.SH,600000,20240102,91504060,0,48896,A,S,69800,1000,
600000.SH,600000,20240102,91504060,0,49050,A,S,67500,800,
600000.SH,600000,20240102,91504060,0,49068,A,S,66600,800,
600000.SH,600000,20240102,91504060,0,49069,A,S,66700,800,
600000.SH,600000,20240102,91504060,0,49070,A,S,66800,900,
600000.SH,600000,20240102,91504060,0,49166,A,B,65900,800,
600000.SH,600000,20240102,91504060,0,49172,A,B,65800,800,
600000.SH,600000,20240102,91504060,0,49173,A,B,65700,900,
600000.SH,600000,20240102,91504060,0,49284,A,S,66500,16000,
600000.SH,600000,20240102,91504060,0,49496,A,S,66900,10000,
600000.SH,600000,20240102,91504060,0,49497,A,S,67100,10000,
600000.SH,600000,20240102,91504190,0,49750,A,S,72800,1500,
600000.SH,600000,20240102,91504190,0,49779,A,B,66100,500,
600000.SH,600000,20240102,91504190,0,49977,A,S,72800,9000,
600000.SH,600000,20240102,91504190,0,50052,A,B,66200,6400,
600000.SH,600000,20240102,91504190,0,50930,A,S,71000,2300,
600000.SH,600000,20240102,91504190,0,50931,A,S,72200,3000,
600000.SH,600000,20240102,91504190,0,51070,A,B,64800,200,
600000.SH,600000,20240102,91504190,0,51171,A,S,69600,5000,
600000.SH,600000,20240102,91504190,0,51200,A,S,67500,800,
600000.SH,600000,20240102,91504190,0,51212,A,B,65000,800,
600000.SH,600000,20240102,91504190,0,51279,A,B,61000,200,
600000.SH,600000,20240102,91504190,0,51280,A,S,71000,200,
600000.SH,600000,20240102,91504190,0,51308,A,B,65100,300,
600000.SH,600000,20240102,91504190,0,51309,A,B,65600,300,
600000.SH,600000,20240102,91504190,0,51324,A,S,72600,10000,
600000.SH,600000,20240102,91504190,0,51466,A,S,67400,500,
600000.SH,600000,20240102,91504320,0,51546,A,S,67600,2900,
600000.SH,600000,20240102,91504320,0,51547,A,S,68200,2900,
