万得代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号,
600000.SH,600000,20240102,92500650,20287,,,S,66300,1500,179060,132688,
600000.SH,600000,20240102,92500650,20288,,,B,66300,200,179060,184531,
600000.SH,600000,20240102,92500650,20289,,,B,66300,1700,179189,184531,
600000.SH,600000,20240102,92500650,20290,,,B,66300,200,180849,184531,
600000.SH,600000,20240102,92500650,20291,,,B,66300,200,180849,200517,
600000.SH,600000,20240102,92500650,20292,,,B,66300,100,135172,200517,
600000.SH,600000,20240102,92500650,20293,,,B,66300,100,143158,200517,
600000.SH,600000,20240102,92500650,20294,,,B,66300,1700,24743,200517,
600000.SH,600000,20240102,92500650,20295,,,B,66300,2100,24743,202748,
600000.SH,600000,20240102,92500650,20296,,,B,66300,2100,24743,202943,
600000.SH,600000,20240102,92500650,20297,,,B,66300,2100,24743,203765,
600000.SH,600000,20240102,92500650,20298,,,B,66300,2100,24743,199074,
600000.SH,600000,20240102,92500650,20299,,,B,66300,500,24743,73580,
600000.SH,600000,20240102,92500650,20300,,,B,66300,1200,24743,127615,
600000.SH,600000,20240102,92500650,20301,,,B,66300,1000,24743,144474,
600000.SH,600000,20240102,92500650,20302,,,B,66300,400,24743,145302,
600000.SH,600000,20240102,92500650,20303,,,B,66300,200,24743,158046,
600000.SH,600000,20240102,92500650,20304,,,B,66300,200,24743,167083,
600000.SH,600000,20240102,92500650,20305,,,B,66300,300,24743,168609,
600000.SH,600000,20240102,92500650,20306,,,B,66300,800,24743,174113,
600000.SH,600000,20240102,92500650,20307,,,B,66300,600,24743,180234,
600000.SH,600000,20240102,92500650,20308,,,B,66300,1100,24743,181265,
600000.SH,600000,20240102,92500650,20309,,,B,66300,400,24743,183615,
600000.SH,600000,20240102,92500650,20310,,,B,66300,500,24743,192963,
600000.SH,600000,20240102,92500650,20311,,,B,66300,1700,24743,204885,
600000.SH,600000,20240102,92500650,20312,,,B,66300,9000,24743,202457,
600000.SH,600000,20240102,92500650,20313,,,B,66300,100,73579,202457,
600000.SH,600000,20240102,92500650,20314,,,B,66300,100,183301,202457,
600000.SH,600000,20240102,92500650,20315,,,B,66300,100,183343,202457,
600000.SH,600000,20240102,92500650,20316,,,B,66300,6700,191164,202457,
600000.SH,600000,20240102,92500650,20317,,,B,66300,100,191164,202526,
600000.SH,600000,20240102,92500650,20318,,,B,66300,100,191164,203366,
600000.SH,600000,20240102,92500650,20319,,,B,66300,100,191164,203563,
600000.SH,600000,20240102,92500650,20320,,,S,66300,1500,191164,177307,
600000.SH,600000,20240102,92500650,20321,,,S,66300,200,191164,186525,
600000.SH,600000,20240102,92500650,20322,,,B,66300,400,157801,186525,
600000.SH,600000,20240102,92500650,20323,,,B,66300,200,157801,192923,
600000.SH,600000,20240102,92500650,20324,,,B,66300,100,157801,201031,
600000.SH,600000,20240102,92500650,20325,,,B,66300,100,157801,204297,
600000.SH,600000,20240102,92500650,20326,,,B,66300,2100,157801,196974,
600000.SH,600000,20240102,92500650,20327,,,B,66300,2100,157801,197425,
600000.SH,600000,20240102,92500650,20328,,,B,66300,5300,157801,188989,
600000.SH,600000,20240102,92500650,20329,,,S,66300,700,203519,188989,
600000.SH,600000,20240102,92500650,20330,,,S,66300,500,198784,188989,
600000.SH,600000,20240102,92500650,20331,,,S,66300,300,201048,188989,
600000.SH,600000,20240102,92500650,20332,,,S,66300,600,201153,188989,
600000.SH,600000,20240102,92500650,20333,,,S,66300,1000,201202,188989,
600000.SH,600000,20240102,92500650,20334,,,S,66300,800,201392,188989,
600000.SH,600000,20240102,92500650,20335,,,S,66300,700,201513,188989,
600000.SH,600000,20240102,92500650,20336,,,S,66300,300,201677,188989,
600000.SH,600000,20240102,92500650,20337,,,S,66300,800,202230,188989,
600000.SH,600000,20240102,92500650,20338,,,S,66300,300,202357,188989,
600000.SH,600000,20240102,92500650,20339,,,S,66300,400,202488,188989,
600000.SH,600000,20240102,92500650,20340,,,S,66300,200,203154,188989,
600000.SH,600000,20240102,92500650,20341,,,S,66300,400,203539,188989,
600000.SH,600000,20240102,92500650,20342,,,B,66300,400,23508,188989,
600000.SH,600000,20240102,92500650,20343,,,B,66300,200,85962,188989,
600000.SH,600000,20240102,92500650,20344,,,B,66300,4700,180160,188989,
600000.SH,600000,20240102,92500650,20345,,,B,66300,5600,180160,195306,
600000.SH,600000,20240102,92500650,20346,,,B,66300,200,188219,195306,
600000.SH,600000,20240102,92500650,20347,,,B,66300,20000,180820,195306,
600000.SH,600000,20240102,92500650,20348,,,S,66300,1500,207912,195306,
600000.SH,600000,20240102,92500650,20349,,,B,66300,1000,8709,195306,
600000.SH,600000,20240102,92500650,20350,,,B,66300,100,10002,195306,
600000.SH,600000,20240102,92500650,20351,,,B,66300,300,18858,195306,
600000.SH,600000,20240102,92500650,20352,,,B,66300,4815,21843,195306,
600000.SH,600000,20240102,92500650,20353,,,B,66300,100,26856,195306,
600000.SH,600000,20240102,92500650,20354,,,B,66300,500,48866,195306,
600000.SH,600000,20240102,92500650,20355,,,B,66300,100,76021,195306,
600000.SH,600000,20240102,92500650,20356,,,B,66300,100,79089,195306,
600000.SH,600000,20240102,92500650,20357,,,B,66300,985,167560,195306,
600000.SH,600000,20240102,92500650,20358,,,B,66300,100,167560,201899,
600000.SH,600000,20240102,92500650,20359,,,B,66300,100,167560,192904,
600000.SH,600000,20240102,92500650,20360,,,B,66300,100,167560,196010,
600000.SH,600000,20240102,92500650,20361,,,S,66300,300,167560,159414,
600000.SH,600000,20240102,92500650,20362,,,S,66300,1000,167560,166991,
600000.SH,600000,20240102,92500650,20363,,,B,66300,100,167560,206790,
600000.SH,600000,20240102,92500650,20364,,,B,66300,300,167560,207264,
600000.SH,600000,20240102,92500650,20365,,,S,66300,1700,167560,85111,
600000.SH,600000,20240102,92500650,20366,,,S,66300,800,167560,111848,
600000.SH,600000,20240102,92500650,20367,,,S,66300,394,167560,135957,
600000.SH,600000,20240102,92500650,20368,,,S,66300,606,168485,135957,
600000.SH,600000,20240102,92500650,20369,,,B,66300,500,168485,170265,
600000.SH,600000,20240102,92500650,20370,,,S,66300,3894,168485,415,
600000.SH,600000,20240102,92500650,20371,,,S,66300,6106,174091,415,
600000.SH,600000,20240102,92500650,20372,,,S,66300,200,174091,2571,
600000.SH,600000,20240102,92500650,20373,,,S,66300,700,174091,15218,
600000.SH,600000,20240102,92500650,20374,,,S,66300,7994,174091,15416,
600000.SH,600000,20240102,92500650,20375,,,S,66300,206,192529,15416,
600000.SH,600000,20240102,92500650,20376,,,S,66300,800,192529,16314,
600000.SH,600000,20240102,92500650,20377,,,S,66300,100,192529,26587,
600000.SH,600000,20240102,92500650,20378,,,S,66300,94,192529,27229,
600000.SH,600000,20240102,92500650,20379,,,B,66300,6,3005,27229,
600000.SH,600000,20240102,92500650,20380,,,B,66300,100,3005,34466,
600000.SH,600000,20240102,92500650,20381,,,B,66300,100,3005,39209,
600000.SH,600000,20240102,92500650,20382,,,B,66300,500,3005,65429,
600000.SH,600000,20240102,92500650,20383,,,B,66300,100,3005,76156,
600000.SH,600000,20240102,92500650,20384,,,B,66300,400,3005,101643,
600000.SH,600000,20240102,92500650,20385,,,B,66300,100,3005,101730,
600000.SH,600000,20240102,92500650,20386,,,B,66300,2200,3005,102890,
600000.SH,600000,20240102,92500650,20387,,,B,66300,1394,3005,134268,
600000.SH,600000,20240102,92500650,20388,,,B,66300,306,3010,134268,
600000.SH,600000,20240102,92500650,20389,,,B,66300,4494,3010,145119,
600000.SH,600000,20240102,92500650,20390,,,B,66300,5200,3014,145119,
600000.SH,600000,20240102,92500650,20391,,,B,66300,306,3019,145119,
600000.SH,600000,20240102,92500650,20392,,,B,66300,1500,3019,149396,
600000.SH,600000,20240102,92500650,20393,,,B,66300,400,3019,152573,
600000.SH,600000,20240102,92500650,20394,,,B,66300,300,3019,153063,
600000.SH,600000,20240102,92500650,20395,,,B,66300,3000,3019,158250,
600000.SH,600000,20240102,92500650,20396,,,B,66300,600,3019,167325,
600000.SH,600000,20240102,92500650,20397,,,B,66300,94,3019,168639,
600000.SH,600000,20240102,92500650,20398,,,B,66300,1406,3020,168639,
600000.SH,600000,20240102,92500650,20399,,,B,66300,500,3020,180513,
600000.SH,600000,20240102,92500650,20400,,,B,66300,3294,3020,201617,
600000.SH,600000,20240102,92500650,20401,,,B,66300,1706,3025,201617,
600000.SH,600000,20240102,93000380,31165,,,B,66300,3800,3025,209809,
600000.SH,600000,20240102,93000380,31170,,,B,66300,394,3025,209819,
600000.SH,600000,20240102,93000380,31171,,,B,66300,200,3486,209819,
600000.SH,600000,20240102,93000380,31172,,,B,66300,800,100886,209819,
600000.SH,600000,20240102,93000380,31173,,,B,66300,3506,105946,209819,
600000.SH,600000,20240102,93000380,31192,,,B,66300,3000,105946,209869,
600000.SH,600000,20240102,93000630,31245,,,B,66300,100,105946,209965,
600000.SH,600000,20240102,93000630,31274,,,B,66300,4900,105946,210053,
600000.SH,600000,20240102,93000950,31826,,,B,66300,1500,105946,211094,
600000.SH,600000,20240102,93001370,32651,,,B,66300,800,105946,213150,
600000.SH,600000,20240102,93001420,32915,,,B,66300,7500,105946,213679,
600000.SH,600000,20240102,93001420,32917,,,B,66300,5000,105946,213686,
600000.SH,600000,20240102,93001720,34027,,,S,66200,100,217034,4747,
600000.SH,600000,20240102,93001960,34790,,,B,66300,100,105946,219376,
600000.SH,600000,20240102,93002100,35773,,,B,66300,5000,105946,222678,
600000.SH,600000,20240102,93002100,35775,,,B,66300,2700,105946,222691,
600000.SH,600000,20240102,93002100,35779,,,B,66300,1900,105946,222697,
600000.SH,600000,20240102,93002100,35781,,,B,66300,4200,105946,222704,
600000.SH,600000,20240102,93002100,35782,,,B,66300,300,105946,222706,
600000.SH,600000,20240102,93002100,35785,,,B,66300,2800,105946,222715,
600000.SH,600000,20240102,93002100,35786,,,B,66300,5800,105946,222728,
600000.SH,600000,20240102,93002100,35787,,,B,66300,400,105946,222730,
600000.SH,600000,20240102,93002100,35789,,,B,66300,494,105946,222738,
600000.SH,600000,20240102,93002100,35790,,,B,66300,606,106008,222738,
600000.SH,600000,20240102,93002100,35791,,,B,66300,600,106008,222742,
600000.SH,600000,20240102,93002100,35792,,,B,66300,800,106008,222745,
600000.SH,600000,20240102,93002100,35794,,,B,66300,2600,106008,222753,
600000.SH,600000,20240102,93002100,35798,,,B,66300,200,106008,222762,
600000.SH,600000,20240102,93002100,35799,,,B,66300,800,106008,222763,
600000.SH,600000,20240102,93002100,35800,,,B,66300,2700,106008,222778,
600000.SH,600000,20240102,93002100,35801,,,B,66300,800,106008,222779,
600000.SH,600000,20240102,93002100,35804,,,B,66300,2000,106008,222787,
600000.SH,600000,20240102,93002100,35805,,,B,66300,1300,106008,222788,
600000.SH,600000,20240102,93002100,35808,,,B,66300,200,106008,222790,
600000.SH,600000,20240102,93002100,35812,,,B,66300,4000,106008,222798,
600000.SH,600000,20240102,93002100,35813,,,B,66300,5300,106008,222800,
600000.SH,600000,20240102,93002100,35814,,,B,66300,300,106008,222803,
600000.SH,600000,20240102,93002260,35820,,,B,66300,6300,106008,222812,
600000.SH,600000,20240102,93002260,35821,,,B,66300,294,106008,222815,
600000.SH,600000,20240102,93002260,35822,,,B,66300,206,133594,222815,
600000.SH,600000,20240102,93002260,35825,,,B,66300,600,133594,222836,
600000.SH,600000,20240102,93002260,35827,,,B,66300,400,133594,222842,
600000.SH,600000,20240102,93002260,35828,,,B,66300,1000,133594,222848,
600000.SH,600000,20240102,93002260,35830,,,B,66300,900,133594,222854,
600000.SH,600000,20240102,93002260,35834,,,B,66300,1800,133594,222874,
600000.SH,600000,20240102,93002260,35835,,,B,66300,94,133594,222881,
600000.SH,600000,20240102,93002260,35836,,,B,66300,706,160494,222881,
600000.SH,600000,20240102,93002260,35837,,,B,66300,4294,160494,222887,
600000.SH,600000,20240102,93002260,35838,,,B,66300,606,166079,222887,
600000.SH,600000,20240102,93002260,35840,,,B,66300,1000,166079,222890,
600000.SH,600000,20240102,93002260,35841,,,B,66300,1000,166079,222893,
600000.SH,600000,20240102,93002260,35843,,,B,66300,694,166079,222899,
600000.SH,600000,20240102,93002260,35844,,,B,66300,3306,169922,222899,
600000.SH,600000,20240102,93002260,35847,,,B,66300,4100,169922,222909,
600000.SH,600000,20240102,93002260,35850,,,B,66300,200,169922,222916,
600000.SH,600000,20240102,93002260,35854,,,B,66300,600,169922,222925,
600000.SH,600000,20240102,93002260,35858,,,B,66300,3400,169922,222940,
600000.SH,600000,20240102,93002260,35861,,,B,66300,1800,169922,222966,
600000.SH,600000,20240102,93002260,35863,,,B,66300,700,169922,222969,
600000.SH,600000,20240102,93002260,35874,,,B,66300,894,169922,223004,
600000.SH,600000,20240102,93002260,35875,,,B,66300,100,170299,223004,
600000.SH,600000,20240102,93002260,35876,,,B,66300,306,173515,223004,
600000.SH,600000,20240102,93002260,35932,,,B,66300,694,173515,223245,
600000.SH,600000,20240102,93002260,35933,,,B,66300,100,175622,223245,
600000.SH,600000,20240102,93002260,35934,,,B,66300,2306,203326,223245,
600000.SH,600000,20240102,93002260,35935,,,B,66300,200,203326,223246,
600000.SH,600000,20240102,93002260,35936,,,B,66300,300,203326,223247,
600000.SH,600000,20240102,93002260,35937,,,B,66300,600,203326,223248,
600000.SH,600000,20240102,93002260,35989,,,B,66300,1200,203326,223469,
600000.SH,600000,20240102,93002260,36050,,,B,66300,400,203326,223718,
600000.SH,600000,20240102,93002390,36684,,,B,66300,500,203326,225680,
600000.SH,600000,20240102,93002390,36817,,,B,66300,200,203326,225910,
600000.SH,600000,20240102,93002550,37031,,,B,66300,2400,203326,226639,
600000.SH,600000,20240102,93002690,38062,,,B,66300,400,203326,229658,
600000.SH,600000,20240102,93002850,38342,,,B,66300,600,203326,230486,
600000.SH,600000,20240102,93003000,39159,,,B,66300,2194,203326,232904,
600000.SH,600000,20240102,93003000,39160,,,B,66300,1406,211806,232904,
600000.SH,600000,20240102,93003000,39165,,,B,66300,5300,211806,232917,
600000.SH,600000,20240102,93003000,39167,,,B,66300,1400,211806,232922,
600000.SH,600000,20240102,93003000,39168,,,B,66300,500,211806,232926,
600000.SH,600000,20240102,93003000,39170,,,B,66300,2600,211806,232928,
600000.SH,600000,20240102,93003000,39171,,,B,66300,700,211806,232929,
600000.SH,600000,20240102,93003180,39903,,,B,66300,1100,211806,234256,
600000.SH,600000,20240102,93003180,39904,,,B,66300,1994,211806,234257,
600000.SH,600000,20240102,93003180,39905,,,B,66300,200,229636,234257,
600000.SH,600000,20240102,93003180,40060,,,S,66300,100,234802,234257,
600000.SH,600000,20240102,93003180,40168,,,S,66300,4106,235229,234257,
600000.SH,600000,20240102,93003180,40169,,,S,66300,894,235229,234263,
600000.SH,600000,20240102,93003630,42273,,,S,66300,2000,241068,234263,
600000.SH,600000,20240102,93003770,42994,,,S,66300,806,243017,234263,
600000.SH,600000,20240102,93003770,42995,,,S,66300,500,243017,234268,
600000.SH,600000,20240102,93003770,42996,,,S,66300,3600,243017,234276,
600000.SH,600000,20240102,93003770,42997,,,S,66300,500,243017,234279,
600000.SH,600000,20240102,93003770,42998,,,S,66300,500,243017,234516,
600000.SH,600000,20240102,93003770,42999,,,S,66300,600,243017,234521,
600000.SH,600000,20240102,93003770,43000,,,S,66300,1300,243017,234526,
600000.SH,600000,20240102,93003770,43001,,,S,66300,1700,243017,239747,
600000.SH,600000,20240102,93003770,43002,,,S,66300,300,243017,240483,
600000.SH,600000,20240102,93003770,43013,,,B,66300,100,243017,243058,
600000.SH,600000,20240102,93003770,43031,,,B,66300,100,243017,243108,
600000.SH,600000,20240102,93003910,43106,,,B,66300,200,243017,243288,
600000.SH,600000,20240102,93003910,43222,,,B,66300,1300,243017,243704,
600000.SH,600000,20240102,93003910,43223,,,B,66300,400,243017,243705,
600000.SH,600000,20240102,93003910,43226,,,B,66300,700,243017,243711,
600000.SH,600000,20240102,93003910,43245,,,B,66300,300,243017,243808,
600000.SH,600000,20240102,93003910,43317,,,B,66300,1100,243017,244037,
600000.SH,600000,20240102,93003910,43320,,,B,66300,694,243017,244045,
600000.SH,600000,20240102,93004790,47564,,,S,66300,306,255621,244045,
600000.SH,600000,20240102,93004790,47565,,,S,66300,1700,255621,244055,
600000.SH,600000,20240102,93004790,47566,,,S,66300,6000,255621,244317,
600000.SH,600000,20240102,93004790,47567,,,S,66300,894,255621,244648,
600000.SH,600000,20240102,93004790,47677,,,S,66300,600,255883,244648,
600000.SH,600000,20240102,93004790,47681,,,S,66300,106,255893,244648,
600000.SH,600000,20240102,93004790,47682,,,S,66300,294,255893,247130,
600000.SH,600000,20240102,93004790,47695,,,S,66300,100,255915,247130,
600000.SH,600000,20240102,93004790,47783,,,S,66300,300,256168,247130,
600000.SH,600000,20240102,93004990,48443,,,S,66300,400,258270,247130,
600000.SH,600000,20240102,93005140,48736,,,S,66300,100,258955,247130,
600000.SH,600000,20240102,93005290,49651,,,S,66300,106,261792,247130,
600000.SH,600000,20240102,93005290,49652,,,S,66300,94,261792,247133,
600000.SH,600000,20240102,93005290,49655,,,S,66300,100,261796,247133,
600000.SH,600000,20240102,93005290,49749,,,B,66400,400,6579,261986,
600000.SH,600000,20240102,93005430,50083,,,S,66300,200,263145,247133,
600000.SH,600000,20240102,93005570,50503,,,S,66300,206,264684,247133,
600000.SH,600000,20240102,93005570,50504,,,S,66300,294,264684,247138,
600000.SH,600000,20240102,93005570,50818,,,B,66400,1000,6579,265628,
600000.SH,600000,20240102,93005700,51396,,,B,66400,600,6579,267194,
600000.SH,600000,20240102,93005700,51397,,,B,66400,200,114795,267194,
600000.SH,600000,20240102,93005700,51398,,,B,66400,1100,114924,267194,
600000.SH,600000,20240102,93005700,51399,,,B,66400,200,153936,267194,
600000.SH,600000,20240102,93005700,51526,,,S,66300,100,267675,247138,
600000.SH,600000,20240102,93005700,51590,,,S,66300,800,267689,247138,
600000.SH,600000,20240102,93006120,53629,,,S,66300,1100,273194,247138,
600000.SH,600000,20240102,93007180,57459,,,S,66300,100,284328,247138,
600000.SH,600000,20240102,93007300,58128,,,S,66300,1700,286272,247138,
600000.SH,600000,20240102,93007980,60864,,,S,66300,500,294084,247138,
600000.SH,600000,20240102,93008790,64407,,,B,66400,5800,153936,303244,
600000.SH,600000,20240102,93008790,64408,,,B,66400,13000,155130,303244,
600000.SH,600000,20240102,93008790,64409,,,B,66400,4500,211156,303244,
600000.SH,600000,20240102,93008920,65316,,,S,66300,200,305806,247138,
600000.SH,600000,20240102,93009050,65810,,,S,66300,1000,307216,247138,
600000.SH,600000,20240102,93009290,66519,,,S,66300,100,309181,247138,
600000.SH,600000,20240102,93009490,67587,,,S,66300,100,312157,247138,
600000.SH,600000,20240102,93009690,68460,,,S,66300,1206,314229,247138,
600000.SH,600000,20240102,93009690,68461,,,S,66300,200,314229,247146,
600000.SH,600000,20240102,93009690,68462,,,S,66300,300,314229,247154,
600000.SH,600000,20240102,93009690,68463,,,S,66300,200,314229,247157,
600000.SH,600000,20240102,93009690,68464,,,S,66300,200,314229,248903,
600000.SH,600000,20240102,93009690,68465,,,S,66300,1000,314229,249882,
600000.SH,600000,20240102,93009690,68466,,,S,66300,600,314229,251908,
600000.SH,600000,20240102,93009690,68467,,,S,66300,400,314229,251909,
600000.SH,600000,20240102,93009690,68468,,,S,66300,900,314229,252098,
600000.SH,600000,20240102,93009690,68469,,,S,66300,400,314229,252105,
600000.SH,600000,20240102,93009690,68470,,,S,66300,1200,314229,253354,
600000.SH,600000,20240102,93009690,68471,,,S,66300,1100,314229,253360,
600000.SH,600000,20240102,93009690,68472,,,S,66300,600,314229,253363,
600000.SH,600000,20240102,93009690,68473,,,S,66300,1500,314229,254827,
600000.SH,600000,20240102,93009690,68474,,,S,66300,500,314229,255636,
600000.SH,600000,20240102,93009690,68475,,,S,66300,500,314229,258968,
600000.SH,600000,20240102,93009690,68476,,,S,66300,10500,314229,261311,
600000.SH,600000,20240102,93009690,68477,,,S,66300,200,314229,261695,
600000.SH,600000,20240102,93009690,68478,,,S,66300,100,314229,262183,
600000.SH,600000,20240102,93009690,68479,,,S,66300,400,314229,263809,
600000.SH,600000,20240102,93009690,68480,,,S,66300,1300,314229,263812,
600000.SH,600000,20240102,93009690,68481,,,S,66300,1300,314229,263814,
600000.SH,600000,20240102,93009690,68482,,,S,66300,400,314229,266533,
600000.SH,600000,20240102,93009690,68483,,,S,66300,100,314229,267929,
600000.SH,600000,20240102,93009690,68484,,,S,66300,300,314229,268108,
600000.SH,600000,20240102,93009690,68485,,,S,66300,2000,314229,269306,
600000.SH,600000,20240102,93009690,68486,,,S,66300,4600,314229,272339,
600000.SH,600000,20240102,93009690,68487,,,S,66300,300,314229,273135,
600000.SH,600000,20240102,93009690,68488,,,S,66300,1900,314229,273136,
600000.SH,600000,20240102,93009690,68489,,,S,66300,1700,314229,283285,
600000.SH,600000,20240102,93009690,68490,,,S,66300,2800,314229,286897,
600000.SH,600000,20240102,93009690,68491,,,S,66300,1100,314229,289538,
600000.SH,600000,20240102,93009690,68492,,,S,66300,600,314229,289539,
600000.SH,600000,20240102,93009690,68493,,,S,66300,1800,314229,289541,
600000.SH,600000,20240102,93009690,68494,,,S,66300,1300,314229,289543,
600000.SH,600000,20240102,93009690,68495,,,S,66300,1300,314229,289545,
600000.SH,600000,20240102,93009690,68496,,,S,66300,1000,314229,289546,
600000.SH,600000,20240102,93009690,68497,,,S,66300,1000,314229,289548,
600000.SH,600000,20240102,93009690,68498,,,S,66300,1300,314229,289549,
600000.SH,600000,20240102,93009690,68499,,,S,66300,400,314229,289550,
600000.SH,600000,20240102,93009690,68500,,,S,66300,400,314229,289551,
600000.SH,600000,20240102,93009690,68501,,,S,66300,700,314229,289552,
600000.SH,600000,20240102,93009690,68502,,,S,66300,194,314229,290495,
600000.SH,600000,20240102,93009850,69214,,,S,66300,100,316015,290495,
600000.SH,600000,20240102,93011600,78157,,,S,66300,200,335713,290495,
600000.SH,600000,20240102,93011730,79152,,,S,66300,143,337604,290495,
600000.SH,600000,20240102,93012510,83085,,,S,66300,100,346808,290495,
600000.SH,600000,20240102,93012750,83927,,,S,66300,663,348710,290495,
600000.SH,600000,20240102,93012750,83928,,,S,66300,337,348710,290496,
600000.SH,600000,20240102,93015120,94128,,,B,66400,2100,211156,370423,
600000.SH,600000,20240102,93015900,96853,,,S,66300,100,375885,290496,
600000.SH,600000,20240102,93015900,96862,,,S,66300,200,375905,290496,
600000.SH,600000,20240102,93016580,99218,,,S,66300,163,380221,290496,
600000.SH,600000,20240102,93016580,99219,,,S,66300,237,380221,290497,
600000.SH,600000,20240102,93016600,99323,,,S,66300,100,380506,290497,
600000.SH,600000,20240102,93016640,99525,,,S,66300,200,380912,290497,
600000.SH,600000,20240102,93016750,99888,,,B,66400,2700,211156,381546,
600000.SH,600000,20240102,93017650,102790,,,B,66400,2100,211156,387605,
600000.SH,600000,20240102,93017830,103484,,,S,66300,563,389006,290497,
600000.SH,600000,20240102,93017830,103485,,,S,66300,100,389006,292360,
600000.SH,600000,20240102,93017830,103486,,,S,66300,500,389006,298353,
600000.SH,600000,20240102,93017830,103487,,,S,66300,2200,389006,298355,
600000.SH,600000,20240102,93017830,103488,,,S,66300,200,389006,298356,
600000.SH,600000,20240102,93017830,103489,,,S,66300,1100,389006,298359,
600000.SH,600000,20240102,93017830,103490,,,S,66300,1000,389006,298360,
600000.SH,600000,20240102,93017830,103491,,,S,66300,2900,389006,299809,
600000.SH,600000,20240102,93017830,103492,,,S,66300,1437,389006,299810,
600000.SH,600000,20240102,93017980,104139,,,S,66300,200,390244,299810,
600000.SH,600000,20240102,93018120,104670,,,B,66400,200,211156,391128,
600000.SH,600000,20240102,93018670,106779,,,B,66400,100,211156,394675,
600000.SH,600000,20240102,93018670,106780,,,B,66400,2100,232101,394675,
600000.SH,600000,20240102,93018990,108015,,,B,66400,1600,232101,396934,
600000.SH,600000,20240102,93019170,108696,,,S,66300,400,398133,299810,
600000.SH,600000,20240102,93019190,108798,,,S,66300,200,398252,299810,
600000.SH,600000,20240102,93019190,108827,,,S,66300,200,398308,299810,
600000.SH,600000,20240102,93019210,108856,,,B,66400,2600,232101,398378,
600000.SH,600000,20240102,93019250,108959,,,B,66400,400,232101,398544,
600000.SH,600000,20240102,93019820,111035,,,S,66300,463,401978,299810,
600000.SH,600000,20240102,93019820,111036,,,S,66300,500,401978,299915,
600000.SH,600000,20240102,93019820,111037,,,S,66300,1500,401978,305056,
600000.SH,600000,20240102,93019820,111038,,,S,66300,1037,401978,306087,
600000.SH,600000,20240102,93020580,112907,,,B,66400,100,232101,405232,
600000.SH,600000,20240102,93021760,116126,,,S,66300,400,411161,306087,
600000.SH,600000,20240102,93022010,116756,,,B,66400,2600,232101,412213,
600000.SH,600000,20240102,93022010,116757,,,B,66400,1000,248896,412213,
600000.SH,600000,20240102,93022010,116758,,,B,66400,5800,254365,412213,
600000.SH,600000,20240102,93023090,119608,,,S,66300,200,416777,306087,
600000.SH,600000,20240102,93023090,119654,,,S,66300,100,416820,306087,
600000.SH,600000,20240102,93023120,119764,,,S,66300,363,417083,306087,
600000.SH,600000,20240102,93023120,119765,,,S,66300,700,417083,307718,
600000.SH,600000,20240102,93023120,119766,,,S,66300,100,417083,319301,
600000.SH,600000,20240102,93023120,119767,,,S,66300,1500,417083,321110,
600000.SH,600000,20240102,93023120,119768,,,S,66300,15100,417083,327313,
600000.SH,600000,20240102,93023120,119769,,,S,66300,17537,417083,330002,
600000.SH,600000,20240102,93023120,119770,,,S,66300,2463,417084,330002,
600000.SH,600000,20240102,93023120,119771,,,S,66300,1137,417084,332769,
600000.SH,600000,20240102,93023120,119772,,,S,66300,1263,417085,332769,
600000.SH,600000,20240102,93023120,119773,,,S,66300,1000,417085,342653,
600000.SH,600000,20240102,93023120,119774,,,S,66300,2537,417085,344691,
600000.SH,600000,20240102,93023240,120194,,,S,66300,863,417788,344691,
600000.SH,600000,20240102,93023240,120195,,,S,66300,200,417788,344718,
600000.SH,600000,20240102,93023240,120196,,,S,66300,100,417788,345928,
600000.SH,600000,20240102,93023240,120197,,,S,66300,100,417788,347100,
600000.SH,600000,20240102,93023240,120198,,,S,66300,44700,417788,347785,
600000.SH,600000,20240102,93023240,120199,,,S,66300,100,417788,353305,
600000.SH,600000,20240102,93023240,120200,,,S,66300,22937,417788,354716,
600000.SH,600000,20240102,93024050,122354,,,S,66300,400,421526,354716,
600000.SH,600000,20240102,93024050,122370,,,S,66300,200,421566,354716,
600000.SH,600000,20240102,93024070,122401,,,S,66300,400,421635,354716,
600000.SH,600000,20240102,93024810,124510,,,S,66300,600,425700,354716,
600000.SH,600000,20240102,93026130,128073,,,S,66300,900,431308,354716,
600000.SH,600000,20240102,93026470,129123,,,B,66400,400,254365,432958,
600000.SH,600000,20240102,93026590,129406,,,S,66300,363,433406,354716,
600000.SH,600000,20240102,93026590,129407,,,S,66300,10000,433406,359304,
600000.SH,600000,20240102,93026590,129408,,,S,66300,700,433406,359903,
600000.SH,600000,20240102,93026590,129409,,,S,66300,100,433406,364147,
600000.SH,600000,20240102,93026590,129410,,,S,66300,3200,433406,365698,
600000.SH,600000,20240102,93026590,129411,,,S,66300,100,433406,367821,
600000.SH,600000,20240102,93026590,129412,,,S,66300,1600,433406,375213,
600000.SH,600000,20240102,93026590,129413,,,S,66300,100,433406,376272,
600000.SH,600000,20240102,93026590,129414,,,S,66300,2200,433406,382560,
600000.SH,600000,20240102,93026590,129415,,,S,66300,2300,433406,389520,
600000.SH,600000,20240102,93026590,129416,,,S,66300,500,433406,392299,
600000.SH,600000,20240102,93026590,129417,,,S,66300,300,433406,395715,
600000.SH,600000,20240102,93026590,129418,,,S,66300,1200,433406,395803,
