万得代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号,
600000.SH,600000,20240102,111535360,3502385,,,S,66100,7000,6389455,6216953,
600000.SH,600000,20240102,111535360,3502386,,,S,66100,100,6389455,6217611,
600000.SH,600000,20240102,111535360,3502387,,,S,66100,3000,6389455,6222593,
600000.SH,600000,20240102,111535360,3502388,,,S,66100,300,6389455,6225193,
600000.SH,600000,20240102,111535360,3502389,,,S,66100,4300,6389455,6232931,
600000.SH,600000,20240102,111535360,3502390,,,S,66100,800,6389455,6244964,
600000.SH,600000,20240102,111535360,3502391,,,S,66100,1100,6389455,6247986,
600000.SH,600000,20240102,111535360,3502392,,,S,66100,4000,6389455,6248722,
600000.SH,600000,20240102,111535360,3502393,,,S,66100,1000,6389455,6250012,
600000.SH,600000,20240102,111535360,3502394,,,S,66100,900,6389455,6254049,
600000.SH,600000,20240102,111535360,3502395,,,S,66100,100,6389455,6255815,
600000.SH,600000,20240102,111535360,3502396,,,S,66100,900,6389455,6259059,
600000.SH,600000,20240102,111535360,3502397,,,S,66100,3000,6389455,6261962,
600000.SH,600000,20240102,111535360,3502398,,,S,66100,300,6389455,6264068,
600000.SH,600000,20240102,111535360,3502399,,,S,66100,600,6389455,6265343,
600000.SH,600000,20240102,111535360,3502400,,,S,66100,300,6389455,6271491,
600000.SH,600000,20240102,111535360,3502401,,,S,66100,1700,6389455,6275705,
600000.SH,600000,20240102,111535360,3502402,,,S,66100,100,6389455,6276214,
600000.SH,600000,20240102,111535360,3502403,,,S,66100,1600,6389455,6277476,
600000.SH,600000,20240102,111535360,3502404,,,S,66100,1000,6389455,6278118,
600000.SH,600000,20240102,111535360,3502405,,,S,66100,100,6389455,6286232,
600000.SH,600000,20240102,111535360,3502406,,,S,66100,1000,6389455,6286275,
600000.SH,600000,20240102,111535360,3502407,,,S,66100,100,6389455,6292761,
600000.SH,600000,20240102,111535360,3502408,,,S,66100,100,6389455,6292868,
600000.SH,600000,20240102,111535360,3502409,,,S,66100,2000,6389455,6297558,
600000.SH,600000,20240102,111535360,3502410,,,S,66100,1700,6389455,6299663,
600000.SH,600000,20240102,111535360,3502411,,,S,66100,1200,6389455,6301023,
600000.SH,600000,20240102,111535360,3502412,,,S,66100,400,6389455,6301176,
600000.SH,600000,20240102,111535360,3502413,,,S,66100,9100,6389455,6307010,
600000.SH,600000,20240102,111535360,3502414,,,S,66100,100,6389455,6311829,
600000.SH,600000,20240102,111535360,3502415,,,S,66100,100,6389455,6311831,
600000.SH,600000,20240102,111535360,3502416,,,S,66100,100,6389455,6311832,
600000.SH,600000,20240102,111535360,3502417,,,S,66100,30900,6389455,6318309,
600000.SH,600000,20240102,111535360,3502418,,,S,66100,1000,6389455,6324319,
600000.SH,600000,20240102,111535360,3502419,,,S,66100,10000,6389455,6330899,
600000.SH,600000,20240102,111535360,3502420,,,S,66100,2000,6389455,6331865,
600000.SH,600000,20240102,111535360,3502421,,,S,66100,1000,6389455,6332447,
600000.SH,600000,20240102,111535360,3502422,,,S,66100,4500,6389455,6334470,
600000.SH,600000,20240102,111535360,3502423,,,S,66100,33600,6389455,6335174,
600000.SH,600000,20240102,111535360,3502424,,,S,66100,1000,6389455,6338893,
600000.SH,600000,20240102,111535360,3502425,,,S,66100,1300,6389455,6339111,
600000.SH,600000,20240102,111535360,3502426,,,S,66100,10000,6389455,6351631,
600000.SH,600000,20240102,111535360,3502427,,,S,66100,1600,6389455,6352377,
600000.SH,600000,20240102,111535360,3502428,,,S,66100,1000,6389455,6356976,
600000.SH,600000,20240102,111535360,3502429,,,S,66100,900,6389455,6358155,
600000.SH,600000,20240102,111535360,3502430,,,S,66100,10000,6389455,6372236,
600000.SH,600000,20240102,111535360,3502431,,,S,66100,4000,6389455,6374923,
600000.SH,600000,20240102,111535360,3502432,,,S,66100,4500,6389455,6378556,
600000.SH,600000,20240102,111536830,3502731,,,S,66000,300,6390165,6558,
600000.SH,600000,20240102,111536830,3502732,,,S,66000,100,6390170,6558,
600000.SH,600000,20240102,111536950,3502752,,,S,66000,1600,6390240,6558,
600000.SH,600000,20240102,111536950,3502753,,,S,66000,5300,6390240,11480,
600000.SH,600000,20240102,111536950,3502754,,,S,66000,5200,6390240,23748,
600000.SH,600000,20240102,111536950,3502755,,,S,66000,500,6390240,24856,
600000.SH,600000,20240102,111537050,3502799,,,S,66000,500,6390306,24856,
600000.SH,600000,20240102,111537050,3502800,,,S,66000,200,6390306,28232,
600000.SH,600000,20240102,111537530,3502881,,,B,66100,1500,6389455,6390549,
600000.SH,600000,20240102,111537640,3502896,,,B,66100,700,6389455,6390599,
600000.SH,600000,20240102,111537930,3502967,,,B,66100,5100,6389455,6390740,
600000.SH,600000,20240102,111539610,3503333,,,S,66000,700,6391604,28232,
600000.SH,600000,20240102,111539610,3503334,,,S,66000,600,6391605,28232,
600000.SH,600000,20240102,111539670,3503350,,,S,66000,600,6391646,28232,
600000.SH,600000,20240102,111539800,3503388,,,S,66000,100,6391727,28232,
600000.SH,600000,20240102,111539800,3503389,,,S,66000,200,6391729,28232,
600000.SH,600000,20240102,111539800,3503390,,,S,66000,100,6391730,28232,
600000.SH,600000,20240102,111539810,3503391,,,S,66000,100,6391733,28232,
600000.SH,600000,20240102,111539810,3503392,,,S,66000,100,6391735,28232,
600000.SH,600000,20240102,111539810,3503393,,,S,66000,100,6391736,28232,
600000.SH,600000,20240102,111540870,3503741,,,B,66100,800,6389455,6392457,
600000.SH,600000,20240102,111541460,3503891,,,B,66100,100,6389455,6392778,
600000.SH,600000,20240102,111543630,3504434,,,B,66100,700,6389455,6393872,
600000.SH,600000,20240102,111546620,3505118,,,B,66100,800,6389455,6395314,
600000.SH,600000,20240102,111548700,3505539,,,B,66100,7700,6389455,6396262,
600000.SH,600000,20240102,111548940,3505582,,,B,66100,100,6389455,6396367,
600000.SH,600000,20240102,111549010,3505612,,,S,66000,500,6396394,28232,
600000.SH,600000,20240102,111549840,3505818,,,B,66100,800,6389455,6396725,
600000.SH,600000,20240102,111551500,3506226,,,B,66100,10000,6389455,6397455,
600000.SH,600000,20240102,111604020,3509747,,,B,66100,3100,6389455,6403708,
600000.SH,600000,20240102,111604990,3510039,,,B,66100,600,6389455,6404179,
600000.SH,600000,20240102,111606670,3510375,,,B,66100,1200,6389455,6404979,
600000.SH,600000,20240102,111615870,3512624,,,B,66100,300,6389455,6409018,
600000.SH,600000,20240102,111615870,3512627,,,B,66100,100,6389455,6409020,
600000.SH,600000,20240102,111615870,3512628,,,B,66100,300,6389455,6409022,
600000.SH,600000,20240102,111617110,3512942,,,S,66000,100,6409591,28232,
600000.SH,600000,20240102,111621020,3513858,,,S,66000,100,6411484,28232,
600000.SH,600000,20240102,111621800,3514008,,,B,66100,600,6389455,6411863,
600000.SH,600000,20240102,111622200,3514063,,,S,66000,500,6412024,28232,
600000.SH,600000,20240102,111622200,3514064,,,S,66000,2000,6412024,31290,
600000.SH,600000,20240102,111622200,3514065,,,S,66000,700,6412024,38074,
600000.SH,600000,20240102,111622200,3514066,,,S,66000,200,6412024,38463,
600000.SH,600000,20240102,111622200,3514067,,,S,66000,300,6412024,46115,
600000.SH,600000,20240102,111622200,3514068,,,S,66000,200,6412024,47389,
600000.SH,600000,20240102,111624070,3514479,,,B,66100,4200,6389455,6412776,
600000.SH,600000,20240102,111624910,3514640,,,S,66000,300,6413120,47389,
600000.SH,600000,20240102,111625080,3514686,,,S,66000,100,6413194,47389,
600000.SH,600000,20240102,111636800,3517470,,,S,66000,100,6418494,47389,
600000.SH,600000,20240102,111645840,3519409,,,B,66100,1900,6389455,6422117,
600000.SH,600000,20240102,111655000,3521384,,,S,66000,300,6425961,47389,
600000.SH,600000,20240102,111655000,3521385,,,S,66000,100,6425961,78934,
600000.SH,600000,20240102,111655000,3521386,,,S,66000,200,6425961,94222,
600000.SH,600000,20240102,111700740,3522559,,,S,66000,800,6428324,94222,
600000.SH,600000,20240102,111700740,3522560,,,S,66000,1000,6428324,98882,
600000.SH,600000,20240102,111707240,3524514,,,S,66000,500,6431919,98882,
600000.SH,600000,20240102,111707240,3524515,,,S,66000,100,6431919,100279,
600000.SH,600000,20240102,111711850,3525898,,,S,66000,1900,6434340,100279,
600000.SH,600000,20240102,111718800,3527808,,,S,66000,200,6437839,100279,
600000.SH,600000,20240102,111719860,3528073,,,B,66100,1600,6389455,6438278,
600000.SH,600000,20240102,111722020,3528681,,,S,66000,100,6439369,100279,
600000.SH,600000,20240102,111722420,3528851,,,S,66000,100,6439601,100279,
600000.SH,600000,20240102,111726800,3530046,,,B,66100,1000,6389455,6441832,
600000.SH,600000,20240102,111732220,3531307,,,S,66000,200,6444347,100279,
600000.SH,600000,20240102,111741850,3533487,,,S,66000,1600,6448584,100279,
600000.SH,600000,20240102,111742300,3533547,,,S,66000,1100,6448751,100279,
600000.SH,600000,20240102,111742300,3533548,,,S,66000,2000,6448751,108117,
600000.SH,600000,20240102,111742300,3533549,,,S,66000,200,6448751,115036,
600000.SH,600000,20240102,111747610,3534642,,,B,66100,500,6389455,6450831,
600000.SH,600000,20240102,111753910,3536143,,,B,66100,4400,6389455,6453484,
600000.SH,600000,20240102,111757390,3536800,,,B,66100,500,6389455,6455106,
600000.SH,600000,20240102,111758510,3537077,,,S,66000,100,6455631,115036,
600000.SH,600000,20240102,111759180,3537227,,,B,66100,10000,6389455,6455862,
600000.SH,600000,20240102,111800740,3537582,,,S,66000,1800,6456562,115036,
600000.SH,600000,20240102,111800800,3537590,,,B,66100,400,6389455,6456583,
600000.SH,600000,20240102,111800800,3537591,,,B,66100,200,6389455,6456588,
600000.SH,600000,20240102,111804520,3538731,,,S,66000,2900,6458610,115036,
600000.SH,600000,20240102,111804520,3538732,,,S,66000,200,6458610,145566,
600000.SH,600000,20240102,111804520,3538733,,,S,66000,5000,6458610,153715,
600000.SH,600000,20240102,111804520,3538734,,,S,66000,1000,6458610,159960,
600000.SH,600000,20240102,111804520,3538735,,,S,66000,200,6458610,163565,
600000.SH,600000,20240102,111804520,3538736,,,S,66000,700,6458610,164507,
600000.SH,600000,20240102,111804690,3538764,,,B,66100,200,6389455,6458692,
600000.SH,600000,20240102,111804960,3538827,,,S,66000,200,6458805,164507,
600000.SH,600000,20240102,111805630,3539051,,,B,66100,500,6389455,6459111,
600000.SH,600000,20240102,111805780,3539068,,,B,66100,2800,6389455,6459174,
600000.SH,600000,20240102,111809990,3540158,,,S,66000,100,6461096,164507,
600000.SH,600000,20240102,111809990,3540159,,,S,66000,500,6461096,168661,
600000.SH,600000,20240102,111811850,3540623,,,S,66000,1600,6462001,168661,
600000.SH,600000,20240102,111815830,3541637,,,B,66100,300,6389455,6463879,
600000.SH,600000,20240102,111816840,3541982,,,B,66100,200,6389455,6464482,
600000.SH,600000,20240102,111817800,3542177,,,B,66100,100,6389455,6464951,
600000.SH,600000,20240102,111819540,3542589,,,B,66100,100,6389455,6465887,
600000.SH,600000,20240102,111821250,3542974,,,S,66000,100,6466627,168661,
600000.SH,600000,20240102,111821840,3543188,,,S,66000,3900,6466861,168661,
600000.SH,600000,20240102,111827300,3544639,,,B,66100,300,6389455,6469377,
600000.SH,600000,20240102,111829160,3545238,,,B,66100,4100,6389455,6470345,
600000.SH,600000,20240102,111833790,3546482,,,B,66100,400,6389455,6472490,
600000.SH,600000,20240102,111833830,3546491,,,B,66100,700,6389455,6472506,
600000.SH,600000,20240102,111842040,3548363,,,B,66100,1200,6389455,6476315,
600000.SH,600000,20240102,111846810,3549692,,,B,66100,600,6389455,6478660,
600000.SH,600000,20240102,111855200,3551541,,,B,66100,1600,6389455,6482027,
600000.SH,600000,20240102,111855330,3551549,,,B,66100,100,6389455,6482096,
600000.SH,600000,20240102,111856810,3551841,,,B,66100,3400,6389455,6482702,
600000.SH,600000,20240102,111857090,3551934,,,B,66100,1200,6389455,6482849,
600000.SH,600000,20240102,111857460,3552030,,,B,66100,100,6389455,6483037,
600000.SH,600000,20240102,111857460,3552033,,,B,66100,100,6389455,6483040,
600000.SH,600000,20240102,111857790,3552120,,,B,66100,400,6389455,6483194,
600000.SH,600000,20240102,111858300,3552214,,,B,66100,700,6389455,6483373,
600000.SH,600000,20240102,111858300,3552215,,,B,66100,800,6389455,6483374,
600000.SH,600000,20240102,111858320,3552217,,,B,66100,200,6389455,6483378,
600000.SH,600000,20240102,111858820,3552322,,,B,66100,800,6389455,6483563,
600000.SH,600000,20240102,111859190,3552386,,,B,66100,200,6389455,6483696,
600000.SH,600000,20240102,111859610,3552534,,,B,66100,1000,6389455,6483875,
600000.SH,600000,20240102,111900740,3552739,,,S,66000,1800,6484341,168661,
600000.SH,600000,20240102,111900820,3552760,,,B,66100,200,6389455,6484378,
600000.SH,600000,20240102,111900820,3552761,,,B,66100,100,6389455,6484380,
600000.SH,600000,20240102,111901140,3552848,,,B,66100,300,6389455,6484540,
600000.SH,600000,20240102,111901310,3552903,,,B,66100,100,6389455,6484634,
600000.SH,600000,20240102,111901310,3552904,,,B,66100,200,6389455,6484636,
600000.SH,600000,20240102,111902530,3553168,,,B,66100,10000,6389455,6485156,
600000.SH,600000,20240102,111903250,3553376,,,B,66100,200,6389455,6485514,
600000.SH,600000,20240102,111903820,3553511,,,B,66100,400,6389455,6485754,
600000.SH,600000,20240102,111903820,3553512,,,B,66100,1200,6389455,6485755,
600000.SH,600000,20240102,111903820,3553526,,,B,66100,700,6389455,6485760,
600000.SH,600000,20240102,111904120,3553622,,,B,66100,1900,6389455,6485975,
600000.SH,600000,20240102,111911840,3555426,,,S,66000,3000,6489620,168661,
600000.SH,600000,20240102,111920040,3557532,,,S,66000,100,6493530,168661,
600000.SH,600000,20240102,111920850,3557756,,,S,66000,100,6493929,168661,
600000.SH,600000,20240102,111923940,3558694,,,B,66100,800,6389455,6495652,
600000.SH,600000,20240102,111925090,3559221,,,S,66000,600,6496419,168661,
600000.SH,600000,20240102,111927230,3559838,,,S,66000,100,6497664,168661,
600000.SH,600000,20240102,111927480,3559903,,,S,66000,400,6497803,168661,
600000.SH,600000,20240102,111929790,3560609,,,S,66000,600,6499092,168661,
600000.SH,600000,20240102,111930460,3560859,,,B,66100,100,6389455,6499421,
600000.SH,600000,20240102,111934470,3562058,,,B,66100,4300,6389455,6501502,
600000.SH,600000,20240102,111950400,3565945,,,B,66100,500,6389455,6509017,
600000.SH,600000,20240102,111950880,3566054,,,S,66000,2000,6509240,168661,
600000.SH,600000,20240102,111951060,3566086,,,S,66000,100,6509299,168661,
600000.SH,600000,20240102,111954790,3566810,,,B,66100,100,6389455,6510808,
600000.SH,600000,20240102,112000090,3567805,,,S,66000,100,6512812,168661,
600000.SH,600000,20240102,112000750,3568142,,,S,66000,1700,6513105,168661,
600000.SH,600000,20240102,112001950,3568574,,,S,66000,800,6513760,168661,
600000.SH,600000,20240102,112011840,3571209,,,S,66000,2900,6518738,168661,
600000.SH,600000,20240102,112018150,3573007,,,S,66000,4000,6521983,168661,
600000.SH,600000,20240102,112018760,3573137,,,B,66100,4000,6389455,6522319,
600000.SH,600000,20240102,112033130,3577023,,,S,66000,2100,6529175,168661,
600000.SH,600000,20240102,112034190,3577257,,,S,66000,500,6529696,168661,
600000.SH,600000,20240102,112039320,3578445,,,B,66100,4500,6389455,6531864,
600000.SH,600000,20240102,112041840,3579335,,,S,66000,1700,6533102,168661,
600000.SH,600000,20240102,112050790,3581598,,,S,66000,100,6537212,168661,
600000.SH,600000,20240102,112053000,3582077,,,B,66100,500,6389455,6538082,
600000.SH,600000,20240102,112100770,3583929,,,S,66000,2000,6541433,168661,
600000.SH,600000,20240102,112102850,3584664,,,S,66000,3200,6542569,168661,
600000.SH,600000,20240102,112104680,3585208,,,S,66000,400,6543648,168661,
600000.SH,600000,20240102,112106820,3586243,,,S,66000,100,6544932,168661,
600000.SH,600000,20240102,112111850,3587534,,,S,66000,1700,6547252,168661,
600000.SH,600000,20240102,112112480,3587684,,,S,66000,3500,6547555,168661,
600000.SH,600000,20240102,112114750,3588154,,,B,66100,400,6389455,6548466,
600000.SH,600000,20240102,112116180,3588720,,,S,66000,100,6549413,168661,
600000.SH,600000,20240102,112124510,3590913,,,B,66100,200,6389455,6553161,
600000.SH,600000,20240102,112125310,3591159,,,S,66000,100,6553545,168661,
600000.SH,600000,20240102,112136950,3594223,,,S,66000,4000,6559016,168661,
600000.SH,600000,20240102,112138980,3594756,,,S,66000,1000,6560024,168661,
600000.SH,600000,20240102,112144620,3596888,,,B,66100,3900,6389455,6563573,
600000.SH,600000,20240102,112147070,3597967,,,S,66000,1000,6565062,168661,
600000.SH,600000,20240102,112149320,3598831,,,B,66100,800,6389455,6566554,
600000.SH,600000,20240102,112150330,3599133,,,S,66000,200,6567085,168661,
600000.SH,600000,20240102,112150470,3599181,,,S,66000,300,6567169,168661,
600000.SH,600000,20240102,112150840,3599281,,,S,66000,100,6567333,168661,
600000.SH,600000,20240102,112156580,3601241,,,B,66100,10500,6389455,6570769,
600000.SH,600000,20240102,112158980,3601858,,,S,66000,500,6571935,168661,
600000.SH,600000,20240102,112200740,3602344,,,S,66000,1800,6572926,168661,
600000.SH,600000,20240102,112201280,3602482,,,S,66000,600,6573158,168661,
600000.SH,600000,20240102,112205470,3603735,,,S,66000,1400,6575487,168661,
600000.SH,600000,20240102,112206190,3604012,,,S,66000,3900,6575920,168661,
600000.SH,600000,20240102,112207470,3604285,,,B,66100,800,6389455,6576537,
600000.SH,600000,20240102,112211620,3605228,,,B,66100,400,6389455,6578447,
600000.SH,600000,20240102,112211850,3605287,,,S,66000,3100,6578560,168661,
600000.SH,600000,20240102,112215450,3606023,,,S,66000,3900,6580074,168661,
600000.SH,600000,20240102,112217970,3606554,,,S,66000,500,6581080,168661,
600000.SH,600000,20240102,112233810,3611215,,,S,66000,300,6589934,168661,
600000.SH,600000,20240102,112233840,3611233,,,S,66000,200,6589963,168661,
600000.SH,600000,20240102,112233840,3611234,,,S,66000,200,6589964,168661,
600000.SH,600000,20240102,112234540,3611576,,,S,66000,3800,6590500,168661,
600000.SH,600000,20240102,112234700,3611634,,,S,66000,200,6590586,168661,
600000.SH,600000,20240102,112236820,3612258,,,S,66000,100,6591712,168661,
600000.SH,600000,20240102,112236820,3612259,,,S,66000,200,6591713,168661,
600000.SH,600000,20240102,112239570,3612742,,,B,66100,4500,6389455,6592883,
600000.SH,600000,20240102,112239840,3612802,,,S,66000,100,6592995,168661,
600000.SH,600000,20240102,112241850,3613305,,,S,66000,1900,6594046,168661,
600000.SH,600000,20240102,112243360,3613741,,,S,66000,500,6594761,168661,
600000.SH,600000,20240102,112247570,3614718,,,B,66100,1000,6389455,6596566,
600000.SH,600000,20240102,112250240,3615362,,,B,66100,1000,6389455,6597783,
600000.SH,600000,20240102,112251130,3615559,,,S,66000,100,6598152,168661,
600000.SH,600000,20240102,112300750,3617707,,,S,66000,2000,6602175,168661,
600000.SH,600000,20240102,112301960,3617943,,,B,66100,200,6389455,6602761,
600000.SH,600000,20240102,112305630,3619038,,,B,66100,100,6389455,6604807,
600000.SH,600000,20240102,112311830,3620630,,,S,66000,1800,6607564,168661,
600000.SH,600000,20240102,112312860,3620942,,,B,66100,100,6389455,6607982,
600000.SH,600000,20240102,112314630,3621267,,,B,66100,2400,6389455,6608710,
600000.SH,600000,20240102,112315790,3621538,,,S,66000,500,6609226,168661,
600000.SH,600000,20240102,112315810,3621550,,,B,66100,500,6389455,6609235,
600000.SH,600000,20240102,112316180,3621667,,,S,66000,200,6609426,168661,
600000.SH,600000,20240102,112319780,3622257,,,B,66100,400,6389455,6610838,
600000.SH,600000,20240102,112319780,3622258,,,B,66100,100,6389455,6610840,
600000.SH,600000,20240102,112320200,3622324,,,S,66000,100,6611028,168661,
600000.SH,600000,20240102,112324530,3623460,,,B,66100,100,6389455,6612765,
600000.SH,600000,20240102,112330710,3625046,,,S,66000,400,6615348,168661,
600000.SH,600000,20240102,112341840,3627538,,,S,66000,1700,6620092,168661,
600000.SH,600000,20240102,112344030,3628031,,,B,66100,2400,6389455,6621110,
600000.SH,600000,20240102,112350830,3629482,,,S,66000,100,6623792,168661,
600000.SH,600000,20240102,112400740,3631508,,,S,66000,1700,6627759,168661,
600000.SH,600000,20240102,112400790,3631530,,,B,66100,400,6389455,6627791,
600000.SH,600000,20240102,112411850,3634197,,,S,66000,1600,6632838,168661,
600000.SH,600000,20240102,112419450,3635763,,,S,66000,400,6635772,168661,
600000.SH,600000,20240102,112419650,3635780,,,S,66000,200,6635838,168661,
600000.SH,600000,20240102,112419650,3635781,,,S,66000,100,6635839,168661,
600000.SH,600000,20240102,112421090,3636060,,,S,66000,1100,6636442,168661,
600000.SH,600000,20240102,112421150,3636073,,,S,66000,100,6636457,168661,
600000.SH,600000,20240102,112421770,3636210,,,S,66000,300,6636724,168661,
600000.SH,600000,20240102,112422820,3636408,,,S,66000,100,6637102,168661,
600000.SH,600000,20240102,112426590,3637076,,,S,66000,600,6638422,168661,
600000.SH,600000,20240102,112429080,3637559,,,S,66000,100,6639307,168661,
600000.SH,600000,20240102,112432170,3638211,,,S,66000,200,6640608,168661,
600000.SH,600000,20240102,112432170,3638212,,,S,66000,300,6640609,168661,
600000.SH,600000,20240102,112432540,3638283,,,S,66000,700,6640744,168661,
600000.SH,600000,20240102,112433110,3638373,,,S,66000,1000,6640943,168661,
600000.SH,600000,20240102,112433220,3638385,,,S,66000,800,6640977,168661,
600000.SH,600000,20240102,112433220,3638386,,,S,66000,1400,6640982,168661,
600000.SH,600000,20240102,112433220,3638387,,,S,66000,1500,6640983,168661,
600000.SH,600000,20240102,112433530,3638443,,,S,66000,1100,6641094,168661,
600000.SH,600000,20240102,112434310,3638528,,,S,66000,1800,6641335,168661,
600000.SH,600000,20240102,112439480,3639723,,,S,66000,5000,6643329,168661,
600000.SH,600000,20240102,112440110,3639867,,,S,66000,1200,6643600,168661,
600000.SH,600000,20240102,112445790,3641099,,,B,66100,800,6389455,6645914,
600000.SH,600000,20240102,112446320,3641178,,,S,66000,200,6646149,168661,
600000.SH,600000,20240102,112450910,3642269,,,S,66000,100,6648209,168661,
600000.SH,600000,20240102,112500750,3644089,,,S,66000,2300,6651962,168661,
600000.SH,600000,20240102,112502420,3644602,,,S,66000,600,6652792,168661,
600000.SH,600000,20240102,112511850,3647563,,,S,66000,3200,6657923,168661,
600000.SH,600000,20240102,112512030,3647604,,,S,66000,6900,6658004,168661,
600000.SH,600000,20240102,112513180,3648087,,,S,66000,2500,6658635,168661,
600000.SH,600000,20240102,112513250,3648109,,,S,66000,400,6658689,168661,
600000.SH,600000,20240102,112514070,3648279,,,S,66000,100,6659065,168661,
600000.SH,600000,20240102,112516180,3648701,,,S,66000,1200,6659965,168661,
600000.SH,600000,20240102,112517800,3648993,,,S,66000,300,6660588,168661,
600000.SH,600000,20240102,112519070,3649226,,,S,66000,1200,6661153,168661,
600000.SH,600000,20240102,112519070,3649227,,,S,66000,1400,6661154,168661,
600000.SH,600000,20240102,112520350,3649532,,,S,66000,700,6661684,168661,
600000.SH,600000,20240102,112521830,3649857,,,S,66000,1300,6662282,168661,
600000.SH,600000,20240102,112522300,3650003,,,S,66000,300,6662527,168661,
600000.SH,600000,20240102,112525430,3650504,,,S,66000,1300,6663779,168661,
600000.SH,600000,20240102,112526550,3650744,,,S,66000,300,6664232,168661,
600000.SH,600000,20240102,112530750,3651630,,,S,66000,800,6665918,168661,
600000.SH,600000,20240102,112531520,3651756,,,S,66000,100,6666164,168661,
600000.SH,600000,20240102,112538490,3653346,,,B,66100,1000,6389455,6668827,
600000.SH,600000,20240102,112539490,3653494,,,B,66100,1200,6389455,6669222,
600000.SH,600000,20240102,112539820,3653555,,,B,66100,100,6389455,6669401,
600000.SH,600000,20240102,112541540,3653900,,,B,66100,700,6389455,6670042,
600000.SH,600000,20240102,112541850,3653998,,,S,66000,1800,6670218,168661,
600000.SH,600000,20240102,112541900,3654033,,,B,66100,800,6389455,6670244,
600000.SH,600000,20240102,112545780,3655020,,,B,66100,700,6389455,6672223,
600000.SH,600000,20240102,112546760,3655306,,,B,66100,1200,6389455,6672687,
600000.SH,600000,20240102,112547970,3655575,,,B,66100,900,6389455,6673182,
600000.SH,600000,20240102,112553690,3656709,,,S,66000,100,6675551,168661,
600000.SH,600000,20240102,112556830,3657349,,,S,66000,600,6676714,168661,
600000.SH,600000,20240102,112611840,3661373,,,S,66000,2000,6683358,168661,
600000.SH,600000,20240102,112623490,3663944,,,B,66100,600,6389455,6687822,
600000.SH,600000,20240102,112623490,3663945,,,B,66100,700,6389455,6687824,
600000.SH,600000,20240102,112623770,3664000,,,B,66100,1200,6389455,6687952,
600000.SH,600000,20240102,112627640,3664906,,,B,66100,600,6389455,6689550,
600000.SH,600000,20240102,112630740,3665587,,,S,66000,2400,6690835,168661,
600000.SH,600000,20240102,112641850,3668096,,,S,66000,2200,6695312,168661,
600000.SH,600000,20240102,112644500,3668668,,,S,66000,1200,6696530,168661,
600000.SH,600000,20240102,112644930,3668875,,,S,66000,2100,6696726,168661,
600000.SH,600000,20240102,112645940,3669173,,,B,66100,100,6389455,6697127,
600000.SH,600000,20240102,112700580,3672175,,,B,66100,5000,6389455,6702879,
600000.SH,600000,20240102,112700860,3672345,,,S,66000,800,6703154,168661,
600000.SH,600000,20240102,112703800,3673311,,,B,66100,1600,6389455,6704855,
600000.SH,600000,20240102,112703870,3673316,,,B,66100,200,6389455,6704875,
600000.SH,600000,20240102,112703870,3673317,,,B,66100,1300,6389455,6704876,
600000.SH,600000,20240102,112711840,3675353,,,S,66000,700,6708780,168661,
600000.SH,600000,20240102,112713090,3675650,,,B,66100,400,6389455,6709296,
600000.SH,600000,20240102,112721130,3677305,,,S,66000,100,6712467,168661,
600000.SH,600000,20240102,112722890,3677702,,,S,66000,600,6713150,168661,
600000.SH,600000,20240102,112723850,3677890,,,S,66000,200,6713582,168661,
600000.SH,600000,20240102,112728280,3678794,,,S,66000,2300,6715190,168661,
600000.SH,600000,20240102,112728450,3678823,,,B,66100,100,6389455,6715265,
600000.SH,600000,20240102,112730840,3679241,,,S,66000,100,6716176,168661,
600000.SH,600000,20240102,112730900,3679247,,,B,66100,1000,6389455,6716192,
600000.SH,600000,20240102,112732220,3679483,,,B,66100,200,6389455,6716714,
600000.SH,600000,20240102,112738080,3680787,,,S,66000,100,6718989,168661,
600000.SH,600000,20240102,112741850,3681834,,,S,66000,2600,6720826,168661,
600000.SH,600000,20240102,112756470,3684637,,,B,66100,3800,6389455,6726005,
600000.SH,600000,20240102,112756770,3684707,,,S,66000,100,6726138,168661,
600000.SH,600000,20240102,112756970,3684722,,,B,66100,200,6389455,6726194,
600000.SH,600000,20240102,112801260,3685662,,,S,66000,400,6727748,168661,
600000.SH,600000,20240102,112806810,3687064,,,B,66100,200,6389455,6730430,
600000.SH,600000,20240102,112808090,3687372,,,B,66100,400,6389455,6730909,
600000.SH,600000,20240102,112808940,3687699,,,S,66000,1,6731339,168661,
600000.SH,600000,20240102,112809540,3687818,,,B,66100,300,6389455,6731581,
600000.SH,600000,20240102,112811180,3688129,,,B,66100,300,6389455,6732126,
600000.SH,600000,20240102,112811240,3688139,,,B,66100,200,6389455,6732161,
600000.SH,600000,20240102,112811810,3688242,,,B,66100,100,6389455,6732403,
600000.SH,600000,20240102,112811810,3688243,,,B,66100,600,6389455,6732405,
600000.SH,600000,20240102,112811810,3688244,,,B,66100,1500,6389455,6732406,
600000.SH,600000,20240102,112811810,3688245,,,B,66100,1300,6389455,6732407,
600000.SH,600000,20240102,112811840,3688251,,,S,66000,500,6732422,168661,
600000.SH,600000,20240102,112811940,3688274,,,B,66100,400,6389455,6732449,
600000.SH,600000,20240102,112811940,3688277,,,B,66100,200,6389455,6732453,
