万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数,
600000.SH,600000,20250102,91402000,0,,,0,0,,,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
600000.SH,600000,20250102,91402000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
600000.SH,600000,20250102,91502000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,103000,0,0,0,0,0,0,0,0,0,800,1200,0,0,0,0,0,0,0,0,103000,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,110360,97730,295688,47700,0,0,0,0,0,
600000.SH,600000,20250102,91505000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,2600,5700,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,109570,98440,546344,130800,0,0,0,0,0,
600000.SH,600000,20250102,91508000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102800,0,0,0,0,0,0,0,0,0,14500,900,0,0,0,0,0,0,0,0,102800,0,0,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,0,0,0,108140,99540,930674,262400,0,0,0,0,0,
600000.SH,600000,20250102,91511000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,17700,16330,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,17700,0,0,0,0,0,0,0,0,0,108060,100080,1153434,382300,0,0,0,0,0,
600000.SH,600000,20250102,91514000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,18800,16930,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,18800,0,0,0,0,0,0,0,0,0,108860,99900,1621269,459800,0,0,0,0,0,
600000.SH,600000,20250102,91517000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,19700,16530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,19700,0,0,0,0,0,0,0,0,0,108900,99810,1672669,488800,0,0,0,0,0,
600000.SH,600000,20250102,91520000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,19700,16530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,19700,0,0,0,0,0,0,0,0,0,108900,99810,1672669,488900,0,0,0,0,0,
600000.SH,600000,20250102,91523000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,19700,16530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,19700,0,0,0,0,0,0,0,0,0,108900,99810,1673169,489800,0,0,0,0,0,
600000.SH,600000,20250102,91526000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,21600,14630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,0,0,108900,99820,1674169,491800,0,0,0,0,0,
600000.SH,600000,20250102,91532000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,21600,14630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,0,0,108900,99820,1675169,491800,0,0,0,0,0,
600000.SH,600000,20250102,91535000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,21600,14630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,0,0,108900,99740,1675169,497200,0,0,0,0,0,
600000.SH,600000,20250102,91538000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,21600,14630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,0,0,108900,99740,1675169,497500,0,0,0,0,0,
600000.SH,600000,20250102,91541000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,19700,16530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,19700,0,0,0,0,0,0,0,0,0,108900,99540,1676269,509100,0,0,0,0,0,
600000.SH,600000,20250102,91544000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,19700,16530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,19700,0,0,0,0,0,0,0,0,0,108910,99530,1677669,510000,0,0,0,0,0,
600000.SH,600000,20250102,91547000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,20700,15530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,20700,0,0,0,0,0,0,0,0,0,108910,99570,1678269,508000,0,0,0,0,0,
600000.SH,600000,20250102,91550000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,20700,15530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,20700,0,0,0,0,0,0,0,0,0,108910,99570,1678469,508200,0,0,0,0,0,
600000.SH,600000,20250102,91553000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,20700,15530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,20700,0,0,0,0,0,0,0,0,0,108910,99680,1678469,500100,0,0,0,0,0,
600000.SH,600000,20250102,91556000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,20700,15530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,20700,0,0,0,0,0,0,0,0,0,108910,99860,1678569,486800,0,0,0,0,0,
600000.SH,600000,20250102,91559000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,20700,15530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,20700,0,0,0,0,0,0,0,0,0,108910,99920,1678569,484700,0,0,0,0,0,
600000.SH,600000,20250102,91602000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,20700,15530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,20700,0,0,0,0,0,0,0,0,0,108910,99900,1678569,485500,0,0,0,0,0,
600000.SH,600000,20250102,91605000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,20700,15530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,20700,0,0,0,0,0,0,0,0,0,108910,99900,1680569,485500,0,0,0,0,0,
600000.SH,600000,20250102,91608000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,20700,15530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,20700,0,0,0,0,0,0,0,0,0,108910,99890,1680569,486700,0,0,0,0,0,
600000.SH,600000,20250102,91611000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,22700,13530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,22700,0,0,0,0,0,0,0,0,0,108910,99890,1680569,489400,0,0,0,0,0,
600000.SH,600000,20250102,91614000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,22700,13530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,22700,0,0,0,0,0,0,0,0,0,108910,99890,1680569,489900,0,0,0,0,0,
600000.SH,600000,20250102,91617000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,22700,13530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,22700,0,0,0,0,0,0,0,0,0,108910,100130,1681569,473900,0,0,0,0,0,
600000.SH,600000,20250102,91620000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,22700,13530,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,22700,0,0,0,0,0,0,0,0,0,108920,100150,1678569,473000,0,0,0,0,0,
600000.SH,600000,20250102,91623000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108920,100150,1679569,473900,0,0,0,0,0,
600000.SH,600000,20250102,91626000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108920,100160,1679569,473700,0,0,0,0,0,
600000.SH,600000,20250102,91629000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108920,100150,1679669,473800,0,0,0,0,0,
600000.SH,600000,20250102,91632000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108910,100160,1679669,473600,0,0,0,0,0,
600000.SH,600000,20250102,91635000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108910,100150,1679669,473800,0,0,0,0,0,
600000.SH,600000,20250102,91638000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108910,100150,1679669,479700,0,0,0,0,0,
600000.SH,600000,20250102,91641000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108910,100150,1679669,479700,0,0,0,0,0,
600000.SH,600000,20250102,91644000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108990,100150,1709669,479600,0,0,0,0,0,
600000.SH,600000,20250102,91647000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108990,100150,1710669,479800,0,0,0,0,0,
600000.SH,600000,20250102,91650000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108990,100150,1712869,479800,0,0,0,0,0,
600000.SH,600000,20250102,91653000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108990,100150,1713369,479700,0,0,0,0,0,
600000.SH,600000,20250102,91656000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108990,100150,1716469,479700,0,0,0,0,0,
600000.SH,600000,20250102,91659000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108990,100270,1716469,504700,0,0,0,0,0,
600000.SH,600000,20250102,91702000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108870,100270,1766669,504700,0,0,0,0,0,
600000.SH,600000,20250102,91708000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108870,100280,1766669,506200,0,0,0,0,0,
600000.SH,600000,20250102,91711000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23600,12630,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,0,0,0,0,108870,100370,1766869,531200,0,0,0,0,0,
600000.SH,600000,20250102,91714000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23800,12430,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23800,0,0,0,0,0,0,0,0,0,108860,100370,1767869,531400,0,0,0,0,0,
600000.SH,600000,20250102,91717000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23800,12430,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23800,0,0,0,0,0,0,0,0,0,108870,100370,1767969,531400,0,0,0,0,0,
600000.SH,600000,20250102,91720000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23800,12430,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23800,0,0,0,0,0,0,0,0,0,108870,100570,1767969,606400,0,0,0,0,0,
600000.SH,600000,20250102,91723000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23800,12430,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23800,0,0,0,0,0,0,0,0,0,108860,100570,1768969,606400,0,0,0,0,0,
600000.SH,600000,20250102,91726000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23800,13430,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23800,0,0,0,0,0,0,0,0,0,108860,100570,1769969,606400,0,0,0,0,0,
600000.SH,600000,20250102,91729000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23800,13430,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23800,0,0,0,0,0,0,0,0,0,108860,100590,1770269,611400,0,0,0,0,0,
600000.SH,600000,20250102,91735000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23800,13430,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23800,0,0,0,0,0,0,0,0,0,108860,100630,1770269,636600,0,0,0,0,0,
600000.SH,600000,20250102,91738000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,23800,13430,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,23800,0,0,0,0,0,0,0,0,0,108860,100620,1770769,637400,0,0,0,0,0,
600000.SH,600000,20250102,91741000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,35800,1430,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,35800,0,0,0,0,0,0,0,0,0,108860,100670,1770769,649400,0,0,0,0,0,
600000.SH,600000,20250102,91744000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,35800,1430,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,35800,0,0,0,0,0,0,0,0,0,108860,100740,1770769,698300,0,0,0,0,0,
600000.SH,600000,20250102,91747000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37230,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37230,5170,0,0,0,0,0,0,0,0,108860,100850,1770769,705700,0,0,0,0,0,
600000.SH,600000,20250102,91750000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37230,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37230,5170,0,0,0,0,0,0,0,0,108840,100850,1775369,705700,0,0,0,0,0,
600000.SH,600000,20250102,91802000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,4870,0,0,0,0,0,0,0,0,108840,100850,1776869,705900,0,0,0,0,0,
600000.SH,600000,20250102,91805000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,4870,0,0,0,0,0,0,0,0,108850,100860,1782831,704900,0,0,0,0,0,
600000.SH,600000,20250102,91808000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,4870,0,0,0,0,0,0,0,0,108850,100860,1783331,704900,0,0,0,0,0,
600000.SH,600000,20250102,91817000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,4870,0,0,0,0,0,0,0,0,108870,100860,1823331,704900,0,0,0,0,0,
600000.SH,600000,20250102,91823000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,7870,0,0,0,0,0,0,0,0,108870,100870,1823331,707900,0,0,0,0,0,
600000.SH,600000,20250102,91826000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,7870,0,0,0,0,0,0,0,0,108860,100870,1828831,709300,0,0,0,0,0,
600000.SH,600000,20250102,91829000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,7870,0,0,0,0,0,0,0,0,108860,100870,1828831,712800,0,0,0,0,0,
600000.SH,600000,20250102,91832000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,7870,0,0,0,0,0,0,0,0,108860,100860,1829531,714800,0,0,0,0,0,
600000.SH,600000,20250102,91835000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,7870,0,0,0,0,0,0,0,0,108860,100860,1829531,716300,0,0,0,0,0,
600000.SH,600000,20250102,91841000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,7870,0,0,0,0,0,0,0,0,108860,100870,1829531,721300,0,0,0,0,0,
600000.SH,600000,20250102,91844000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,17870,0,0,0,0,0,0,0,0,108860,100900,1829531,731200,0,0,0,0,0,
600000.SH,600000,20250102,91847000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37530,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37530,17870,0,0,0,0,0,0,0,0,108840,100900,1839531,731200,0,0,0,0,0,
600000.SH,600000,20250102,91859000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37830,17570,0,0,0,0,0,0,0,0,108840,100900,1839831,731200,0,0,0,0,0,
600000.SH,600000,20250102,91902000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37830,17570,0,0,0,0,0,0,0,0,108840,100900,1840031,731200,0,0,0,0,0,
600000.SH,600000,20250102,91908000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37830,17570,0,0,0,0,0,0,0,0,108840,100900,1840031,733200,0,0,0,0,0,
600000.SH,600000,20250102,91914000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37830,17570,0,0,0,0,0,0,0,0,108860,100900,1848031,733200,0,0,0,0,0,
600000.SH,600000,20250102,91917000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37830,17570,0,0,0,0,0,0,0,0,108850,100900,1850831,733200,0,0,0,0,0,
600000.SH,600000,20250102,91920000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37830,27570,0,0,0,0,0,0,0,0,108850,100930,1851631,743200,0,0,0,0,0,
600000.SH,600000,20250102,91923000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,37830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,37830,27570,0,0,0,0,0,0,0,0,108710,100930,1924031,743200,0,0,0,0,0,
600000.SH,600000,20250102,91926000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,47830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,47830,17570,0,0,0,0,0,0,0,0,108680,100930,1934031,743200,0,0,0,0,0,
600000.SH,600000,20250102,91929000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,47830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,47830,17570,0,0,0,0,0,0,0,0,108680,100930,1934031,745200,0,0,0,0,0,
600000.SH,600000,20250102,91932000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,47830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,47830,17570,0,0,0,0,0,0,0,0,108680,100930,1934631,745200,0,0,0,0,0,
600000.SH,600000,20250102,91938000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,47830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,47830,17570,0,0,0,0,0,0,0,0,108680,100930,1936631,745200,0,0,0,0,0,
600000.SH,600000,20250102,91941000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,47830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,47830,17570,0,0,0,0,0,0,0,0,108680,100930,1936631,755200,0,0,0,0,0,
600000.SH,600000,20250102,91947000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,47830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,47830,17570,0,0,0,0,0,0,0,0,108680,100930,1942531,755200,0,0,0,0,0,
600000.SH,600000,20250102,91953000,0,0.0,0.0,0,0,,,0,0,0,0,0,102900,102900,0,0,0,0,0,0,0,0,0,47830,0,0,0,0,0,0,0,0,0,102900,0,0,0,0,0,0,0,0,0,47830,22970,0,0,0,0,0,0,0,0,108680,100950,1942531,765600,0,0,0,0,0,
