万得代码,交易所代码,自然日,时间,委托编号,交易所委托号,委托类型,委托代码,委托价格,委托数量,
300446.SZ,300446,20171229,145625310,2436,7214399,0,S,221100,1500,
300446.SZ,300446,20171229,145627640,2437,7216973,0,S,221100,2000,
300446.SZ,300446,20171229,145629640,2438,7219045,0,S,221300,1000,
300446.SZ,300446,20171229,145631750,2439,7221418,0,S,221800,400,
300446.SZ,300446,20171229,145638940,2440,7229302,0,S,221300,1000,
300446.SZ,300446,20171229,145643230,2441,7233803,0,S,220500,1000,
300446.SZ,300446,20171229,145643340,2442,7233917,0,S,221100,100,
300446.SZ,300446,20171229,145644200,2443,7234765,1,B,236400,1100,
300446.SZ,300446,20171229,145647980,2444,7238709,0,S,221200,1000,
300446.SZ,300446,20171229,145648980,2445,7239955,0,B,221100,1000,
300446.SZ,300446,20171229,145649850,2446,7240777,0,B,221800,200,
300446.SZ,300446,20171229,145650110,2447,7241126,0,S,221100,200,
300446.SZ,300446,20171229,145657470,2448,7248989,0,S,221500,1000,
300446.SZ,300446,20171229,145657700,2449,7249268,0,S,221200,200,
300446.SZ,300446,20171229,145701980,2450,7252650,0,B,221100,1000,
300446.SZ,300446,20171229,145706470,2451,7254636,0,S,221500,1500,
300446.SZ,300446,20171229,145712980,2452,7257372,0,S,221500,1000,
300446.SZ,300446,20171229,145713770,2453,7257669,0,S,221200,400,
300446.SZ,300446,20171229,145715040,2454,7258153,0,S,221500,400,
300446.SZ,300446,20171229,145716310,2455,7258701,0,S,223700,700,
300446.SZ,300446,20171229,145726430,2456,7262866,0,S,221100,100,
300446.SZ,300446,20171229,145727670,2457,7263356,0,S,221500,400,
300446.SZ,300446,20171229,145729540,2458,7264150,0,B,221100,400,
300446.SZ,300446,20171229,145733740,2459,7265848,0,S,221100,1000,
300446.SZ,300446,20171229,145735790,2460,7266680,0,S,221100,100,
300446.SZ,300446,20171229,145739590,2461,7268154,0,S,221100,3900,
300446.SZ,300446,20171229,145739760,2462,7268209,0,S,220800,700,
300446.SZ,300446,20171229,145742700,2463,7269309,0,B,226000,500,
300446.SZ,300446,20171229,145754930,2464,7273552,0,S,221000,100,
300446.SZ,300446,20171229,145803210,2465,7276172,0,S,221100,1000,
300446.SZ,300446,20171229,145804520,2466,7276588,0,B,221300,1200,
300446.SZ,300446,20171229,145804750,2467,7276650,0,S,221000,300,
300446.SZ,300446,20171229,145805170,2468,7276764,0,S,221100,2400,
300446.SZ,300446,20171229,145806850,2469,7277303,0,S,221100,300,
300446.SZ,300446,20171229,145809630,2470,7278137,0,S,221300,500,
300446.SZ,300446,20171229,145813470,2471,7279250,0,S,221100,1000,
300446.SZ,300446,20171229,145815020,2472,7279699,0,S,221100,1000,
300446.SZ,300446,20171229,145815620,2473,7279886,0,B,221500,300,
300446.SZ,300446,20171229,145818180,2474,7280612,0,S,220000,100,
300446.SZ,300446,20171229,145818950,2475,7280819,0,S,221100,500,
300446.SZ,300446,20171229,145826960,2476,7283058,0,B,221900,5000,
300446.SZ,300446,20171229,145829330,2477,7283722,0,B,221100,2000,
300446.SZ,300446,20171229,145830470,2478,7284058,0,S,221000,500,
300446.SZ,300446,20171229,145834180,2479,7285125,0,B,220800,100,
300446.SZ,300446,20171229,145835820,2480,7285575,0,S,221100,1000,
300446.SZ,300446,20171229,145840880,2481,7286931,0,B,221300,800,
300446.SZ,300446,20171229,145841600,2482,7287147,0,B,221100,200,
300446.SZ,300446,20171229,145843640,2483,7287680,0,S,220500,500,
300446.SZ,300446,20171229,145844420,2484,7287882,0,S,221100,500,
300446.SZ,300446,20171229,145851810,2485,7289886,0,B,221100,500,
300446.SZ,300446,20171229,145906630,2486,7293605,0,S,229900,900,
300446.SZ,300446,20171229,145909690,2487,7294412,0,S,220900,2000,
300446.SZ,300446,20171229,145913470,2488,7295517,0,S,220600,5000,
300446.SZ,300446,20171229,145920630,2489,7297477,0,B,221800,200,
300446.SZ,300446,20171229,145922190,2490,7297902,0,S,221100,200,
300446.SZ,300446,20171229,145930290,2491,7300111,0,B,221300,1000,
300446.SZ,300446,20171229,145932050,2492,7300554,0,S,221000,500,
300446.SZ,300446,20171229,145946560,2493,7303929,0,B,221100,1200,
300446.SZ,300446,20171229,145951230,2494,7304930,0,S,221100,1000,
300446.SZ,300446,20171229,145951330,2495,7304954,0,B,221100,5300,
300446.SZ,300446,20171229,145951610,2496,7305015,0,S,221100,100,
300446.SZ,300446,20171229,145953980,2497,7305493,0,B,222000,30000,
300446.SZ,300446,20171229,145958870,2498,7306566,0,S,221100,200,
