万得代码,交易所代码,自然日,订单时间,买卖方向,成交价格,订单数量,明细个数,订单明细,
300446.SZ,300446,20171229,100851000,66,216100,1,1,600,
300446.SZ,300446,20171229,100909000,65,216400,1,1,600,
300446.SZ,300446,20171229,100909000,66,216100,1,1,600,
300446.SZ,300446,20171229,100915000,65,216100,1,1,1400,
300446.SZ,300446,20171229,100915000,66,215700,1,1,100,
300446.SZ,300446,20171229,100927000,65,216100,1,1,900,
300446.SZ,300446,20171229,100927000,66,215700,1,1,100,
300446.SZ,300446,20171229,100951000,65,215500,1,1,900,
300446.SZ,300446,20171229,100951000,66,215400,1,1,300,
300446.SZ,300446,20171229,101000000,65,215500,1,1,400,
300446.SZ,300446,20171229,101000000,66,215400,1,1,300,
300446.SZ,300446,20171229,101003000,65,216100,1,1,900,
300446.SZ,300446,20171229,101003000,66,215500,1,1,2200,
300446.SZ,300446,20171229,101006000,65,216400,1,1,600,
300446.SZ,300446,20171229,101006000,66,215500,1,1,2200,
300446.SZ,300446,20171229,101024000,65,216400,2,2,600,2800,
300446.SZ,300446,20171229,101024000,66,215500,1,1,1100,
300446.SZ,300446,20171229,101027000,65,216400,2,2,600,2800,
300446.SZ,300446,20171229,101027000,66,215600,1,1,2000,
300446.SZ,300446,20171229,101042000,65,216400,2,2,600,2800,
300446.SZ,300446,20171229,101042000,66,215600,1,1,1200,
300446.SZ,300446,20171229,101048000,65,216400,3,3,600,2800,2700,
300446.SZ,300446,20171229,101048000,66,215600,1,1,1200,
300446.SZ,300446,20171229,101051000,65,216400,3,3,600,2800,2700,
300446.SZ,300446,20171229,101051000,66,215500,3,3,1000,4400,2000,
300446.SZ,300446,20171229,101106000,65,216400,3,3,600,2800,2700,
300446.SZ,300446,20171229,101106000,66,215600,1,1,400,
300446.SZ,300446,20171229,101121000,65,216400,3,3,300,2800,2700,
300446.SZ,300446,20171229,101121000,66,215600,1,1,400,
300446.SZ,300446,20171229,101124000,65,216400,3,3,300,2800,2700,
300446.SZ,300446,20171229,101124000,66,215600,2,2,400,1000,
300446.SZ,300446,20171229,101136000,65,216400,3,3,300,2800,2700,
300446.SZ,300446,20171229,101136000,66,215600,3,3,400,1000,800,
300446.SZ,300446,20171229,101139000,65,216400,3,3,2700,2700,100,
300446.SZ,300446,20171229,101139000,66,215600,3,3,400,1000,800,
300446.SZ,300446,20171229,101148000,65,216400,3,3,2700,2700,100,
300446.SZ,300446,20171229,101148000,66,215600,3,3,200,1000,800,
300446.SZ,300446,20171229,101151000,65,216400,3,3,2700,2700,100,
300446.SZ,300446,20171229,101151000,66,215600,1,1,300,
300446.SZ,300446,20171229,101209000,65,216400,2,2,2700,2700,
300446.SZ,300446,20171229,101209000,66,215600,1,1,300,
300446.SZ,300446,20171229,101212000,65,216400,2,2,2700,2700,
300446.SZ,300446,20171229,101212000,66,215600,1,1,200,
300446.SZ,300446,20171229,101221000,65,216300,1,1,1000,
300446.SZ,300446,20171229,101221000,66,215600,1,1,200,
300446.SZ,300446,20171229,101224000,65,216400,2,2,1800,2700,
300446.SZ,300446,20171229,101224000,66,215600,1,1,200,
300446.SZ,300446,20171229,101230000,65,216400,2,2,1800,2700,
300446.SZ,300446,20171229,101230000,66,215600,2,2,200,1600,
300446.SZ,300446,20171229,101233000,65,216400,2,2,1800,2700,
300446.SZ,300446,20171229,101233000,66,215600,2,2,100,1600,
300446.SZ,300446,20171229,101254000,65,216400,3,3,1800,2700,500,
300446.SZ,300446,20171229,101254000,66,215600,2,2,100,1600,
300446.SZ,300446,20171229,101312000,65,216400,3,3,1800,2700,500,
300446.SZ,300446,20171229,101312000,66,215600,1,1,1600,
300446.SZ,300446,20171229,101321000,65,216400,3,3,1800,2700,500,
300446.SZ,300446,20171229,101321000,66,215600,1,1,1400,
300446.SZ,300446,20171229,101348000,65,216400,3,3,1800,2700,500,
300446.SZ,300446,20171229,101348000,66,215600,2,2,1400,700,
300446.SZ,300446,20171229,101351000,65,216400,3,3,1800,2700,500,
300446.SZ,300446,20171229,101351000,66,215600,2,2,1000,700,
300446.SZ,300446,20171229,101409000,65,216400,3,3,1800,2700,500,
300446.SZ,300446,20171229,101409000,66,215600,2,2,900,700,
300446.SZ,300446,20171229,101421000,65,216300,1,1,2800,
300446.SZ,300446,20171229,101421000,66,215600,2,2,900,700,
300446.SZ,300446,20171229,101439000,65,216400,3,3,600,2700,500,
300446.SZ,300446,20171229,101439000,66,215600,2,2,900,700,
300446.SZ,300446,20171229,101442000,65,216400,2,2,600,2700,
300446.SZ,300446,20171229,101442000,66,215600,2,2,900,700,
300446.SZ,300446,20171229,101451000,65,216400,2,2,600,2700,
300446.SZ,300446,20171229,101451000,66,215600,1,1,300,
300446.SZ,300446,20171229,101457000,65,216400,2,2,600,2700,
300446.SZ,300446,20171229,101457000,66,215600,1,1,100,
300446.SZ,300446,20171229,101506000,65,216300,1,1,400,
300446.SZ,300446,20171229,101506000,66,215600,1,1,100,
300446.SZ,300446,20171229,101524000,65,216300,1,1,400,
300446.SZ,300446,20171229,101524000,66,215800,1,1,500,
300446.SZ,300446,20171229,101545000,65,216300,1,1,400,
300446.SZ,300446,20171229,101545000,66,215800,1,1,400,
300446.SZ,300446,20171229,101551000,65,215600,1,1,900,
300446.SZ,300446,20171229,101551000,66,215500,2,2,1000,4400,
300446.SZ,300446,20171229,101603000,65,216300,1,1,400,
300446.SZ,300446,20171229,101603000,66,215600,2,2,100,900,
300446.SZ,300446,20171229,101621000,65,216300,1,1,400,
300446.SZ,300446,20171229,101621000,66,215600,1,1,100,
300446.SZ,300446,20171229,101627000,65,215600,1,1,100,
300446.SZ,300446,20171229,101627000,66,215500,3,3,1000,4400,100,
300446.SZ,300446,20171229,101645000,65,216300,1,1,400,
300446.SZ,300446,20171229,101645000,66,215600,1,1,2800,
300446.SZ,300446,20171229,101648000,65,216300,1,1,400,
300446.SZ,300446,20171229,101648000,66,215600,2,2,2800,100,
300446.SZ,300446,20171229,101651000,65,216300,1,1,400,
300446.SZ,300446,20171229,101651000,66,215600,2,2,2400,100,
300446.SZ,300446,20171229,101715000,65,216300,1,1,400,
300446.SZ,300446,20171229,101715000,66,215600,2,2,2000,100,
300446.SZ,300446,20171229,101718000,65,216300,1,1,400,
300446.SZ,300446,20171229,101718000,66,215600,2,2,1800,100,
300446.SZ,300446,20171229,101739000,65,216300,1,1,400,
300446.SZ,300446,20171229,101739000,66,215700,1,1,500,
300446.SZ,300446,20171229,101751000,65,216300,1,1,400,
300446.SZ,300446,20171229,101751000,66,215700,1,1,400,
300446.SZ,300446,20171229,101754000,65,216300,1,1,400,
300446.SZ,300446,20171229,101754000,66,215500,2,2,1800,100,
300446.SZ,300446,20171229,101800000,65,216300,1,1,400,
300446.SZ,300446,20171229,101800000,66,215700,1,1,1500,
300446.SZ,300446,20171229,101803000,65,216300,1,1,400,
300446.SZ,300446,20171229,101803000,66,215700,1,1,1400,
300446.SZ,300446,20171229,101818000,65,216300,1,1,300,
300446.SZ,300446,20171229,101818000,66,215700,1,1,1400,
300446.SZ,300446,20171229,101827000,65,216300,2,2,300,500,
300446.SZ,300446,20171229,101827000,66,215700,1,1,1400,
300446.SZ,300446,20171229,101833000,65,216300,3,3,300,500,500,
300446.SZ,300446,20171229,101833000,66,215700,1,1,1400,
300446.SZ,300446,20171229,101851000,65,216300,3,3,300,500,500,
300446.SZ,300446,20171229,101851000,66,215700,1,1,800,
300446.SZ,300446,20171229,101939000,65,216300,3,3,300,500,500,
300446.SZ,300446,20171229,101939000,66,215700,1,1,700,
300446.SZ,300446,20171229,101945000,65,216300,3,3,300,500,500,
300446.SZ,300446,20171229,101945000,66,215900,1,1,200,
300446.SZ,300446,20171229,101951000,65,216200,1,1,2000,
300446.SZ,300446,20171229,101951000,66,215700,1,1,400,
300446.SZ,300446,20171229,102015000,65,216200,1,1,2000,
300446.SZ,300446,20171229,102015000,66,215700,2,2,400,500,
300446.SZ,300446,20171229,102024000,65,216200,1,1,2000,
300446.SZ,300446,20171229,102024000,66,215700,2,2,200,500,
300446.SZ,300446,20171229,102045000,65,216200,1,1,2000,
300446.SZ,300446,20171229,102045000,66,215700,3,3,200,500,800,
300446.SZ,300446,20171229,102051000,65,216200,1,1,2000,
300446.SZ,300446,20171229,102051000,66,215500,2,2,1700,100,
300446.SZ,300446,20171229,102115000,65,216200,1,1,2000,
300446.SZ,300446,20171229,102115000,66,215500,2,2,1500,100,
300446.SZ,300446,20171229,102121000,65,216200,1,1,2000,
300446.SZ,300446,20171229,102121000,66,215600,1,1,300,
300446.SZ,300446,20171229,102127000,65,216200,1,1,1900,
300446.SZ,300446,20171229,102127000,66,215600,1,1,300,
300446.SZ,300446,20171229,102151000,65,216200,1,1,1900,
300446.SZ,300446,20171229,102151000,66,215600,1,1,200,
300446.SZ,300446,20171229,102157000,65,216200,1,1,1900,
300446.SZ,300446,20171229,102157000,66,215600,2,2,200,100,
300446.SZ,300446,20171229,102200000,65,216200,1,1,1900,
300446.SZ,300446,20171229,102200000,66,215600,2,2,100,100,
300446.SZ,300446,20171229,102209000,65,216200,1,1,1900,
300446.SZ,300446,20171229,102209000,66,215600,3,3,100,100,4600,
300446.SZ,300446,20171229,102239000,65,216300,3,3,300,500,1300,
300446.SZ,300446,20171229,102239000,66,216200,1,1,6000,
300446.SZ,300446,20171229,102245000,65,216100,1,1,500,
300446.SZ,300446,20171229,102245000,66,215700,1,1,600,
300446.SZ,300446,20171229,102248000,65,216400,1,1,600,
300446.SZ,300446,20171229,102248000,66,216300,1,1,3300,
300446.SZ,300446,20171229,102251000,65,216400,1,1,600,
300446.SZ,300446,20171229,102251000,66,216300,1,1,3000,
300446.SZ,300446,20171229,102254000,65,216400,1,1,600,
300446.SZ,300446,20171229,102254000,66,215700,2,2,600,1000,
300446.SZ,300446,20171229,102300000,65,216400,1,1,100,
300446.SZ,300446,20171229,102300000,66,215700,2,2,600,1000,
300446.SZ,300446,20171229,102324000,65,216400,1,1,100,
300446.SZ,300446,20171229,102324000,66,216000,1,1,500,
300446.SZ,300446,20171229,102327000,65,216400,2,2,100,500,
300446.SZ,300446,20171229,102327000,66,216000,1,1,500,
300446.SZ,300446,20171229,102333000,65,216400,2,2,100,500,
300446.SZ,300446,20171229,102333000,66,216000,1,1,400,
300446.SZ,300446,20171229,102348000,65,216400,3,3,100,500,100,
300446.SZ,300446,20171229,102348000,66,216000,1,1,400,
300446.SZ,300446,20171229,102351000,65,216400,3,3,100,500,100,
300446.SZ,300446,20171229,102351000,66,215700,2,2,600,1000,
300446.SZ,300446,20171229,102357000,65,216400,3,3,100,500,100,
300446.SZ,300446,20171229,102357000,66,215800,1,1,1000,
300446.SZ,300446,20171229,102409000,65,216400,4,4,100,500,100,600,
300446.SZ,300446,20171229,102409000,66,215700,2,2,600,1000,
300446.SZ,300446,20171229,102418000,65,216400,4,4,100,500,100,600,
300446.SZ,300446,20171229,102418000,66,215700,2,2,400,1000,
300446.SZ,300446,20171229,102451000,65,216400,4,4,100,500,100,600,
300446.SZ,300446,20171229,102451000,66,215700,1,1,600,
300446.SZ,300446,20171229,102509000,65,216400,4,4,100,500,100,600,
300446.SZ,300446,20171229,102509000,66,215700,1,1,500,
300446.SZ,300446,20171229,102512000,65,216400,4,4,100,500,100,600,
300446.SZ,300446,20171229,102512000,66,215600,3,3,100,100,4600,
300446.SZ,300446,20171229,102551000,65,216400,4,4,100,500,100,600,
300446.SZ,300446,20171229,102551000,66,215600,1,1,3900,
300446.SZ,300446,20171229,102554000,65,216400,4,4,100,500,100,600,
300446.SZ,300446,20171229,102554000,66,215600,1,1,3700,
300446.SZ,300446,20171229,102600000,65,216400,4,4,100,500,100,600,
300446.SZ,300446,20171229,102600000,66,215600,1,1,3300,
300446.SZ,300446,20171229,102615000,65,216400,4,4,100,500,100,600,
300446.SZ,300446,20171229,102615000,66,215700,1,1,100,
300446.SZ,300446,20171229,102630000,65,216400,4,4,100,500,100,600,
300446.SZ,300446,20171229,102630000,66,215600,1,1,3000,
300446.SZ,300446,20171229,102642000,65,216400,4,4,100,500,100,600,
300446.SZ,300446,20171229,102642000,66,215600,1,1,2800,
300446.SZ,300446,20171229,102645000,65,216400,5,5,100,500,100,600,200,
300446.SZ,300446,20171229,102645000,66,215600,1,1,2800,
300446.SZ,300446,20171229,102651000,65,216400,5,5,100,500,100,600,200,
300446.SZ,300446,20171229,102651000,66,215600,1,1,1500,
300446.SZ,300446,20171229,102700000,65,216400,5,5,100,500,100,600,200,
300446.SZ,300446,20171229,102700000,66,215600,1,1,1100,
300446.SZ,300446,20171229,102703000,65,216400,6,6,100,500,100,600,200,100,
300446.SZ,300446,20171229,102703000,66,215600,1,1,1100,
300446.SZ,300446,20171229,102727000,65,216400,6,6,100,500,100,600,200,100,
300446.SZ,300446,20171229,102727000,66,215600,1,1,1000,
300446.SZ,300446,20171229,102730000,65,216300,1,1,1500,
300446.SZ,300446,20171229,102730000,66,215600,1,1,800,
300446.SZ,300446,20171229,102736000,65,216300,1,1,1500,
300446.SZ,300446,20171229,102736000,66,215600,2,2,800,300,
300446.SZ,300446,20171229,102751000,65,216300,1,1,1500,
300446.SZ,300446,20171229,102751000,66,215600,2,2,400,300,
300446.SZ,300446,20171229,102815000,65,216300,1,1,1500,
300446.SZ,300446,20171229,102815000,66,215600,3,3,400,300,5700,
300446.SZ,300446,20171229,102818000,65,216300,1,1,1500,
300446.SZ,300446,20171229,102818000,66,215600,3,3,200,300,5700,
300446.SZ,300446,20171229,102824000,65,216300,1,1,1500,
300446.SZ,300446,20171229,102824000,66,215600,1,1,4700,
300446.SZ,300446,20171229,102848000,65,216200,1,1,3000,
300446.SZ,300446,20171229,102848000,66,215600,1,1,4700,
300446.SZ,300446,20171229,102851000,65,216200,1,1,3000,
300446.SZ,300446,20171229,102851000,66,215600,1,1,4200,
300446.SZ,300446,20171229,102903000,65,216200,1,1,3000,
300446.SZ,300446,20171229,102903000,66,215600,1,1,4100,
300446.SZ,300446,20171229,102927000,65,216200,1,1,1000,
300446.SZ,300446,20171229,102927000,66,215600,1,1,4100,
300446.SZ,300446,20171229,102939000,65,216200,1,1,1000,
300446.SZ,300446,20171229,102939000,66,215700,1,1,100,
300446.SZ,300446,20171229,102948000,65,215700,1,1,100,
300446.SZ,300446,20171229,102948000,66,215600,1,1,4100,
300446.SZ,300446,20171229,102951000,65,215700,1,1,100,
300446.SZ,300446,20171229,102951000,66,215600,1,1,3200,
300446.SZ,300446,20171229,103000000,65,216200,1,1,1000,
300446.SZ,300446,20171229,103000000,66,215700,1,1,3000,
300446.SZ,300446,20171229,103003000,65,216200,1,1,1000,
300446.SZ,300446,20171229,103003000,66,215700,1,1,100,
300446.SZ,300446,20171229,103012000,65,216400,8,8,100,500,100,600,200,100,500,300,
300446.SZ,300446,20171229,103012000,66,216200,1,1,2000,
300446.SZ,300446,20171229,103015000,65,216400,8,8,100,500,100,600,200,100,500,300,
300446.SZ,300446,20171229,103015000,66,215700,1,1,100,
300446.SZ,300446,20171229,103018000,65,215900,1,1,200,
300446.SZ,300446,20171229,103018000,66,215700,1,1,100,
300446.SZ,300446,20171229,103036000,65,216400,2,2,400,300,
300446.SZ,300446,20171229,103036000,66,215700,1,1,100,
300446.SZ,300446,20171229,103039000,65,215700,1,1,100,
300446.SZ,300446,20171229,103039000,66,215600,1,1,3200,
300446.SZ,300446,20171229,103051000,65,215700,1,1,100,
300446.SZ,300446,20171229,103051000,66,215600,1,1,2100,
300446.SZ,300446,20171229,103100000,65,216400,2,2,400,300,
300446.SZ,300446,20171229,103100000,66,215700,1,1,400,
300446.SZ,300446,20171229,103124000,65,216400,2,2,400,300,
300446.SZ,300446,20171229,103124000,66,215700,1,1,300,
300446.SZ,300446,20171229,103136000,65,216400,2,2,400,300,
300446.SZ,300446,20171229,103136000,66,215700,2,2,300,1700,
300446.SZ,300446,20171229,103142000,65,216400,2,2,400,300,
300446.SZ,300446,20171229,103142000,66,215700,3,3,300,1700,1000,
300446.SZ,300446,20171229,103145000,65,216400,1,1,200,
300446.SZ,300446,20171229,103145000,66,215700,3,3,300,1700,1000,
300446.SZ,300446,20171229,103151000,65,216400,1,1,200,
300446.SZ,300446,20171229,103151000,66,215700,2,2,500,1000,
300446.SZ,300446,20171229,103157000,65,216400,1,1,200,
300446.SZ,300446,20171229,103157000,66,215800,1,1,500,
300446.SZ,300446,20171229,103212000,65,216400,1,1,200,
300446.SZ,300446,20171229,103212000,66,215800,1,1,300,
300446.SZ,300446,20171229,103251000,65,216400,1,1,200,
300446.SZ,300446,20171229,103251000,66,215600,1,1,2100,
300446.SZ,300446,20171229,103300000,65,216400,1,1,200,
300446.SZ,300446,20171229,103300000,66,215600,1,1,2000,
300446.SZ,300446,20171229,103309000,65,216400,2,2,200,300,
300446.SZ,300446,20171229,103309000,66,215600,1,1,2000,
300446.SZ,300446,20171229,103345000,65,216400,2,2,200,300,
300446.SZ,300446,20171229,103345000,66,215600,1,1,1800,
300446.SZ,300446,20171229,103351000,65,216400,2,2,200,300,
300446.SZ,300446,20171229,103351000,66,215600,2,2,1100,1000,
300446.SZ,300446,20171229,103427000,65,216300,1,1,1000,
300446.SZ,300446,20171229,103427000,66,215600,2,2,1100,1000,
300446.SZ,300446,20171229,103433000,65,216300,1,1,1000,
300446.SZ,300446,20171229,103433000,66,215600,2,2,1000,1000,
300446.SZ,300446,20171229,103451000,65,216300,1,1,1000,
300446.SZ,300446,20171229,103451000,66,215600,1,1,1000,
300446.SZ,300446,20171229,103521000,65,216300,1,1,1000,
300446.SZ,300446,20171229,103521000,66,215600,1,1,800,
300446.SZ,300446,20171229,103530000,65,216300,1,1,1000,
300446.SZ,300446,20171229,103530000,66,215600,2,2,800,700,
300446.SZ,300446,20171229,103539000,65,216300,1,1,1000,
300446.SZ,300446,20171229,103539000,66,215600,3,3,800,700,1000,
300446.SZ,300446,20171229,103551000,65,216300,1,1,1000,
300446.SZ,300446,20171229,103551000,66,215600,2,2,300,1000,
300446.SZ,300446,20171229,103606000,65,216300,1,1,1000,
300446.SZ,300446,20171229,103606000,66,215600,2,2,100,1000,
300446.SZ,300446,20171229,103651000,65,216300,1,1,1000,
300446.SZ,300446,20171229,103651000,66,215500,4,4,1100,100,500,1000,
300446.SZ,300446,20171229,103654000,65,215600,1,1,100,
300446.SZ,300446,20171229,103654000,66,215500,4,4,1100,100,500,1000,
300446.SZ,300446,20171229,103703000,65,216300,1,1,1000,
300446.SZ,300446,20171229,103703000,66,215500,4,4,1100,100,500,1000,
300446.SZ,300446,20171229,103709000,65,216300,1,1,1000,
300446.SZ,300446,20171229,103709000,66,215600,1,1,100,
300446.SZ,300446,20171229,103742000,65,215600,1,1,100,
300446.SZ,300446,20171229,103742000,66,215500,5,5,1100,100,500,1000,200,
300446.SZ,300446,20171229,103748000,65,216300,1,1,900,
300446.SZ,300446,20171229,103748000,66,215600,1,1,1200,
300446.SZ,300446,20171229,103751000,65,216300,1,1,900,
300446.SZ,300446,20171229,103751000,66,215600,2,2,1100,100,
300446.SZ,300446,20171229,103812000,65,216100,1,1,700,
300446.SZ,300446,20171229,103812000,66,215600,2,2,1100,100,
300446.SZ,300446,20171229,103827000,65,215600,1,1,4200,
300446.SZ,300446,20171229,103827000,66,215500,5,5,1100,100,500,1000,200,
300446.SZ,300446,20171229,103833000,65,216100,1,1,700,
300446.SZ,300446,20171229,103833000,66,215500,5,5,1100,100,500,1000,200,
300446.SZ,300446,20171229,103851000,65,216100,1,1,700,
300446.SZ,300446,20171229,103851000,66,215500,5,5,1000,100,500,1000,200,
300446.SZ,300446,20171229,103857000,65,215600,1,1,600,
300446.SZ,300446,20171229,103857000,66,215500,5,5,1000,100,500,1000,200,
300446.SZ,300446,20171229,103903000,65,216100,1,1,700,
300446.SZ,300446,20171229,103903000,66,215500,5,5,1000,100,500,1000,200,
300446.SZ,300446,20171229,103909000,65,216300,1,1,400,
300446.SZ,300446,20171229,103909000,66,215500,5,5,1000,100,500,1000,200,
300446.SZ,300446,20171229,103912000,65,216300,1,1,400,
300446.SZ,300446,20171229,103912000,66,215500,5,5,800,100,500,1000,200,
300446.SZ,300446,20171229,103930000,65,216300,1,1,400,
300446.SZ,300446,20171229,103930000,66,215600,1,1,2000,
300446.SZ,300446,20171229,103951000,65,216300,1,1,400,
300446.SZ,300446,20171229,103951000,66,215600,1,1,1000,
300446.SZ,300446,20171229,104000000,65,216300,1,1,400,
300446.SZ,300446,20171229,104000000,66,215600,1,1,900,
300446.SZ,300446,20171229,104051000,65,216300,1,1,400,
300446.SZ,300446,20171229,104051000,66,215500,5,5,200,100,500,1000,200,
300446.SZ,300446,20171229,104112000,65,216300,1,1,400,
300446.SZ,300446,20171229,104112000,66,215500,6,6,200,100,500,1000,200,2600,
300446.SZ,300446,20171229,104136000,65,216300,1,1,400,
300446.SZ,300446,20171229,104136000,66,215500,5,5,100,500,1000,200,2600,
300446.SZ,300446,20171229,104151000,65,216300,1,1,400,
300446.SZ,300446,20171229,104151000,66,215500,2,2,200,2600,
300446.SZ,300446,20171229,104218000,65,216300,2,2,400,500,
300446.SZ,300446,20171229,104218000,66,215500,2,2,200,2600,
300446.SZ,300446,20171229,104221000,65,216300,2,2,400,500,
300446.SZ,300446,20171229,104221000,66,215500,2,2,100,2600,
300446.SZ,300446,20171229,104245000,65,216300,2,2,300,500,
300446.SZ,300446,20171229,104245000,66,215500,2,2,100,2600,
300446.SZ,300446,20171229,104251000,65,216300,2,2,300,500,
300446.SZ,300446,20171229,104251000,66,215500,1,1,2600,
300446.SZ,300446,20171229,104300000,65,216300,2,2,300,500,
300446.SZ,300446,20171229,104300000,66,215500,2,2,2600,300,
300446.SZ,300446,20171229,104309000,65,216300,2,2,300,500,
300446.SZ,300446,20171229,104309000,66,215500,2,2,2400,300,
300446.SZ,300446,20171229,104336000,65,216300,2,2,300,500,
300446.SZ,300446,20171229,104336000,66,215600,1,1,300,
300446.SZ,300446,20171229,104351000,65,216300,2,2,300,500,
300446.SZ,300446,20171229,104351000,66,215600,1,1,200,
300446.SZ,300446,20171229,104357000,65,216200,1,1,1000,
300446.SZ,300446,20171229,104357000,66,215600,1,1,100,
300446.SZ,300446,20171229,104418000,65,216200,1,1,1000,
300446.SZ,300446,20171229,104418000,66,215600,2,2,100,100,
300446.SZ,300446,20171229,104430000,65,215600,1,1,484,
300446.SZ,300446,20171229,104430000,66,215500,3,3,2400,300,500,
300446.SZ,300446,20171229,104436000,65,215600,1,1,84,
300446.SZ,300446,20171229,104436000,66,215500,3,3,2400,300,500,
300446.SZ,300446,20171229,104442000,65,216200,1,1,1000,
300446.SZ,300446,20171229,104442000,66,215600,3,3,16,100,100,
300446.SZ,300446,20171229,104445000,65,216200,1,1,1000,
300446.SZ,300446,20171229,104445000,66,215600,1,1,16,
300446.SZ,300446,20171229,104448000,65,216200,1,1,1000,
300446.SZ,300446,20171229,104448000,66,215500,3,3,2400,300,500,
300446.SZ,300446,20171229,104451000,65,216200,1,1,1000,
300446.SZ,300446,20171229,104451000,66,215500,3,3,2000,300,500,
300446.SZ,300446,20171229,104509000,65,216200,1,1,1000,
300446.SZ,300446,20171229,104509000,66,215600,1,1,500,
300446.SZ,300446,20171229,104521000,65,216100,1,1,500,
300446.SZ,300446,20171229,104521000,66,215600,1,1,500,
300446.SZ,300446,20171229,104530000,65,216100,1,1,500,
300446.SZ,300446,20171229,104530000,66,215600,1,1,300,
300446.SZ,300446,20171229,104551000,65,216100,1,1,500,
300446.SZ,300446,20171229,104551000,66,215500,3,3,900,300,500,
300446.SZ,300446,20171229,104554000,65,216100,1,1,500,
300446.SZ,300446,20171229,104554000,66,215600,1,1,100,
300446.SZ,300446,20171229,104618000,65,216100,1,1,500,
300446.SZ,300446,20171229,104618000,66,215500,5,5,900,300,500,500,500,
300446.SZ,300446,20171229,104636000,65,216100,1,1,500,
300446.SZ,300446,20171229,104636000,66,215600,1,1,4000,
300446.SZ,300446,20171229,104651000,65,216100,1,1,500,
300446.SZ,300446,20171229,104651000,66,215600,1,1,3900,
300446.SZ,300446,20171229,104657000,65,216100,1,1,500,
300446.SZ,300446,20171229,104657000,66,215600,2,2,3900,500,
300446.SZ,300446,20171229,104703000,65,216100,1,1,500,
300446.SZ,300446,20171229,104703000,66,215600,2,2,3700,500,
300446.SZ,300446,20171229,104727000,65,216200,1,1,1000,
300446.SZ,300446,20171229,104727000,66,216100,1,1,1400,
300446.SZ,300446,20171229,104733000,65,216200,1,1,1000,
300446.SZ,300446,20171229,104733000,66,216100,1,1,1200,
300446.SZ,300446,20171229,104751000,65,216200,1,1,1000,
300446.SZ,300446,20171229,104751000,66,216100,1,1,1100,
300446.SZ,300446,20171229,104757000,65,216200,1,1,900,
300446.SZ,300446,20171229,104757000,66,216100,1,1,1100,
300446.SZ,300446,20171229,104800000,65,216200,1,1,800,
300446.SZ,300446,20171229,104800000,66,216100,1,1,1100,
300446.SZ,300446,20171229,104806000,65,216300,2,2,200,500,
300446.SZ,300446,20171229,104806000,66,216100,1,1,1100,
300446.SZ,300446,20171229,104839000,65,216300,2,2,200,500,
300446.SZ,300446,20171229,104839000,66,216100,1,1,900,
300446.SZ,300446,20171229,104851000,65,216300,2,2,200,500,
300446.SZ,300446,20171229,104851000,66,216100,1,1,800,
300446.SZ,300446,20171229,104924000,65,216300,2,2,200,500,
300446.SZ,300446,20171229,104924000,66,216100,1,1,700,
300446.SZ,300446,20171229,104951000,65,216300,2,2,200,500,
300446.SZ,300446,20171229,104951000,66,216100,1,1,400,
300446.SZ,300446,20171229,105015000,65,216300,2,2,200,500,
300446.SZ,300446,20171229,105015000,66,216100,1,1,200,
300446.SZ,300446,20171229,105021000,65,216300,2,2,200,500,
300446.SZ,300446,20171229,105021000,66,216100,1,1,100,
300446.SZ,300446,20171229,105051000,65,216300,2,2,200,500,
300446.SZ,300446,20171229,105051000,66,215600,1,1,3000,
300446.SZ,300446,20171229,105057000,65,216300,2,2,200,500,
300446.SZ,300446,20171229,105057000,66,215600,1,1,2800,
300446.SZ,300446,20171229,105145000,65,216300,2,2,200,500,
300446.SZ,300446,20171229,105145000,66,215600,1,1,2700,
300446.SZ,300446,20171229,105148000,65,216300,3,3,200,500,500,
300446.SZ,300446,20171229,105148000,66,215600,1,1,2700,
300446.SZ,300446,20171229,105151000,65,216300,3,3,200,500,500,
300446.SZ,300446,20171229,105151000,66,215600,2,2,2600,400,
300446.SZ,300446,20171229,105154000,65,216000,1,1,1000,
300446.SZ,300446,20171229,105154000,66,215600,2,2,2600,400,
300446.SZ,300446,20171229,105233000,65,216000,1,1,1000,
300446.SZ,300446,20171229,105233000,66,215600,2,2,2400,400,
300446.SZ,300446,20171229,105236000,65,216000,1,1,1000,
300446.SZ,300446,20171229,105236000,66,215600,3,3,2400,400,200,
300446.SZ,300446,20171229,105245000,65,216000,1,1,1000,
300446.SZ,300446,20171229,105245000,66,215700,1,1,2100,
300446.SZ,300446,20171229,105251000,65,216000,1,1,500,
300446.SZ,300446,20171229,105251000,66,215700,2,2,900,100,
300446.SZ,300446,20171229,105312000,65,216000,1,1,200,
300446.SZ,300446,20171229,105312000,66,215700,2,2,900,100,
300446.SZ,300446,20171229,105318000,65,216000,1,1,200,
300446.SZ,300446,20171229,105318000,66,215700,2,2,800,100,
300446.SZ,300446,20171229,105351000,65,216000,1,1,200,
300446.SZ,300446,20171229,105351000,66,215700,2,2,300,100,
300446.SZ,300446,20171229,105406000,65,216000,1,1,200,
300446.SZ,300446,20171229,105406000,66,215700,2,2,100,100,
300446.SZ,300446,20171229,105424000,65,216000,1,1,200,
300446.SZ,300446,20171229,105424000,66,215700,3,3,100,100,5000,
300446.SZ,300446,20171229,105451000,65,216000,1,1,200,
300446.SZ,300446,20171229,105451000,66,215700,1,1,4500,
