市场代码,证券代码,时间,最新价,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SZ,300446,2017-12-29 13:09:51,21.6800,1,2168.0000,1,S,21.6800,21.6700,21.6600,21.6500,21.6300,21.6900,21.7000,21.7100,21.7200,21.7300,16,3,140,41,3,51,27,30,45,40
SZ,300446,2017-12-29 13:10:15,21.6900,3,43380.0000,20,B,21.6800,21.6700,21.6600,21.6500,21.6300,21.6900,21.7000,21.7100,21.7200,21.7300,21,3,140,41,3,31,27,45,45,40
SZ,300446,2017-12-29 13:10:21,21.6800,1,2168.0000,1,S,21.6800,21.6700,21.6600,21.6500,21.6300,21.6900,21.7000,21.7100,21.7200,21.7300,20,3,140,41,3,31,27,45,45,40
SZ,300446,2017-12-29 13:10:51,21.6900,2,26018.0000,12,B,21.6800,21.6700,21.6600,21.6500,21.6300,21.6900,21.7000,21.7100,21.7200,21.7300,10,3,140,41,13,31,27,40,45,40
SZ,300446,2017-12-29 13:11:00,21.6900,1,2169.0000,1,B,21.6800,21.6700,21.6600,21.6500,21.6300,21.6900,21.7000,21.7100,21.7200,21.7300,10,3,140,41,13,30,27,40,45,40
SZ,300446,2017-12-29 13:11:15,21.6800,1,10840.0000,5,S,21.6800,21.6700,21.6600,21.6500,21.6300,21.6900,21.7000,21.7100,21.7200,21.7300,5,3,140,41,13,30,27,40,45,62
SZ,300446,2017-12-29 13:11:21,21.6800,2,10840.0000,5,S,21.6700,21.6600,21.6500,21.6300,21.6200,21.6800,21.6900,21.7000,21.7100,21.7200,3,140,41,13,22,17,30,27,40,45
SZ,300446,2017-12-29 13:11:51,21.6600,2,17331.0000,8,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,135,41,13,22,7,17,30,27,40,45
SZ,300446,2017-12-29 13:12:03,21.6600,1,2166.0000,1,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,134,41,13,22,7,17,30,27,40,45
SZ,300446,2017-12-29 13:12:45,21.6600,1,4332.0000,2,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,132,41,3,22,7,19,40,32,50,45
SZ,300446,2017-12-29 13:12:51,21.6600,1,23826.0000,11,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,123,41,3,22,7,19,40,32,50,45
SZ,300446,2017-12-29 13:13:30,21.6700,1,2167.0000,1,S,21.6700,21.6600,21.6500,21.6300,21.6200,21.6800,21.6900,21.7000,21.7100,21.7200,9,123,41,3,13,19,40,32,50,45
SZ,300446,2017-12-29 13:13:51,21.6700,1,2167.0000,1,S,21.6700,21.6600,21.6500,21.6300,21.6200,21.6800,21.6900,21.7000,21.7100,21.7200,18,127,41,3,13,19,40,32,50,45
SZ,300446,2017-12-29 13:14:18,21.6700,1,4334.0000,2,S,21.6700,21.6600,21.6500,21.6300,21.6200,21.6800,21.6900,21.7000,21.7100,21.7200,16,132,41,3,13,19,40,32,50,45
SZ,300446,2017-12-29 13:14:51,21.6700,1,13002.0000,6,S,21.6700,21.6600,21.6500,21.6300,21.6200,21.6800,21.6900,21.7000,21.7100,21.7200,10,132,41,3,13,19,40,32,50,45
SZ,300446,2017-12-29 13:15:00,21.6600,3,95314.0000,44,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,98,41,3,13,7,19,40,32,50,45
SZ,300446,2017-12-29 13:15:30,21.6600,1,4332.0000,2,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6700,21.6800,21.6900,21.7000,21.7100,121,41,3,13,7,2,19,40,32,50
SZ,300446,2017-12-29 13:15:45,21.6600,1,71478.0000,33,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6700,21.6800,21.6900,21.7000,21.7100,88,41,3,13,7,2,19,40,31,50
SZ,300446,2017-12-29 13:15:51,21.6600,1,12996.0000,6,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6700,21.6800,21.6900,21.7000,21.7100,82,41,3,13,7,2,19,40,31,50
SZ,300446,2017-12-29 13:16:00,21.6600,1,6498.0000,3,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6700,21.6800,21.6900,21.7000,21.7100,79,41,3,13,7,2,20,40,31,50
SZ,300446,2017-12-29 13:16:03,21.6600,1,2166.0000,1,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6700,21.6800,21.6900,21.7000,21.7100,76,41,3,13,7,2,20,40,31,50
SZ,300446,2017-12-29 13:16:09,21.6600,1,6498.0000,3,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6700,21.6800,21.6900,21.7000,21.7100,73,41,3,13,7,2,20,40,31,50
SZ,300446,2017-12-29 13:16:12,21.6600,1,43320.0000,20,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6700,21.6800,21.6900,21.7000,21.7100,53,41,3,13,7,2,20,40,31,50
SZ,300446,2017-12-29 13:16:30,21.6600,2,32490.0000,15,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,38,41,3,13,7,23,40,31,50,45
SZ,300446,2017-12-29 13:16:51,21.6600,3,19494.0000,9,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,29,41,3,13,7,23,40,31,50,45
SZ,300446,2017-12-29 13:16:57,21.6600,1,4332.0000,2,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,27,41,3,13,7,23,40,31,50,45
SZ,300446,2017-12-29 13:17:27,21.6600,1,2166.0000,1,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,26,41,3,13,7,23,40,26,50,45
SZ,300446,2017-12-29 13:17:51,21.6600,2,21660.0000,10,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,21,41,3,13,7,23,40,26,50,45
SZ,300446,2017-12-29 13:18:03,21.6600,1,21660.0000,10,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,11,41,3,13,7,23,40,26,50,45
SZ,300446,2017-12-29 13:18:24,21.6600,1,4332.0000,2,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,9,41,3,13,7,23,40,26,50,45
SZ,300446,2017-12-29 13:18:27,21.6600,2,19494.0000,9,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6600,21.6800,21.6900,21.7000,21.7100,41,3,13,7,21,1,23,40,26,50
SZ,300446,2017-12-29 13:18:51,21.6500,1,32475.0000,15,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6600,21.6800,21.6900,21.7000,21.7100,26,3,13,7,21,1,23,40,26,50
SZ,300446,2017-12-29 13:19:00,21.6500,1,4330.0000,2,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6600,21.6800,21.6900,21.7000,21.7100,24,3,13,7,21,1,23,40,26,50
SZ,300446,2017-12-29 13:19:33,21.6600,1,2166.0000,1,B,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,22,24,3,13,7,23,40,26,50,45
SZ,300446,2017-12-29 13:19:51,21.6600,2,34656.0000,16,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6800,21.6900,21.7000,21.7100,21.7200,6,52,3,13,7,23,40,26,50,45
SZ,300446,2017-12-29 13:20:51,21.6600,1,10830.0000,5,S,21.6600,21.6500,21.6300,21.6200,21.6000,21.6700,21.6800,21.6900,21.7000,21.7100,1,52,3,13,7,18,29,40,26,50
SZ,300446,2017-12-29 13:20:54,21.6600,1,2166.0000,1,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6600,21.6700,21.6800,21.6900,21.7000,52,3,13,7,21,1,18,29,40,26
SZ,300446,2017-12-29 13:21:21,21.6500,1,2165.0000,1,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6600,21.6700,21.6800,21.6900,21.7000,51,3,13,7,21,1,18,29,40,26
SZ,300446,2017-12-29 13:21:51,21.6500,1,19485.0000,9,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6600,21.6700,21.6800,21.6900,21.7000,42,3,13,7,21,1,18,29,40,26
SZ,300446,2017-12-29 13:22:18,21.6500,1,4330.0000,2,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6700,21.6800,21.6900,21.7000,21.7100,40,3,13,7,21,18,29,40,26,50
SZ,300446,2017-12-29 13:22:51,21.6600,1,21660.0000,10,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6700,21.6800,21.6900,21.7000,21.7100,40,3,13,7,21,18,29,40,26,50
SZ,300446,2017-12-29 13:23:48,21.6500,1,4330.0000,2,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6600,21.6700,21.6800,21.6900,21.7000,38,3,13,7,21,1,48,29,40,26
SZ,300446,2017-12-29 13:23:51,21.6500,2,30310.0000,14,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6600,21.6700,21.6800,21.6900,21.7000,24,3,13,7,21,1,48,29,40,26
SZ,300446,2017-12-29 13:24:45,21.6500,1,4330.0000,2,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6700,21.6800,21.6900,21.7000,21.7100,22,3,13,7,21,58,29,40,26,50
SZ,300446,2017-12-29 13:24:51,21.6500,1,36805.0000,17,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6700,21.6800,21.6900,21.7000,21.7100,5,3,13,7,21,58,29,40,26,50
SZ,300446,2017-12-29 13:25:03,21.6500,1,2165.0000,1,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6700,21.6800,21.6900,21.7000,21.7100,4,3,13,7,21,40,29,40,26,50
SZ,300446,2017-12-29 13:25:21,21.6500,1,2165.0000,1,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6700,21.6800,21.6900,21.7000,21.7100,5,3,13,7,21,40,29,40,26,50
SZ,300446,2017-12-29 13:26:12,21.6500,1,4330.0000,2,S,21.6500,21.6300,21.6200,21.6000,21.5800,21.6700,21.6800,21.6900,21.7000,21.7100,3,3,13,7,21,40,29,40,26,50
SZ,300446,2017-12-29 13:26:51,21.6300,3,12984.0000,6,S,21.6200,21.6000,21.5800,21.5700,21.5600,21.6300,21.6700,21.6800,21.6900,21.7000,13,7,23,39,28,4,40,29,40,26
SZ,300446,2017-12-29 13:27:00,21.6300,1,8652.0000,4,B,21.6200,21.6000,21.5800,21.5700,21.5600,21.6700,21.6800,21.6900,21.7000,21.7100,13,7,23,39,28,40,29,40,26,50
SZ,300446,2017-12-29 13:27:45,21.6300,1,4326.0000,2,S,21.6300,21.6200,21.6000,21.5800,21.5700,21.6600,21.6700,21.6800,21.6900,21.7000,8,13,7,23,39,20,40,29,40,26
SZ,300446,2017-12-29 13:27:51,21.6400,1,21640.0000,10,B,21.6300,21.6200,21.6000,21.5800,21.5700,21.6600,21.6700,21.6800,21.6900,21.7000,8,13,7,23,39,20,40,29,40,26
SZ,300446,2017-12-29 13:28:42,21.6300,1,2163.0000,1,S,21.6300,21.6200,21.6000,21.5800,21.5700,21.6600,21.6700,21.6800,21.6900,21.7000,7,13,7,23,39,25,40,29,40,26
SZ,300446,2017-12-29 13:28:51,21.6200,3,28113.0000,13,S,21.6200,21.6000,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,7,7,23,39,28,25,40,29,40,26
SZ,300446,2017-12-29 13:29:27,21.6200,1,4324.0000,2,S,21.6200,21.6000,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,5,7,23,39,28,25,40,29,40,26
SZ,300446,2017-12-29 13:29:51,21.6000,3,25930.0000,12,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6000,21.6600,21.6700,21.6800,21.6900,23,39,28,12,77,5,25,40,29,40
SZ,300446,2017-12-29 13:29:57,21.5800,1,4316.0000,2,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6000,21.6600,21.6700,21.6800,21.6900,21,39,28,12,77,5,25,40,29,40
SZ,300446,2017-12-29 13:30:09,21.6000,1,10800.0000,5,B,21.5800,21.5700,21.5600,21.5500,21.5400,21.6600,21.6700,21.6800,21.6900,21.7000,21,39,28,12,77,25,40,29,40,26
SZ,300446,2017-12-29 13:30:45,21.6000,1,2160.0000,1,S,21.6000,21.5800,21.5700,21.5600,21.5500,21.6600,21.6700,21.6800,21.6900,21.7000,9,21,32,28,24,25,40,29,40,26
SZ,300446,2017-12-29 13:30:51,21.6000,1,2160.0000,1,S,21.6000,21.5800,21.5700,21.5600,21.5500,21.6600,21.6700,21.6800,21.6900,21.7000,8,21,32,28,24,25,40,29,40,26
SZ,300446,2017-12-29 13:31:42,21.6000,1,4320.0000,2,S,21.6000,21.5800,21.5700,21.5600,21.5500,21.6500,21.6600,21.6700,21.6800,21.6900,6,21,32,28,23,7,25,40,29,40
SZ,300446,2017-12-29 13:31:51,21.6000,1,2160.0000,1,S,21.6000,21.5800,21.5700,21.5600,21.5500,21.6500,21.6600,21.6700,21.6800,21.6900,5,21,32,28,23,7,25,40,29,40
SZ,300446,2017-12-29 13:32:15,21.6500,1,4330.0000,2,B,21.6000,21.5800,21.5700,21.5600,21.5500,21.6500,21.6600,21.6700,21.6800,21.6900,5,21,32,28,23,13,25,40,29,40
SZ,300446,2017-12-29 13:32:30,21.6000,1,2160.0000,1,S,21.6000,21.5800,21.5700,21.5600,21.5500,21.6500,21.6600,21.6700,21.6800,21.6900,4,21,32,28,23,13,31,40,29,40
SZ,300446,2017-12-29 13:32:51,21.6000,2,15120.0000,7,S,21.6000,21.5800,21.5700,21.5600,21.5500,21.6500,21.6600,21.6700,21.6800,21.6900,7,21,32,28,23,13,31,40,27,40
SZ,300446,2017-12-29 13:33:27,21.6000,1,4320.0000,2,S,21.6000,21.5800,21.5700,21.5600,21.5500,21.6300,21.6500,21.6600,21.6700,21.6800,5,21,32,28,23,2,13,31,40,21
SZ,300446,2017-12-29 13:33:51,21.5800,2,32380.0000,15,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6300,21.6500,21.6600,21.6700,21.6800,11,32,28,23,77,2,13,31,40,21
SZ,300446,2017-12-29 13:34:18,21.5800,2,12948.0000,6,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6300,21.6500,21.6600,21.6700,21.6800,5,32,28,28,77,2,13,31,40,21
SZ,300446,2017-12-29 13:34:27,21.5800,1,4316.0000,2,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6300,21.6500,21.6600,21.6700,21.6800,3,32,28,28,77,2,13,31,40,21
SZ,300446,2017-12-29 13:34:42,21.5800,1,2158.0000,1,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6300,21.6500,21.6600,21.6700,21.6800,2,32,28,28,77,2,13,31,40,21
SZ,300446,2017-12-29 13:34:51,21.5800,1,2158.0000,1,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6300,21.6500,21.6600,21.6700,21.6800,1,32,28,28,77,2,13,31,40,21
SZ,300446,2017-12-29 13:35:30,21.5800,1,2158.0000,1,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.5800,21.6300,21.6500,21.6600,21.6700,32,28,28,77,37,1,2,13,31,40
SZ,300446,2017-12-29 13:35:36,21.5800,1,2158.0000,1,B,21.5700,21.5600,21.5500,21.5400,21.5300,21.6300,21.6500,21.6600,21.6700,21.6800,32,28,28,77,37,2,13,31,40,21
SZ,300446,2017-12-29 13:35:54,21.5700,1,69024.0000,32,S,21.5600,21.5500,21.5400,21.5300,21.5200,21.5700,21.6300,21.6500,21.6600,21.6700,28,28,77,37,46,25,2,13,31,40
SZ,300446,2017-12-29 13:36:06,21.5700,2,53925.0000,25,B,21.5600,21.5500,21.5400,21.5300,21.5200,21.6300,21.6500,21.6600,21.6700,21.6800,28,32,77,37,46,2,13,31,40,21
SZ,300446,2017-12-29 13:36:12,21.6600,5,54131.0000,25,B,21.5600,21.5500,21.5400,21.5300,21.5200,21.6600,21.6700,21.6800,21.6900,21.7000,28,32,77,37,46,21,40,21,40,26
SZ,300446,2017-12-29 13:36:15,21.5600,1,2156.0000,1,S,21.5600,21.5500,21.5400,21.5300,21.5200,21.6600,21.6700,21.6800,21.6900,21.7000,27,32,77,37,46,21,40,21,40,26
SZ,300446,2017-12-29 13:36:51,21.5700,1,2157.0000,1,B,21.5700,21.5600,21.5500,21.5400,21.5300,21.6500,21.6600,21.6700,21.6800,21.6900,4,27,32,77,37,60,21,40,21,40
SZ,300446,2017-12-29 13:37:03,21.5700,1,4314.0000,2,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6500,21.6600,21.6700,21.6800,21.6900,2,27,32,77,37,60,21,40,21,40
SZ,300446,2017-12-29 13:37:51,21.5600,2,10782.0000,5,S,21.5600,21.5500,21.5400,21.5300,21.5200,21.6400,21.6500,21.6600,21.6700,21.6800,24,59,77,37,46,14,60,21,40,21
SZ,300446,2017-12-29 13:38:00,21.5700,1,2157.0000,1,B,21.5600,21.5500,21.5400,21.5300,21.5200,21.6400,21.6500,21.6600,21.6700,21.6800,24,59,77,37,46,14,60,21,40,21
SZ,300446,2017-12-29 13:38:36,21.5600,2,36652.0000,17,S,21.5600,21.5500,21.5400,21.5300,21.5200,21.6200,21.6300,21.6400,21.6500,21.6600,7,40,77,37,46,3,14,14,60,21
SZ,300446,2017-12-29 13:38:48,21.5600,1,4312.0000,2,S,21.5600,21.5500,21.5400,21.5300,21.5200,21.6200,21.6400,21.6500,21.6600,21.6700,5,32,77,37,46,3,14,60,21,40
SZ,300446,2017-12-29 13:38:51,21.5500,2,15090.0000,7,S,21.5500,21.5400,21.5300,21.5200,21.5100,21.6200,21.6400,21.6500,21.6600,21.6700,30,77,37,46,38,3,14,60,21,40
SZ,300446,2017-12-29 13:39:24,21.6200,2,10810.0000,5,B,21.6200,21.5500,21.5400,21.5300,21.5200,21.6400,21.6500,21.6600,21.6700,21.6800,9,30,77,37,46,14,60,21,40,21
SZ,300446,2017-12-29 13:39:51,21.6200,1,2162.0000,1,S,21.6200,21.5500,21.5400,21.5300,21.5200,21.6400,21.6500,21.6600,21.6700,21.6800,8,30,77,37,46,14,60,21,40,21
SZ,300446,2017-12-29 13:40:06,21.6200,1,6486.0000,3,S,21.6200,21.5500,21.5400,21.5300,21.5200,21.6400,21.6500,21.6600,21.6700,21.6800,5,30,77,37,77,14,60,21,40,21
SZ,300446,2017-12-29 13:40:21,21.6200,1,2162.0000,1,S,21.6200,21.5500,21.5400,21.5300,21.5200,21.6400,21.6500,21.6600,21.6700,21.6800,4,30,77,37,77,14,60,21,40,21
SZ,300446,2017-12-29 13:40:48,21.6200,1,8648.0000,4,S,21.5500,21.5400,21.5300,21.5200,21.5100,21.6400,21.6500,21.6600,21.6700,21.6800,30,77,37,82,38,14,60,21,40,21
SZ,300446,2017-12-29 13:41:00,21.5500,1,4310.0000,2,S,21.5500,21.5400,21.5300,21.5200,21.5100,21.6300,21.6400,21.6500,21.6600,21.6700,28,77,37,82,38,10,14,60,21,40
SZ,300446,2017-12-29 13:41:12,21.5500,6,58185.0000,27,S,21.5500,21.5400,21.5300,21.5200,21.5100,21.6300,21.6400,21.6500,21.6600,21.6700,1,77,37,82,38,10,14,60,21,40
SZ,300446,2017-12-29 13:41:48,21.5500,1,2155.0000,1,S,21.5500,21.5400,21.5300,21.5200,21.5100,21.6300,21.6400,21.6500,21.6600,21.6700,5,77,37,82,38,20,14,60,21,40
SZ,300446,2017-12-29 13:41:51,21.5500,1,6465.0000,3,S,21.5500,21.5400,21.5300,21.5200,21.5100,21.6300,21.6400,21.6500,21.6600,21.6700,2,77,37,82,38,20,14,60,21,40
SZ,300446,2017-12-29 13:42:39,21.5500,1,4310.0000,2,S,21.5400,21.5300,21.5200,21.5100,21.5000,21.6200,21.6300,21.6400,21.6500,21.6600,77,37,82,38,76,5,20,14,60,21
SZ,300446,2017-12-29 13:42:51,21.5400,2,15083.0000,7,S,21.5400,21.5300,21.5200,21.5100,21.5000,21.6200,21.6300,21.6400,21.6500,21.6600,75,37,82,38,76,5,20,14,60,11
SZ,300446,2017-12-29 13:43:30,21.5500,1,2155.0000,1,S,21.5500,21.5400,21.5300,21.5200,21.5100,21.6200,21.6300,21.6400,21.6500,21.6600,11,75,37,82,38,5,20,14,60,11
SZ,300446,2017-12-29 13:43:51,21.5500,1,19395.0000,9,S,21.5500,21.5400,21.5300,21.5200,21.5100,21.6200,21.6300,21.6400,21.6500,21.6600,7,75,37,76,38,5,20,14,70,11
SZ,300446,2017-12-29 13:44:03,21.5500,2,15085.0000,7,S,21.5400,21.5300,21.5200,21.5100,21.5000,21.5500,21.6200,21.6300,21.6400,21.6500,75,37,76,38,82,5,5,20,14,70
SZ,300446,2017-12-29 13:44:18,21.5500,2,10775.0000,5,B,21.5500,21.5400,21.5300,21.5200,21.5100,21.6200,21.6300,21.6400,21.6500,21.6600,5,75,63,76,38,5,20,14,70,11
SZ,300446,2017-12-29 13:44:48,21.6300,3,54070.0000,25,B,21.6300,21.5600,21.5500,21.5400,21.5300,21.6400,21.6500,21.6600,21.6700,21.6800,25,50,10,75,37,14,70,11,40,21
SZ,300446,2017-12-29 13:44:51,21.6300,1,30282.0000,14,S,21.6300,21.5600,21.5500,21.5400,21.5300,21.6400,21.6500,21.6600,21.6700,21.6800,11,50,10,75,37,14,70,11,40,21
SZ,300446,2017-12-29 13:44:54,21.6300,1,4326.0000,2,S,21.6300,21.5700,21.5600,21.5500,21.5400,21.6400,21.6500,21.6600,21.6700,21.6800,9,10,50,10,75,14,70,11,40,21
SZ,300446,2017-12-29 13:45:09,21.6300,1,8652.0000,4,S,21.6300,21.5700,21.5600,21.5500,21.5400,21.6400,21.6500,21.6600,21.6700,21.6800,5,10,50,14,75,14,70,11,40,21
SZ,300446,2017-12-29 13:45:12,21.6300,1,10815.0000,5,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6300,21.6400,21.6500,21.6600,21.6700,10,50,14,75,37,4,14,70,11,40
SZ,300446,2017-12-29 13:45:51,21.5700,1,4314.0000,2,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6300,21.6400,21.6500,21.6600,21.6700,8,50,27,75,37,4,14,70,11,40
SZ,300446,2017-12-29 13:45:54,21.5700,1,2157.0000,1,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6300,21.6400,21.6500,21.6600,21.6700,7,50,27,75,37,4,14,70,11,40
SZ,300446,2017-12-29 13:46:27,21.5700,1,4314.0000,2,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6300,21.6400,21.6500,21.6600,21.6700,63,50,27,75,37,4,14,70,11,40
SZ,300446,2017-12-29 13:46:51,21.5800,1,10790.0000,5,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6300,21.6400,21.6500,21.6600,21.6700,15,73,50,23,75,4,14,70,11,40
SZ,300446,2017-12-29 13:47:51,21.5800,2,23738.0000,11,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6300,21.6400,21.6500,21.6600,21.6700,8,117,50,23,75,4,14,70,15,40
SZ,300446,2017-12-29 13:48:00,21.5800,1,4316.0000,2,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6300,21.6400,21.6500,21.6600,21.6700,6,107,50,23,75,4,14,70,15,40
SZ,300446,2017-12-29 13:48:51,21.5800,3,28054.0000,13,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6400,21.6500,21.6600,21.6700,21.6800,8,107,50,23,75,7,70,15,40,21
SZ,300446,2017-12-29 13:49:06,21.6500,4,166698.0000,77,B,21.6500,21.6300,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,73,7,10,107,50,15,40,21,81,26
SZ,300446,2017-12-29 13:49:36,21.6500,1,28145.0000,13,S,21.6500,21.6300,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,60,7,5,107,50,15,40,21,81,26
SZ,300446,2017-12-29 13:49:48,21.6500,1,2165.0000,1,S,21.6500,21.6300,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,59,7,5,102,50,10,30,21,81,26
SZ,300446,2017-12-29 13:49:51,21.6500,1,25980.0000,12,S,21.6500,21.6300,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,47,7,5,102,50,30,30,21,81,26
SZ,300446,2017-12-29 13:50:09,21.6500,1,21650.0000,10,S,21.6500,21.6300,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,37,7,5,102,50,30,30,21,81,26
SZ,300446,2017-12-29 13:50:21,21.6500,1,4330.0000,2,S,21.6500,21.6300,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,35,7,5,102,50,30,30,26,81,26
SZ,300446,2017-12-29 13:50:51,21.6500,1,32475.0000,15,S,21.6500,21.6300,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,20,7,5,102,50,30,30,26,81,26
SZ,300446,2017-12-29 13:50:54,21.6500,1,4330.0000,2,S,21.6500,21.6300,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,18,7,5,102,50,30,30,26,81,26
SZ,300446,2017-12-29 13:51:09,21.6500,1,2165.0000,1,S,21.6500,21.6300,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,17,7,5,102,50,30,30,26,81,26
SZ,300446,2017-12-29 13:51:42,21.6500,1,36805.0000,17,S,21.6300,21.5800,21.5700,21.5600,21.5500,21.6500,21.6600,21.6700,21.6800,21.6900,7,5,102,50,10,3,30,30,26,81
SZ,300446,2017-12-29 13:51:51,21.5800,2,21615.0000,10,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6500,21.6600,21.6700,21.6800,21.6900,2,102,50,10,75,3,30,30,26,81
SZ,300446,2017-12-29 13:52:03,21.5800,1,4316.0000,2,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6500,21.6600,21.6700,21.6800,21.6900,102,50,10,75,37,3,30,30,26,81
SZ,300446,2017-12-29 13:52:42,21.5800,1,2158.0000,1,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6500,21.6600,21.6700,21.6800,21.6900,4,102,50,10,75,3,30,30,26,81
SZ,300446,2017-12-29 13:52:51,21.5700,2,12946.0000,6,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6500,21.6600,21.6700,21.6800,21.6900,100,50,10,75,37,3,30,30,26,81
SZ,300446,2017-12-29 13:53:39,21.5700,1,4314.0000,2,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6600,21.6700,21.6800,21.6900,21.7000,103,50,10,75,37,30,30,46,81,26
SZ,300446,2017-12-29 13:53:51,21.5700,1,23727.0000,11,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6600,21.6700,21.6800,21.6900,21.7000,92,50,10,75,37,30,30,46,81,26
SZ,300446,2017-12-29 13:53:54,21.5700,1,4314.0000,2,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6600,21.6700,21.6800,21.6900,21.7000,90,50,10,75,37,30,30,46,81,26
SZ,300446,2017-12-29 13:54:27,21.5700,1,4314.0000,2,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6600,21.6700,21.6800,21.6900,21.7000,88,50,10,75,37,30,30,46,81,26
