市场代码,证券代码,时间,最新价,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SZ,300446,2017-12-29 13:54:51,21.5700,1,28041.0000,13,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6600,21.6700,21.6800,21.6900,21.7000,75,50,10,75,37,30,30,46,81,26
SZ,300446,2017-12-29 13:55:03,21.5700,1,2157.0000,1,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6600,21.6700,21.6800,21.6900,21.7000,74,50,10,75,37,30,30,46,81,26
SZ,300446,2017-12-29 13:55:51,21.5700,2,36669.0000,17,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6600,21.6700,21.6800,21.6900,21.7000,92,50,10,75,37,30,30,46,81,26
SZ,300446,2017-12-29 13:56:51,21.5700,1,2157.0000,1,S,21.5700,21.5600,21.5500,21.5400,21.5300,21.6600,21.6700,21.6800,21.6900,21.7000,91,55,5,75,37,34,35,46,81,26
SZ,300446,2017-12-29 13:57:45,21.5800,1,4316.0000,2,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6500,21.6600,21.6700,21.6800,21.6900,5,94,55,5,75,2,34,35,46,81
SZ,300446,2017-12-29 13:57:51,21.5800,1,2158.0000,1,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6500,21.6600,21.6700,21.6800,21.6900,106,94,55,5,75,2,34,35,46,81
SZ,300446,2017-12-29 13:58:33,21.5800,1,4316.0000,2,S,21.5800,21.5700,21.5600,21.5500,21.5400,21.6600,21.6700,21.6800,21.6900,21.7000,104,94,55,5,75,34,38,46,81,26
SZ,300446,2017-12-29 13:58:51,21.5900,1,23749.0000,11,S,21.5900,21.5800,21.5700,21.5600,21.5500,21.6600,21.6700,21.6800,21.6900,21.7000,20,104,94,55,5,34,38,46,81,26
SZ,300446,2017-12-29 13:59:00,21.5900,1,2159.0000,1,S,21.5900,21.5800,21.5700,21.5600,21.5500,21.6600,21.6700,21.6800,21.6900,21.7000,19,104,94,55,5,34,38,46,81,26
SZ,300446,2017-12-29 13:59:51,21.6000,2,30240.0000,14,S,21.6000,21.5900,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,61,19,2,94,55,34,38,46,81,26
SZ,300446,2017-12-29 14:00:15,21.6000,1,32400.0000,15,S,21.6000,21.5900,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,46,102,2,94,55,34,38,46,81,26
SZ,300446,2017-12-29 14:00:45,21.6000,2,17281.0000,8,S,21.6000,21.5900,21.5800,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,63,102,2,94,55,34,38,46,81,26
SZ,300446,2017-12-29 14:00:51,21.6000,1,32400.0000,15,S,21.6000,21.5900,21.5700,21.5600,21.5500,21.6100,21.6600,21.6700,21.6800,21.6900,48,102,69,55,5,1,34,38,46,81
SZ,300446,2017-12-29 14:00:57,21.6100,1,2161.0000,1,B,21.6000,21.5900,21.5700,21.5600,21.5500,21.6600,21.6700,21.6800,21.6900,21.7000,48,102,69,55,5,34,38,46,81,26
SZ,300446,2017-12-29 14:01:45,21.6200,1,4324.0000,2,S,21.6200,21.6100,21.6000,21.5900,21.5700,21.6600,21.6700,21.6800,21.6900,21.7000,1,82,81,102,69,34,38,46,81,26
SZ,300446,2017-12-29 14:01:48,21.6100,2,45382.0000,21,S,21.6100,21.6000,21.5900,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,62,81,102,69,55,34,38,46,81,26
SZ,300446,2017-12-29 14:01:51,21.6200,1,2162.0000,1,B,21.6100,21.6000,21.5900,21.5700,21.5600,21.6600,21.6700,21.6800,21.6900,21.7000,62,81,102,69,55,34,38,46,81,26
SZ,300446,2017-12-29 14:02:00,21.6800,12,257863.0000,119,B,21.6800,21.6100,21.6000,21.5700,21.5600,21.6900,21.7000,21.7100,21.7200,21.7300,81,62,81,69,55,81,26,50,45,40
SZ,300446,2017-12-29 14:02:06,21.6800,1,2168.0000,1,S,21.6800,21.6200,21.6100,21.6000,21.5700,21.6900,21.7000,21.7100,21.7200,21.7300,80,102,62,81,69,81,26,50,45,40
SZ,300446,2017-12-29 14:02:09,21.6900,2,58563.0000,27,B,21.6800,21.6200,21.6100,21.6000,21.5700,21.6900,21.7000,21.7100,21.7200,21.7300,80,102,62,81,69,54,26,50,45,40
SZ,300446,2017-12-29 14:02:18,21.6900,4,23859.0000,11,B,21.6800,21.6200,21.6100,21.6000,21.5700,21.6900,21.7000,21.7100,21.7200,21.7300,80,102,62,81,64,43,26,50,45,40
SZ,300446,2017-12-29 14:02:30,21.6900,1,93267.0000,43,B,21.6900,21.6800,21.6200,21.6100,21.6000,21.7000,21.7100,21.7200,21.7300,21.7500,57,80,102,37,81,26,50,45,40,9
SZ,300446,2017-12-29 14:02:45,21.7000,5,54250.0000,25,B,21.6900,21.6800,21.6200,21.6100,21.6000,21.7000,21.7100,21.7200,21.7300,21.7500,57,80,102,37,81,1,50,45,40,9
SZ,300446,2017-12-29 14:02:51,21.6900,1,2169.0000,1,S,21.6900,21.6800,21.6200,21.6100,21.6000,21.7000,21.7100,21.7200,21.7300,21.7500,56,80,102,37,81,21,50,45,40,9
SZ,300446,2017-12-29 14:02:54,21.6900,1,4338.0000,2,S,21.6900,21.6800,21.6200,21.6100,21.6000,21.7000,21.7100,21.7200,21.7300,21.7500,54,80,102,37,81,21,50,45,40,9
SZ,300446,2017-12-29 14:03:09,21.6900,1,8676.0000,4,S,21.6900,21.6800,21.6300,21.6200,21.6100,21.7000,21.7100,21.7200,21.7300,21.7500,50,80,1,102,37,21,50,45,40,9
SZ,300446,2017-12-29 14:03:15,21.7000,2,46612.0000,21,B,21.7000,21.6900,21.6800,21.6300,21.6200,21.7100,21.7200,21.7300,21.7500,21.7700,1,50,80,1,102,50,45,40,9,2
SZ,300446,2017-12-29 14:03:42,21.7000,2,4340.0000,2,S,21.7000,21.6900,21.6800,21.6300,21.6200,21.7100,21.7200,21.7300,21.7500,21.7700,28,50,80,1,102,50,45,40,9,2
SZ,300446,2017-12-29 14:03:51,21.7000,1,6510.0000,3,S,21.7000,21.6900,21.6800,21.6300,21.6200,21.7100,21.7200,21.7300,21.7500,21.7700,25,50,80,1,102,50,45,40,9,2
SZ,300446,2017-12-29 14:03:54,21.7000,2,8680.0000,4,S,21.7000,21.6900,21.6800,21.6300,21.6200,21.7100,21.7200,21.7300,21.7500,21.7700,21,50,80,1,102,50,45,40,9,2
SZ,300446,2017-12-29 14:03:57,21.7000,1,4340.0000,2,S,21.7000,21.6900,21.6800,21.6300,21.6200,21.7100,21.7200,21.7300,21.7500,21.7700,19,50,80,3,102,50,45,40,9,2
SZ,300446,2017-12-29 14:04:00,21.7100,1,28223.0000,13,B,21.7000,21.6900,21.6800,21.6300,21.6200,21.7100,21.7200,21.7300,21.7500,21.7700,19,50,80,3,102,37,45,40,9,2
SZ,300446,2017-12-29 14:04:03,21.7300,7,264987.0000,122,B,21.7300,21.7000,21.6900,21.6800,21.6300,21.7500,21.7700,21.7800,21.7900,21.8000,78,19,50,80,3,9,2,19,25,24
SZ,300446,2017-12-29 14:04:18,21.7500,1,4350.0000,2,B,21.7300,21.7000,21.6900,21.6800,21.6300,21.7500,21.7700,21.7800,21.7900,21.8000,78,121,50,80,2,7,2,19,5,24
SZ,300446,2017-12-29 14:04:21,21.7500,1,2175.0000,1,B,21.7300,21.7000,21.6900,21.6800,21.6300,21.7500,21.7700,21.7800,21.7900,21.8000,78,121,50,80,2,6,2,19,5,24
SZ,300446,2017-12-29 14:04:30,21.7300,1,2173.0000,1,S,21.7300,21.7100,21.7000,21.6900,21.6800,21.7500,21.7700,21.7800,21.7900,21.8000,77,1,121,50,80,6,2,19,5,31
SZ,300446,2017-12-29 14:04:33,21.7500,2,13050.0000,6,B,21.7500,21.7300,21.7100,21.7000,21.6900,21.7700,21.7800,21.7900,21.8000,21.8500,4,77,1,121,50,2,19,5,31,3
SZ,300446,2017-12-29 14:04:39,21.7500,1,8700.0000,4,S,21.7300,21.7100,21.7000,21.6900,21.6800,21.7500,21.7700,21.7800,21.7900,21.8000,77,1,121,50,80,16,5,19,5,31
SZ,300446,2017-12-29 14:04:51,21.7300,2,17385.0000,8,S,21.7300,21.7100,21.7000,21.6900,21.6800,21.7500,21.7700,21.7800,21.7900,21.8000,70,1,121,50,80,16,5,19,5,31
SZ,300446,2017-12-29 14:04:54,21.7500,1,34800.0000,16,B,21.7300,21.7100,21.7000,21.6900,21.6800,21.7700,21.7800,21.7900,21.8000,21.8500,70,1,121,50,80,5,19,5,31,3
SZ,300446,2017-12-29 14:04:57,21.7800,6,26131.0000,12,B,21.7300,21.7100,21.7000,21.6900,21.6800,21.7500,21.7800,21.7900,21.8000,21.8500,70,6,121,50,80,1,12,5,31,3
SZ,300446,2017-12-29 14:05:03,21.7700,2,4352.0000,2,B,21.7500,21.7300,21.7100,21.7000,21.6900,21.7700,21.7800,21.7900,21.8000,21.8500,2,70,6,121,50,1,12,5,31,3
SZ,300446,2017-12-29 14:05:15,21.7600,1,17408.0000,8,B,21.7500,21.7300,21.7100,21.7000,21.6900,21.7700,21.7800,21.7900,21.8000,21.8500,4,70,6,121,50,16,12,5,31,3
SZ,300446,2017-12-29 14:05:18,21.7500,2,6525.0000,3,S,21.7500,21.7300,21.7100,21.7000,21.6900,21.7700,21.7800,21.7900,21.8000,21.8500,1,70,6,121,50,16,12,5,31,3
SZ,300446,2017-12-29 14:05:27,21.7600,2,15232.0000,7,S,21.7600,21.7500,21.7300,21.7200,21.7100,21.7700,21.7800,21.7900,21.8000,21.8400,3,1,70,10,6,16,12,5,31,5
SZ,300446,2017-12-29 14:05:33,21.7500,1,2175.0000,1,S,21.7300,21.7200,21.7100,21.7000,21.6900,21.7500,21.7600,21.7700,21.7800,21.7900,70,10,6,121,50,1,12,16,12,5
SZ,300446,2017-12-29 14:05:36,21.7600,3,21759.0000,10,B,21.7300,21.7100,21.7000,21.6900,21.6800,21.7600,21.7700,21.7800,21.7900,21.8000,70,6,102,50,80,3,16,12,5,35
SZ,300446,2017-12-29 14:05:39,21.7300,6,65308.0000,30,S,21.7500,21.7300,21.7100,21.7000,21.6900,21.7800,21.7900,21.8000,21.8400,21.8500,19,68,6,102,50,3,5,35,5,3
SZ,300446,2017-12-29 14:05:51,21.7500,1,36975.0000,17,S,21.7500,21.7400,21.7300,21.7100,21.7000,21.7600,21.7800,21.7900,21.8000,21.8400,2,4,68,6,110,20,3,5,35,5
SZ,300446,2017-12-29 14:06:00,21.7600,1,43520.0000,20,B,21.7500,21.7400,21.7300,21.7100,21.7000,21.7800,21.7900,21.8000,21.8400,21.8500,2,4,68,6,110,3,5,35,5,3
SZ,300446,2017-12-29 14:06:06,21.7900,2,17429.0000,8,B,21.7900,21.7500,21.7400,21.7300,21.7100,21.8000,21.8400,21.8500,21.8700,21.8800,20,2,4,68,6,35,5,3,10,132
SZ,300446,2017-12-29 14:06:12,21.7900,1,2179.0000,1,S,21.7900,21.7600,21.7500,21.7400,21.7300,21.8000,21.8400,21.8500,21.8700,21.8800,19,102,35,4,68,35,5,3,10,132
SZ,300446,2017-12-29 14:06:18,21.7900,1,6537.0000,3,S,21.7900,21.7600,21.7500,21.7400,21.7300,21.8000,21.8400,21.8500,21.8700,21.8800,16,102,35,4,68,35,5,3,10,132
SZ,300446,2017-12-29 14:06:21,21.8000,5,67580.0000,31,B,21.7900,21.7600,21.7500,21.7400,21.7300,21.8000,21.8400,21.8500,21.8700,21.8800,16,102,35,4,68,4,5,3,10,132
SZ,300446,2017-12-29 14:06:27,21.8400,2,15272.0000,7,B,21.7900,21.7700,21.7600,21.7500,21.7300,21.8400,21.8500,21.8700,21.8800,21.8900,16,1,102,35,68,2,3,10,132,12
SZ,300446,2017-12-29 14:06:48,21.7900,2,6541.0000,3,S,21.7900,21.7700,21.7600,21.7500,21.7300,21.8300,21.8400,21.8500,21.8600,21.8700,14,11,102,35,68,9,2,23,10,23
SZ,300446,2017-12-29 14:06:51,21.7900,2,6545.0000,3,S,21.7900,21.7700,21.7600,21.7500,21.7300,21.8300,21.8400,21.8500,21.8600,21.8700,13,11,102,35,68,7,2,38,10,23
SZ,300446,2017-12-29 14:07:06,21.8300,2,17464.0000,8,B,21.8000,21.7900,21.7700,21.7600,21.7500,21.8300,21.8400,21.8500,21.8600,21.8700,17,13,11,102,35,1,15,28,20,23
SZ,300446,2017-12-29 14:07:15,21.8300,1,2183.0000,1,B,21.8300,21.8000,21.7900,21.7700,21.7600,21.8400,21.8500,21.8600,21.8700,21.8800,12,17,13,11,102,20,28,20,23,137
SZ,300446,2017-12-29 14:07:18,21.8300,1,21830.0000,10,S,21.8300,21.8000,21.7900,21.7700,21.7600,21.8400,21.8500,21.8600,21.8700,21.8800,2,17,13,11,102,20,28,20,23,137
SZ,300446,2017-12-29 14:07:30,21.8400,5,26199.0000,12,B,21.8000,21.7900,21.7700,21.7600,21.7500,21.8400,21.8500,21.8600,21.8700,21.8800,17,13,11,102,35,25,28,20,23,137
SZ,300446,2017-12-29 14:07:36,21.8400,5,48048.0000,22,B,21.8000,21.7900,21.7700,21.7600,21.7500,21.8400,21.8500,21.8600,21.8700,21.8800,4,13,11,102,35,3,28,20,23,137
SZ,300446,2017-12-29 14:07:39,21.8000,1,2180.0000,1,S,21.8000,21.7900,21.7700,21.7600,21.7500,21.8400,21.8500,21.8600,21.8700,21.8800,3,13,11,102,33,3,28,20,23,137
SZ,300446,2017-12-29 14:07:42,21.8400,2,10920.0000,5,B,21.8400,21.8000,21.7900,21.7700,21.7600,21.8500,21.8600,21.8700,21.8800,21.8900,8,3,13,11,102,28,20,23,137,12
SZ,300446,2017-12-29 14:07:51,21.8400,1,8736.0000,4,S,21.8400,21.8000,21.7900,21.7700,21.7600,21.8500,21.8600,21.8700,21.8800,21.8900,14,5,13,11,102,28,20,73,137,12
SZ,300446,2017-12-29 14:07:54,21.8500,2,8740.0000,4,B,21.8400,21.8000,21.7900,21.7700,21.7600,21.8500,21.8600,21.8700,21.8800,21.8900,14,6,13,11,102,26,20,73,137,12
SZ,300446,2017-12-29 14:07:57,21.8400,3,30576.0000,14,S,21.8000,21.7900,21.7700,21.7600,21.7500,21.8400,21.8500,21.8600,21.8700,21.8800,6,13,11,102,33,1,26,20,73,137
SZ,300446,2017-12-29 14:08:00,21.8600,9,124554.0000,57,B,21.8600,21.8000,21.7900,21.7700,21.7600,21.8700,21.8800,21.8900,21.9000,21.9500,23,6,13,11,102,73,137,12,25,15
SZ,300446,2017-12-29 14:08:09,21.8600,2,19674.0000,9,S,21.8600,21.8000,21.7900,21.7700,21.7500,21.8700,21.8800,21.8900,21.9000,21.9500,14,10,13,12,33,73,137,12,25,15
SZ,300446,2017-12-29 14:08:15,21.8600,2,4372.0000,2,S,21.8600,21.8000,21.7900,21.7700,21.7500,21.8700,21.8800,21.8900,21.9000,21.9500,114,10,13,12,33,73,137,12,25,15
SZ,300446,2017-12-29 14:08:21,21.8700,1,15309.0000,7,B,21.8600,21.8000,21.7900,21.7700,21.7500,21.8700,21.8800,21.8900,21.9000,21.9500,114,10,13,12,33,66,137,12,25,15
SZ,300446,2017-12-29 14:08:24,21.8600,2,26232.0000,12,S,21.8600,21.8000,21.7900,21.7700,21.7500,21.8700,21.8800,21.8900,21.9000,21.9500,102,10,13,12,33,66,137,12,25,15
SZ,300446,2017-12-29 14:08:39,21.8600,1,218600.0000,100,S,21.8600,21.8000,21.7900,21.7700,21.7500,21.8700,21.8800,21.8900,21.9000,21.9500,2,10,13,12,33,80,137,12,25,15
SZ,300446,2017-12-29 14:08:42,21.8700,3,17496.0000,8,B,21.8600,21.8000,21.7900,21.7700,21.7500,21.8700,21.8800,21.8900,21.9000,21.9500,2,10,13,12,33,72,137,12,25,15
SZ,300446,2017-12-29 14:08:45,21.8600,2,4372.0000,2,S,21.8000,21.7900,21.7700,21.7500,21.7300,21.8700,21.8800,21.8900,21.9000,21.9500,10,13,12,33,68,72,137,12,25,15
SZ,300446,2017-12-29 14:08:51,21.8000,2,10900.0000,5,S,21.8000,21.7900,21.7700,21.7500,21.7300,21.8500,21.8600,21.8700,21.8800,21.8900,5,13,12,33,68,1,14,72,137,12
SZ,300446,2017-12-29 14:08:57,21.8700,6,109334.0000,50,B,21.8000,21.7900,21.7700,21.7500,21.7300,21.8600,21.8700,21.8800,21.8900,21.9000,5,13,12,33,68,105,38,137,12,25
SZ,300446,2017-12-29 14:09:12,21.8600,1,2186.0000,1,B,21.8000,21.7900,21.7700,21.7500,21.7300,21.8600,21.8700,21.8800,21.8900,21.9000,7,13,12,33,68,104,38,137,12,25
SZ,300446,2017-12-29 14:09:18,21.8000,1,2180.0000,1,S,21.8000,21.7900,21.7700,21.7500,21.7300,21.8600,21.8700,21.8800,21.8900,21.9000,6,13,12,33,68,104,38,137,12,25
SZ,300446,2017-12-29 14:09:27,21.8000,1,4360.0000,2,S,21.8000,21.7900,21.7700,21.7500,21.7300,21.8500,21.8600,21.8700,21.8800,21.8900,4,13,2,33,68,6,104,38,137,12
SZ,300446,2017-12-29 14:09:42,21.8000,2,8720.0000,4,S,21.7900,21.7700,21.7400,21.7300,21.7100,21.8000,21.8500,21.8600,21.8700,21.8800,13,2,16,68,6,1,34,104,38,137
SZ,300446,2017-12-29 14:09:45,21.8000,1,2180.0000,1,B,21.8000,21.7900,21.7700,21.7400,21.7300,21.8500,21.8600,21.8700,21.8800,21.8900,32,13,2,16,68,34,104,38,137,12
SZ,300446,2017-12-29 14:09:51,21.8000,1,19620.0000,9,S,21.8000,21.7700,21.7400,21.7300,21.7100,21.8500,21.8600,21.8700,21.8800,21.8900,23,1,16,68,6,44,104,38,137,12
SZ,300446,2017-12-29 14:10:06,21.8000,1,2180.0000,1,S,21.8100,21.8000,21.7400,21.7300,21.7100,21.8200,21.8400,21.8500,21.8600,21.8700,1,22,26,68,6,2,6,44,109,38
SZ,300446,2017-12-29 14:10:12,21.8100,1,2181.0000,1,S,21.8000,21.7700,21.7400,21.7300,21.7100,21.8200,21.8400,21.8500,21.8600,21.8700,22,2,26,68,6,2,6,44,109,38
SZ,300446,2017-12-29 14:10:24,21.8500,8,124528.0000,57,B,21.8500,21.8000,21.7800,21.7700,21.7400,21.8600,21.8700,21.8800,21.8900,21.9000,131,22,10,2,26,109,54,137,12,25
SZ,300446,2017-12-29 14:10:42,21.8600,2,6556.0000,3,B,21.8500,21.8000,21.7800,21.7700,21.7400,21.8600,21.8700,21.8800,21.8900,21.9000,129,22,10,2,26,108,54,137,12,25
SZ,300446,2017-12-29 14:10:45,21.8500,1,21850.0000,10,S,21.8500,21.8000,21.7800,21.7700,21.7400,21.8600,21.8700,21.8800,21.8900,21.9000,119,22,10,2,26,108,54,137,12,25
SZ,300446,2017-12-29 14:10:51,21.8500,5,69938.0000,32,S,21.8500,21.8000,21.7800,21.7700,21.7400,21.8600,21.8700,21.8800,21.8900,21.9000,105,30,10,2,26,90,54,142,12,25
SZ,300446,2017-12-29 14:10:54,21.8500,2,17480.0000,8,S,21.8500,21.8000,21.7800,21.7700,21.7400,21.8600,21.8700,21.8800,21.8900,21.9000,97,30,10,2,26,90,54,142,12,25
SZ,300446,2017-12-29 14:10:57,21.8500,1,2185.0000,1,S,21.8500,21.8000,21.7800,21.7700,21.7400,21.8600,21.8700,21.8800,21.8900,21.9000,96,30,10,2,26,90,54,142,12,25
SZ,300446,2017-12-29 14:11:00,21.8500,3,6555.0000,3,S,21.8500,21.8000,21.7800,21.7700,21.7400,21.8600,21.8700,21.8800,21.8900,21.9000,93,30,10,2,26,90,54,142,12,25
SZ,300446,2017-12-29 14:11:03,21.8500,5,144225.0000,66,S,21.8500,21.8000,21.7800,21.7700,21.7400,21.8600,21.8700,21.8800,21.8900,21.9000,42,30,10,2,26,75,54,142,12,25
SZ,300446,2017-12-29 14:11:06,21.8500,5,54625.0000,25,S,21.8500,21.8000,21.7800,21.7700,21.7400,21.8600,21.8700,21.8800,21.8900,21.9000,17,30,10,2,26,75,54,142,12,145
SZ,300446,2017-12-29 14:11:09,21.8500,2,24035.0000,11,S,21.8500,21.8000,21.7800,21.7700,21.7400,21.8600,21.8700,21.8800,21.8900,21.9000,6,30,10,2,26,75,54,142,12,145
SZ,300446,2017-12-29 14:11:15,21.8500,1,10925.0000,5,S,21.8500,21.8000,21.7800,21.7700,21.7400,21.8600,21.8700,21.8800,21.8900,21.9000,1,30,10,2,26,75,54,142,12,145
SZ,300446,2017-12-29 14:11:24,21.8500,1,2185.0000,1,S,21.8000,21.7800,21.7700,21.7400,21.7300,21.8500,21.8600,21.8700,21.8800,21.8900,30,10,2,26,68,9,75,54,142,23
SZ,300446,2017-12-29 14:11:30,21.8000,1,2180.0000,1,S,21.8000,21.7800,21.7700,21.7400,21.7300,21.8500,21.8600,21.8700,21.8800,21.8900,7,10,2,26,68,21,75,54,142,23
SZ,300446,2017-12-29 14:11:36,21.8500,4,48070.0000,22,B,21.8100,21.8000,21.7800,21.7700,21.7400,21.8500,21.8600,21.8700,21.8800,21.8900,30,7,10,2,26,25,75,54,142,23
SZ,300446,2017-12-29 14:11:42,21.8500,1,2185.0000,1,B,21.8100,21.8000,21.7800,21.7700,21.7400,21.8500,21.8600,21.8700,21.8800,21.8900,30,7,10,2,26,24,75,54,142,23
SZ,300446,2017-12-29 14:11:45,21.8100,1,65430.0000,30,S,21.8000,21.7800,21.7700,21.7400,21.7300,21.8100,21.8500,21.8600,21.8700,21.8800,7,10,2,26,68,13,24,75,54,142
SZ,300446,2017-12-29 14:12:15,21.8000,2,115540.0000,53,S,21.7800,21.7700,21.7400,21.7300,21.7100,21.8000,21.8500,21.8600,21.8700,21.8800,10,2,26,68,6,27,29,78,54,134
SZ,300446,2017-12-29 14:12:21,21.7800,1,4356.0000,2,S,21.7800,21.7700,21.7400,21.7300,21.7100,21.8000,21.8500,21.8600,21.8700,21.8800,8,2,26,68,6,27,39,78,54,134
SZ,300446,2017-12-29 14:12:51,21.7500,3,28299.0000,13,S,21.7500,21.7400,21.7300,21.7100,21.7000,21.8000,21.8400,21.8500,21.8600,21.8700,81,26,68,6,20,27,5,44,78,54
SZ,300446,2017-12-29 14:13:06,21.7500,1,4350.0000,2,S,21.7500,21.7400,21.7300,21.7100,21.7000,21.8000,21.8200,21.8400,21.8500,21.8600,79,26,68,6,20,27,3,5,64,90
SZ,300446,2017-12-29 14:13:21,21.7600,1,10880.0000,5,B,21.7600,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8400,21.8500,21.8600,1,79,26,68,6,27,3,21,64,90
SZ,300446,2017-12-29 14:13:42,21.8000,1,4360.0000,2,B,21.7600,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8400,21.8500,21.8600,1,79,26,68,6,25,3,21,64,88
SZ,300446,2017-12-29 14:13:51,21.7500,2,10876.0000,5,S,21.7500,21.7400,21.7300,21.7100,21.7000,21.8000,21.8200,21.8400,21.8500,21.8600,80,26,68,6,20,25,3,21,64,88
SZ,300446,2017-12-29 14:14:06,21.7600,1,2176.0000,1,B,21.7600,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8400,21.8500,21.8600,19,80,26,68,6,25,3,5,64,88
SZ,300446,2017-12-29 14:14:09,21.8000,1,4360.0000,2,B,21.7600,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8300,21.8400,21.8500,19,80,26,68,6,23,3,6,5,64
SZ,300446,2017-12-29 14:14:51,21.7700,1,17416.0000,8,S,21.7700,21.7600,21.7500,21.7400,21.7300,21.8000,21.8200,21.8300,21.8400,21.8500,2,70,80,16,68,23,3,17,5,64
SZ,300446,2017-12-29 14:15:00,21.7700,1,4354.0000,2,S,21.7600,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8300,21.8400,21.8500,70,5,16,68,6,23,3,17,5,64
SZ,300446,2017-12-29 14:15:03,21.8000,1,4360.0000,2,B,21.7600,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8300,21.8400,21.8500,70,5,16,68,6,21,3,17,19,64
SZ,300446,2017-12-29 14:15:24,21.8000,1,2180.0000,1,B,21.7600,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8300,21.8400,21.8500,70,5,16,68,6,20,5,17,19,64
SZ,300446,2017-12-29 14:15:51,21.7600,1,21760.0000,10,S,21.7600,21.7500,21.7400,21.7300,21.7100,21.7900,21.8000,21.8200,21.8300,21.8400,60,5,16,68,6,20,20,5,17,19
SZ,300446,2017-12-29 14:16:06,21.7600,2,21760.0000,10,S,21.7600,21.7500,21.7400,21.7300,21.7100,21.7900,21.8000,21.8200,21.8300,21.8400,50,5,16,68,6,20,20,5,17,19
SZ,300446,2017-12-29 14:16:21,21.7600,1,108800.0000,50,S,21.7500,21.7400,21.7300,21.7100,21.7000,21.7600,21.7900,21.8000,21.8200,21.8300,5,16,68,6,20,16,20,20,5,17
SZ,300446,2017-12-29 14:16:30,21.7900,3,78396.0000,36,B,21.7900,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8300,21.8400,21.8500,60,5,16,68,6,20,2,17,19,84
SZ,300446,2017-12-29 14:16:48,21.8000,2,10897.0000,5,B,21.7900,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8300,21.8400,21.8500,57,5,16,68,6,18,2,17,19,94
SZ,300446,2017-12-29 14:16:51,21.7900,1,26148.0000,12,S,21.7900,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8300,21.8400,21.8500,45,5,16,68,6,18,2,17,19,94
SZ,300446,2017-12-29 14:17:12,21.8000,2,10900.0000,5,B,21.7900,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8300,21.8400,21.8500,45,5,16,68,6,13,2,17,19,94
SZ,300446,2017-12-29 14:17:27,21.7900,1,2179.0000,1,S,21.7900,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8300,21.8400,21.8500,44,5,16,68,6,13,2,17,19,94
SZ,300446,2017-12-29 14:17:39,21.8000,1,10900.0000,5,B,21.7900,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8300,21.8400,21.8500,44,5,16,68,6,8,2,17,19,94
SZ,300446,2017-12-29 14:17:54,21.7900,1,8716.0000,4,S,21.7900,21.7500,21.7400,21.7300,21.7100,21.8000,21.8200,21.8300,21.8400,21.8500,40,5,16,68,6,8,2,17,19,94
SZ,300446,2017-12-29 14:18:15,21.8300,4,28347.0000,13,B,21.7900,21.7500,21.7400,21.7300,21.7100,21.8300,21.8400,21.8500,21.8600,21.8700,40,5,16,68,6,16,19,94,74,53
SZ,300446,2017-12-29 14:18:51,21.7900,1,34864.0000,16,S,21.7900,21.7500,21.7400,21.7300,21.7100,21.8200,21.8300,21.8400,21.8500,21.8600,24,6,16,68,6,20,16,19,94,74
SZ,300446,2017-12-29 14:19:24,21.7900,1,8716.0000,4,S,21.7900,21.7500,21.7400,21.7300,21.7100,21.8100,21.8200,21.8300,21.8400,21.8500,20,6,16,68,6,7,27,16,14,94
SZ,300446,2017-12-29 14:19:48,21.8200,2,17449.0000,8,B,21.7900,21.7500,21.7400,21.7300,21.7100,21.8200,21.8300,21.8400,21.8500,21.8600,20,16,16,68,6,16,16,14,94,74
SZ,300446,2017-12-29 14:19:51,21.7900,1,19611.0000,9,S,21.7900,21.7500,21.7400,21.7300,21.7100,21.8200,21.8300,21.8400,21.8500,21.8600,11,16,16,68,6,16,16,14,94,74
