万得代码,交易所代码,自然日,订单时间,买卖方向,成交价格,订单数量,明细个数,订单明细,
603538.SH,603538,20171229,101518000,66,266800,1,1,600,
603538.SH,603538,20171229,101521000,65,267000,1,1,300,
603538.SH,603538,20171229,101518000,66,266800,1,1,600,
603538.SH,603538,20171229,101521000,65,267000,1,1,300,
603538.SH,603538,20171229,101530000,66,266800,1,1,300,
603538.SH,603538,20171229,101521000,65,267000,1,1,300,
603538.SH,603538,20171229,101542000,66,266900,1,1,500,
603538.SH,603538,20171229,101551000,65,267000,2,2,300,3100,
603538.SH,603538,20171229,101542000,66,266900,1,1,500,
603538.SH,603538,20171229,101551000,65,267000,2,2,300,3100,
603538.SH,603538,20171229,101554000,66,266800,1,1,300,
603538.SH,603538,20171229,101551000,65,267000,2,2,300,3100,
603538.SH,603538,20171229,101600000,66,266800,1,1,100,
603538.SH,603538,20171229,101606000,65,267000,1,1,300,
603538.SH,603538,20171229,101606000,66,266800,2,2,100,200,
603538.SH,603538,20171229,101606000,65,267000,1,1,300,
603538.SH,603538,20171229,101612000,66,266800,3,3,100,200,100,
603538.SH,603538,20171229,101624000,65,266800,1,1,100,
603538.SH,603538,20171229,101624000,66,266600,1,1,100,
603538.SH,603538,20171229,101627000,65,267000,1,1,300,
603538.SH,603538,20171229,101627000,66,266800,1,1,400,
603538.SH,603538,20171229,101645000,65,266800,1,1,600,
603538.SH,603538,20171229,101645000,66,266600,3,3,100,400,500,
603538.SH,603538,20171229,101645000,65,266800,1,1,600,
603538.SH,603538,20171229,101648000,66,266500,7,7,200,500,1000,500,200,200,500,
603538.SH,603538,20171229,101654000,65,266800,1,1,400,
603538.SH,603538,20171229,101648000,66,266500,7,7,200,500,1000,500,200,200,500,
603538.SH,603538,20171229,101654000,65,266800,1,1,400,
603538.SH,603538,20171229,101700000,66,266600,1,1,5000,
603538.SH,603538,20171229,101654000,65,266800,1,1,400,
603538.SH,603538,20171229,101706000,66,266600,2,2,5000,500,
603538.SH,603538,20171229,101654000,65,266800,1,1,400,
603538.SH,603538,20171229,101709000,66,266700,1,1,2000,
603538.SH,603538,20171229,101712000,65,267000,1,1,300,
603538.SH,603538,20171229,101712000,66,266800,1,1,100,
603538.SH,603538,20171229,101712000,65,267000,1,1,300,
603538.SH,603538,20171229,101715000,66,266800,2,2,100,100,
603538.SH,603538,20171229,101712000,65,267000,1,1,300,
603538.SH,603538,20171229,101742000,66,266700,1,1,2000,
603538.SH,603538,20171229,101745000,65,267000,1,1,100,
603538.SH,603538,20171229,101745000,66,266800,1,1,300,
603538.SH,603538,20171229,101745000,65,267000,1,1,100,
603538.SH,603538,20171229,101812000,66,266800,2,2,300,300,
603538.SH,603538,20171229,101745000,65,267000,1,1,100,
603538.SH,603538,20171229,101824000,66,266800,3,3,300,300,300,
603538.SH,603538,20171229,101857000,65,267000,2,2,100,100,
603538.SH,603538,20171229,101824000,66,266800,3,3,300,300,300,
603538.SH,603538,20171229,101930000,65,267500,1,1,500,
603538.SH,603538,20171229,101824000,66,266800,3,3,300,300,300,
603538.SH,603538,20171229,101930000,65,267500,1,1,500,
603538.SH,603538,20171229,101942000,66,266900,1,1,1000,
603538.SH,603538,20171229,101948000,65,267700,1,1,300,
603538.SH,603538,20171229,101948000,66,267500,1,1,500,
603538.SH,603538,20171229,101948000,65,267700,1,1,300,
603538.SH,603538,20171229,101954000,66,266900,1,1,600,
603538.SH,603538,20171229,102015000,65,268000,1,1,900,
603538.SH,603538,20171229,101954000,66,266900,1,1,600,
603538.SH,603538,20171229,102039000,65,267900,1,1,1000,
603538.SH,603538,20171229,101954000,66,266900,1,1,600,
603538.SH,603538,20171229,102039000,65,267900,1,1,1000,
603538.SH,603538,20171229,102048000,66,266900,2,2,600,200,
603538.SH,603538,20171229,102039000,65,267900,1,1,1000,
603538.SH,603538,20171229,102054000,66,267000,1,1,500,
603538.SH,603538,20171229,102203000,65,267900,2,2,1000,300,
603538.SH,603538,20171229,102054000,66,267000,1,1,500,
603538.SH,603538,20171229,102203000,65,267900,2,2,1000,300,
603538.SH,603538,20171229,102212000,66,266900,2,2,600,200,
603538.SH,603538,20171229,102221000,65,267900,1,1,1000,
603538.SH,603538,20171229,102212000,66,266900,2,2,600,200,
603538.SH,603538,20171229,102221000,65,267900,1,1,1000,
603538.SH,603538,20171229,102233000,66,267000,1,1,2000,
603538.SH,603538,20171229,102239000,65,267800,1,1,300,
603538.SH,603538,20171229,102233000,66,267000,1,1,2000,
603538.SH,603538,20171229,102239000,65,267800,1,1,300,
603538.SH,603538,20171229,102309000,66,267000,2,2,2000,100,
603538.SH,603538,20171229,102315000,65,267900,1,1,1000,
603538.SH,603538,20171229,102309000,66,267000,2,2,2000,100,
603538.SH,603538,20171229,102315000,65,267900,1,1,1000,
603538.SH,603538,20171229,102321000,66,267000,2,2,1700,100,
603538.SH,603538,20171229,102315000,65,267900,1,1,1000,
603538.SH,603538,20171229,102345000,66,267000,2,2,1300,100,
603538.SH,603538,20171229,102315000,65,267900,1,1,1000,
603538.SH,603538,20171229,102412000,66,267000,3,3,1300,100,300,
603538.SH,603538,20171229,102315000,65,267900,1,1,1000,
603538.SH,603538,20171229,102418000,66,267000,1,1,300,
603538.SH,603538,20171229,102315000,65,267900,1,1,1000,
603538.SH,603538,20171229,102424000,66,267000,2,2,300,500,
603538.SH,603538,20171229,102315000,65,267900,1,1,1000,
603538.SH,603538,20171229,102445000,66,267000,2,2,100,500,
603538.SH,603538,20171229,102315000,65,267900,1,1,1000,
603538.SH,603538,20171229,102500000,66,267100,1,1,200,
603538.SH,603538,20171229,102630000,65,267900,1,1,500,
603538.SH,603538,20171229,102500000,66,267100,1,1,200,
603538.SH,603538,20171229,102630000,65,267900,1,1,500,
603538.SH,603538,20171229,102654000,66,267100,2,2,200,200,
603538.SH,603538,20171229,102700000,65,267100,1,1,800,
603538.SH,603538,20171229,102700000,66,267000,3,3,100,500,400,
603538.SH,603538,20171229,102718000,65,267900,2,2,500,700,
603538.SH,603538,20171229,102700000,66,267000,3,3,100,500,400,
603538.SH,603538,20171229,102718000,65,267900,2,2,500,700,
603538.SH,603538,20171229,102754000,66,267000,4,4,100,500,400,200,
603538.SH,603538,20171229,102718000,65,267900,2,2,500,700,
603538.SH,603538,20171229,102906000,66,267100,1,1,300,
603538.SH,603538,20171229,102718000,65,267900,2,2,500,700,
603538.SH,603538,20171229,103115000,66,267200,1,1,500,
603538.SH,603538,20171229,102718000,65,267900,2,2,500,700,
603538.SH,603538,20171229,103315000,66,267300,1,1,300,
603538.SH,603538,20171229,102718000,65,267900,2,2,500,700,
603538.SH,603538,20171229,103400000,66,267400,1,1,500,
603538.SH,603538,20171229,102718000,65,267900,2,2,500,700,
603538.SH,603538,20171229,103439000,66,267400,1,1,200,
603538.SH,603538,20171229,102718000,65,267900,2,2,500,700,
603538.SH,603538,20171229,103506000,66,267100,1,1,1400,
603538.SH,603538,20171229,102718000,65,267900,2,2,500,700,
603538.SH,603538,20171229,103524000,66,267100,1,1,1300,
603538.SH,603538,20171229,103536000,65,268000,1,1,900,
603538.SH,603538,20171229,103524000,66,267100,1,1,1300,
603538.SH,603538,20171229,103606000,65,267800,1,1,10000,
603538.SH,603538,20171229,103524000,66,267100,1,1,1300,
603538.SH,603538,20171229,103606000,65,267800,1,1,10000,
603538.SH,603538,20171229,103612000,66,267500,1,1,500,
603538.SH,603538,20171229,103606000,65,267800,1,1,10000,
603538.SH,603538,20171229,103630000,66,267100,1,1,1300,
603538.SH,603538,20171229,103606000,65,267800,1,1,10000,
603538.SH,603538,20171229,103645000,66,267100,1,1,1000,
603538.SH,603538,20171229,103606000,65,267800,1,1,10000,
603538.SH,603538,20171229,103751000,66,267200,1,1,500,
603538.SH,603538,20171229,103803000,65,267800,1,1,9900,
603538.SH,603538,20171229,103751000,66,267200,1,1,500,
603538.SH,603538,20171229,103803000,65,267800,1,1,9900,
603538.SH,603538,20171229,103945000,66,267100,2,2,1000,7300,
603538.SH,603538,20171229,103803000,65,267800,1,1,9900,
603538.SH,603538,20171229,104054000,66,267200,1,1,200,
603538.SH,603538,20171229,103803000,65,267800,1,1,9900,
603538.SH,603538,20171229,104103000,66,267200,2,2,200,200,
603538.SH,603538,20171229,104148000,65,267200,1,1,700,
603538.SH,603538,20171229,104148000,66,267100,2,2,1000,7300,
603538.SH,603538,20171229,104209000,65,267200,1,1,400,
603538.SH,603538,20171229,104148000,66,267100,2,2,1000,7300,
603538.SH,603538,20171229,104212000,65,267200,1,1,300,
603538.SH,603538,20171229,104148000,66,267100,2,2,1000,7300,
603538.SH,603538,20171229,104212000,65,267200,1,1,300,
603538.SH,603538,20171229,104315000,66,267100,1,1,6400,
603538.SH,603538,20171229,104212000,65,267200,1,1,300,
603538.SH,603538,20171229,104424000,66,267100,2,2,6400,200,
603538.SH,603538,20171229,104212000,65,267200,1,1,300,
603538.SH,603538,20171229,104515000,66,267100,2,2,5400,200,
603538.SH,603538,20171229,104542000,65,267800,1,1,9900,
603538.SH,603538,20171229,104542000,66,267200,1,1,700,
603538.SH,603538,20171229,104542000,65,267800,1,1,9900,
603538.SH,603538,20171229,104612000,66,267300,1,1,100,
603538.SH,603538,20171229,104542000,65,267800,1,1,9900,
603538.SH,603538,20171229,104633000,66,267500,1,1,600,
603538.SH,603538,20171229,104715000,65,267800,1,1,7900,
603538.SH,603538,20171229,104633000,66,267500,1,1,600,
603538.SH,603538,20171229,104715000,65,267800,1,1,7900,
603538.SH,603538,20171229,104718000,66,267600,1,1,100,
603538.SH,603538,20171229,104733000,65,267800,2,2,7900,8200,
603538.SH,603538,20171229,104718000,66,267600,1,1,100,
603538.SH,603538,20171229,104842000,65,267800,2,2,7800,8200,
603538.SH,603538,20171229,104718000,66,267600,1,1,100,
603538.SH,603538,20171229,104842000,65,267800,2,2,7800,8200,
603538.SH,603538,20171229,104915000,66,267600,2,2,100,1100,
603538.SH,603538,20171229,105030000,65,267800,2,2,7300,8200,
603538.SH,603538,20171229,104915000,66,267600,2,2,100,1100,
603538.SH,603538,20171229,105030000,65,267800,2,2,7300,8200,
603538.SH,603538,20171229,105112000,66,267600,1,1,900,
603538.SH,603538,20171229,105130000,65,267600,1,1,4200,
603538.SH,603538,20171229,105130000,66,267500,1,1,600,
603538.SH,603538,20171229,105133000,65,267600,2,2,4200,8200,
603538.SH,603538,20171229,105130000,66,267500,1,1,600,
603538.SH,603538,20171229,105133000,65,267600,2,2,4200,8200,
603538.SH,603538,20171229,105157000,66,267500,1,1,300,
603538.SH,603538,20171229,105324000,65,267500,1,1,700,
603538.SH,603538,20171229,105324000,66,267200,1,1,300,
603538.SH,603538,20171229,105339000,65,267500,2,2,700,8200,
603538.SH,603538,20171229,105324000,66,267200,1,1,300,
603538.SH,603538,20171229,105339000,65,267500,2,2,700,8200,
603538.SH,603538,20171229,105345000,66,267100,2,2,5400,200,
603538.SH,603538,20171229,105442000,65,267400,1,1,100,
603538.SH,603538,20171229,105345000,66,267100,2,2,5400,200,
603538.SH,603538,20171229,105442000,65,267400,1,1,100,
603538.SH,603538,20171229,105451000,66,267200,1,1,100,
603538.SH,603538,20171229,105512000,65,267500,2,2,700,8200,
603538.SH,603538,20171229,105512000,66,267400,1,1,100,
603538.SH,603538,20171229,105539000,65,267500,1,1,700,
603538.SH,603538,20171229,105512000,66,267400,1,1,100,
603538.SH,603538,20171229,105542000,65,267400,1,1,8100,
603538.SH,603538,20171229,105542000,66,267200,1,1,100,
603538.SH,603538,20171229,105542000,65,267400,1,1,8100,
603538.SH,603538,20171229,105639000,66,267200,2,2,100,300,
603538.SH,603538,20171229,105648000,65,267400,2,2,8100,500,
603538.SH,603538,20171229,105639000,66,267200,2,2,100,300,
603538.SH,603538,20171229,105745000,65,267400,2,2,8000,500,
603538.SH,603538,20171229,105639000,66,267200,2,2,100,300,
603538.SH,603538,20171229,105745000,65,267400,2,2,8000,500,
603538.SH,603538,20171229,105803000,66,267100,2,2,2800,200,
603538.SH,603538,20171229,105942000,65,267400,1,1,500,
603538.SH,603538,20171229,105803000,66,267100,2,2,2800,200,
603538.SH,603538,20171229,105948000,65,267100,1,1,5000,
603538.SH,603538,20171229,105948000,66,267000,2,2,500,400,
603538.SH,603538,20171229,105948000,65,267100,1,1,5000,
603538.SH,603538,20171229,110006000,66,267000,1,1,200,
603538.SH,603538,20171229,105948000,65,267100,1,1,5000,
603538.SH,603538,20171229,110018000,66,266900,1,1,200,
603538.SH,603538,20171229,110030000,65,267100,1,1,4600,
603538.SH,603538,20171229,110018000,66,266900,1,1,200,
603538.SH,603538,20171229,110030000,65,267100,1,1,4600,
603538.SH,603538,20171229,110103000,66,266900,3,3,200,200,1000,
603538.SH,603538,20171229,110127000,65,267100,1,1,4300,
603538.SH,603538,20171229,110127000,66,266900,3,3,200,200,1000,
603538.SH,603538,20171229,110142000,65,267100,1,1,3800,
603538.SH,603538,20171229,110127000,66,266900,3,3,200,200,1000,
603538.SH,603538,20171229,110154000,65,267100,1,1,700,
603538.SH,603538,20171229,110127000,66,266900,3,3,200,200,1000,
603538.SH,603538,20171229,110157000,65,267400,1,1,500,
603538.SH,603538,20171229,110157000,66,267100,1,1,300,
603538.SH,603538,20171229,110157000,65,267400,1,1,500,
603538.SH,603538,20171229,110200000,66,267100,2,2,300,100,
603538.SH,603538,20171229,110157000,65,267400,1,1,500,
603538.SH,603538,20171229,110206000,66,267100,3,3,300,100,800,
603538.SH,603538,20171229,110157000,65,267400,1,1,500,
603538.SH,603538,20171229,110209000,66,267100,4,4,300,100,800,1000,
603538.SH,603538,20171229,110157000,65,267400,1,1,500,
603538.SH,603538,20171229,110212000,66,267100,3,3,300,800,1000,
603538.SH,603538,20171229,110221000,65,267400,1,1,400,
603538.SH,603538,20171229,110212000,66,267100,3,3,300,800,1000,
603538.SH,603538,20171229,110221000,65,267400,1,1,400,
603538.SH,603538,20171229,110251000,66,267100,2,2,300,1000,
603538.SH,603538,20171229,110300000,65,267500,1,1,700,
603538.SH,603538,20171229,110251000,66,267100,2,2,300,1000,
603538.SH,603538,20171229,110300000,65,267500,1,1,700,
603538.SH,603538,20171229,110342000,66,267100,1,1,1000,
603538.SH,603538,20171229,110300000,65,267500,1,1,700,
603538.SH,603538,20171229,110357000,66,267100,1,1,900,
603538.SH,603538,20171229,110300000,65,267500,1,1,700,
603538.SH,603538,20171229,110448000,66,267100,1,1,500,
603538.SH,603538,20171229,110512000,65,267100,1,1,800,
603538.SH,603538,20171229,110512000,66,267000,2,2,200,200,
603538.SH,603538,20171229,110512000,65,267100,1,1,800,
603538.SH,603538,20171229,110618000,66,267000,1,1,200,
603538.SH,603538,20171229,110627000,65,267500,1,1,700,
603538.SH,603538,20171229,110627000,66,267100,1,1,700,
603538.SH,603538,20171229,110627000,65,267500,1,1,700,
603538.SH,603538,20171229,110718000,66,267100,2,2,700,4800,
603538.SH,603538,20171229,110627000,65,267500,1,1,700,
603538.SH,603538,20171229,110812000,66,267100,3,3,700,4800,300,
603538.SH,603538,20171229,110627000,65,267500,1,1,700,
603538.SH,603538,20171229,110830000,66,267100,3,3,600,4800,300,
603538.SH,603538,20171229,110627000,65,267500,1,1,700,
603538.SH,603538,20171229,110900000,66,267200,1,1,5000,
603538.SH,603538,20171229,110627000,65,267500,1,1,700,
603538.SH,603538,20171229,110942000,66,267200,2,2,5000,300,
603538.SH,603538,20171229,110627000,65,267500,1,1,700,
603538.SH,603538,20171229,111039000,66,267300,1,1,500,
603538.SH,603538,20171229,111057000,65,267800,1,1,2200,
603538.SH,603538,20171229,111039000,66,267300,1,1,500,
603538.SH,603538,20171229,111057000,65,267800,1,1,2200,
603538.SH,603538,20171229,111121000,66,267400,1,1,2000,
603538.SH,603538,20171229,111057000,65,267800,1,1,2200,
603538.SH,603538,20171229,111224000,66,267400,1,1,1900,
603538.SH,603538,20171229,111057000,65,267800,1,1,2200,
603538.SH,603538,20171229,111254000,66,267500,1,1,200,
603538.SH,603538,20171229,111300000,65,267800,1,1,1000,
603538.SH,603538,20171229,111254000,66,267500,1,1,200,
603538.SH,603538,20171229,111321000,65,267800,1,1,700,
603538.SH,603538,20171229,111254000,66,267500,1,1,200,
603538.SH,603538,20171229,111321000,65,267800,1,1,700,
603538.SH,603538,20171229,111336000,66,267600,1,1,2000,
603538.SH,603538,20171229,111400000,65,267800,1,1,500,
603538.SH,603538,20171229,111336000,66,267600,1,1,2000,
603538.SH,603538,20171229,111612000,65,267800,1,1,300,
603538.SH,603538,20171229,111336000,66,267600,1,1,2000,
603538.SH,603538,20171229,111612000,65,267800,1,1,300,
603538.SH,603538,20171229,111900000,66,267600,1,1,1600,
603538.SH,603538,20171229,111903000,65,268000,1,1,900,
603538.SH,603538,20171229,111903000,66,267800,1,1,3800,
603538.SH,603538,20171229,111903000,65,268000,1,1,900,
603538.SH,603538,20171229,111933000,66,267800,1,1,3600,
603538.SH,603538,20171229,111948000,65,268000,1,1,700,
603538.SH,603538,20171229,111933000,66,267800,1,1,3600,
603538.SH,603538,20171229,111948000,65,268000,1,1,700,
603538.SH,603538,20171229,111957000,66,267800,1,1,1700,
603538.SH,603538,20171229,112009000,65,268000,1,1,100,
603538.SH,603538,20171229,111957000,66,267800,1,1,1700,
603538.SH,603538,20171229,112009000,65,268000,1,1,100,
603538.SH,603538,20171229,112024000,66,267600,1,1,1600,
603538.SH,603538,20171229,112054000,65,267800,2,2,1000,1900,
603538.SH,603538,20171229,112024000,66,267600,1,1,1600,
603538.SH,603538,20171229,112054000,65,267800,2,2,1000,1900,
603538.SH,603538,20171229,112142000,66,267600,1,1,1400,
603538.SH,603538,20171229,112054000,65,267800,2,2,1000,1900,
603538.SH,603538,20171229,112236000,66,267600,1,1,1100,
603538.SH,603538,20171229,112054000,65,267800,2,2,1000,1900,
603538.SH,603538,20171229,112245000,66,267200,2,2,300,600,
603538.SH,603538,20171229,112257000,65,267800,1,1,1000,
603538.SH,603538,20171229,112245000,66,267200,2,2,300,600,
603538.SH,603538,20171229,112300000,65,267600,1,1,1900,
603538.SH,603538,20171229,112245000,66,267200,2,2,300,600,
603538.SH,603538,20171229,112300000,65,267600,1,1,1900,
603538.SH,603538,20171229,112318000,66,267200,3,3,300,600,500,
603538.SH,603538,20171229,112300000,65,267600,1,1,1900,
603538.SH,603538,20171229,112403000,66,267200,3,3,200,600,500,
603538.SH,603538,20171229,112300000,65,267600,1,1,1900,
603538.SH,603538,20171229,112406000,66,267200,1,1,400,
603538.SH,603538,20171229,112415000,65,267200,1,1,4600,
603538.SH,603538,20171229,112415000,66,267100,3,3,600,4800,500,
603538.SH,603538,20171229,112415000,65,267200,1,1,4600,
603538.SH,603538,20171229,112557000,66,267100,2,2,4700,500,
603538.SH,603538,20171229,112618000,65,267100,1,1,4200,
603538.SH,603538,20171229,112618000,66,267000,2,2,200,500,
603538.SH,603538,20171229,112654000,65,267100,2,2,4200,1900,
603538.SH,603538,20171229,112618000,66,267000,2,2,200,500,
603538.SH,603538,20171229,112654000,65,267100,2,2,4200,1900,
603538.SH,603538,20171229,112657000,66,267000,1,1,500,
603538.SH,603538,20171229,112654000,65,267100,2,2,4200,1900,
603538.SH,603538,20171229,112706000,66,267000,2,2,500,200,
603538.SH,603538,20171229,112654000,65,267100,2,2,4200,1900,
603538.SH,603538,20171229,112709000,66,267000,2,2,400,200,
603538.SH,603538,20171229,112712000,65,267100,3,3,4200,1900,6700,
603538.SH,603538,20171229,112709000,66,267000,2,2,400,200,
603538.SH,603538,20171229,112712000,65,267100,3,3,4200,1900,6700,
603538.SH,603538,20171229,112721000,66,267000,3,3,400,200,2000,
603538.SH,603538,20171229,112712000,65,267100,3,3,4200,1900,6700,
603538.SH,603538,20171229,112751000,66,267000,2,2,100,2000,
603538.SH,603538,20171229,112754000,65,267100,1,1,2800,
603538.SH,603538,20171229,112751000,66,267000,2,2,100,2000,
603538.SH,603538,20171229,112821000,65,267000,1,1,600,
603538.SH,603538,20171229,112821000,66,266900,3,3,200,200,2600,
603538.SH,603538,20171229,112821000,65,267000,1,1,600,
603538.SH,603538,20171229,112851000,66,266900,1,1,1100,
603538.SH,603538,20171229,112821000,65,267000,1,1,600,
603538.SH,603538,20171229,112906000,66,266900,1,1,100,
603538.SH,603538,20171229,112821000,65,267000,1,1,600,
603538.SH,603538,20171229,112939000,66,266900,2,2,100,500,
603538.SH,603538,20171229,112954000,65,266900,1,1,5700,
603538.SH,603538,20171229,112954000,66,266800,4,4,300,300,500,500,
603538.SH,603538,20171229,130002000,65,266900,1,1,5100,
603538.SH,603538,20171229,130002000,66,266800,2,2,500,500,
603538.SH,603538,20171229,130006000,65,266900,1,1,4700,
603538.SH,603538,20171229,130006000,66,266800,3,3,500,500,1000,
603538.SH,603538,20171229,130024000,65,266900,1,1,3900,
603538.SH,603538,20171229,130006000,66,266800,3,3,500,500,1000,
603538.SH,603538,20171229,130109000,65,266900,1,1,2900,
603538.SH,603538,20171229,130006000,66,266800,3,3,500,500,1000,
603538.SH,603538,20171229,130115000,65,267000,1,1,600,
603538.SH,603538,20171229,130006000,66,266800,3,3,500,500,1000,
603538.SH,603538,20171229,130157000,65,266900,1,1,2900,
603538.SH,603538,20171229,130006000,66,266800,3,3,500,500,1000,
603538.SH,603538,20171229,130215000,65,266900,1,1,2400,
603538.SH,603538,20171229,130006000,66,266800,3,3,500,500,1000,
603538.SH,603538,20171229,130245000,65,266900,1,1,1900,
603538.SH,603538,20171229,130006000,66,266800,3,3,500,500,1000,
603538.SH,603538,20171229,130403000,65,266900,1,1,1600,
603538.SH,603538,20171229,130006000,66,266800,3,3,500,500,1000,
603538.SH,603538,20171229,130424000,65,267000,1,1,600,
603538.SH,603538,20171229,130006000,66,266800,3,3,500,500,1000,
603538.SH,603538,20171229,130445000,65,266900,1,1,1600,
603538.SH,603538,20171229,130006000,66,266800,3,3,500,500,1000,
603538.SH,603538,20171229,130521000,65,266900,1,1,1500,
603538.SH,603538,20171229,130006000,66,266800,3,3,500,500,1000,
603538.SH,603538,20171229,130548000,65,266800,1,1,8000,
603538.SH,603538,20171229,130548000,66,266700,1,1,200,
603538.SH,603538,20171229,130603000,65,266800,2,2,8000,2800,
603538.SH,603538,20171229,130548000,66,266700,1,1,200,
603538.SH,603538,20171229,130636000,65,266700,1,1,400,
603538.SH,603538,20171229,130636000,66,266600,5,5,5000,100,1000,300,300,
603538.SH,603538,20171229,130636000,65,266700,1,1,400,
603538.SH,603538,20171229,130709000,66,266000,9,9,700,3000,500,500,300,500,100,300,3200,
603538.SH,603538,20171229,130715000,65,266600,2,2,400,100,
603538.SH,603538,20171229,130709000,66,266000,9,9,700,3000,500,500,300,500,100,300,3200,
603538.SH,603538,20171229,130724000,65,266600,1,1,400,
603538.SH,603538,20171229,130709000,66,266000,9,9,700,3000,500,500,300,500,100,300,3200,
603538.SH,603538,20171229,130724000,65,266600,1,1,400,
603538.SH,603538,20171229,130745000,66,266500,1,1,1000,
603538.SH,603538,20171229,130724000,65,266600,1,1,400,
603538.SH,603538,20171229,130806000,66,266500,1,1,500,
603538.SH,603538,20171229,130903000,65,266600,1,1,200,
603538.SH,603538,20171229,130903000,66,266500,1,1,100,
603538.SH,603538,20171229,130912000,65,266500,1,1,1800,
603538.SH,603538,20171229,130912000,66,266100,3,3,100,200,300,
603538.SH,603538,20171229,130912000,65,266500,1,1,1800,
603538.SH,603538,20171229,130936000,66,266200,1,1,500,
603538.SH,603538,20171229,131012000,65,266600,1,1,200,
603538.SH,603538,20171229,130936000,66,266200,1,1,500,
603538.SH,603538,20171229,131033000,65,266500,1,1,1800,
603538.SH,603538,20171229,130936000,66,266200,1,1,500,
603538.SH,603538,20171229,131033000,65,266500,1,1,1800,
603538.SH,603538,20171229,131036000,66,266300,1,1,500,
603538.SH,603538,20171229,131033000,65,266500,1,1,1800,
603538.SH,603538,20171229,131045000,66,266200,1,1,100,
603538.SH,603538,20171229,131121000,65,266200,1,1,7900,
603538.SH,603538,20171229,131121000,66,266100,2,2,100,300,
603538.SH,603538,20171229,131127000,65,266200,1,1,7900,
603538.SH,603538,20171229,131127000,66,266000,10,10,200,500,500,300,500,100,300,3200,200,100,
603538.SH,603538,20171229,131127000,65,266200,1,1,7900,
603538.SH,603538,20171229,131133000,66,266000,11,11,200,500,500,300,500,100,300,3200,200,100,700,
603538.SH,603538,20171229,131127000,65,266200,1,1,7900,
603538.SH,603538,20171229,131145000,66,266000,4,4,2400,200,100,700,
603538.SH,603538,20171229,131127000,65,266200,1,1,7900,
603538.SH,603538,20171229,131148000,66,266000,4,4,600,200,100,700,
603538.SH,603538,20171229,131127000,65,266200,1,1,7900,
603538.SH,603538,20171229,131151000,66,266000,1,1,600,
603538.SH,603538,20171229,131127000,65,266200,1,1,7900,
603538.SH,603538,20171229,131203000,66,266000,1,1,100,
603538.SH,603538,20171229,131209000,65,266000,1,1,2700,
603538.SH,603538,20171229,131209000,66,265900,1,1,500,
603538.SH,603538,20171229,131224000,65,266000,1,1,2200,
603538.SH,603538,20171229,131209000,66,265900,1,1,500,
603538.SH,603538,20171229,131227000,65,266000,1,1,2200,
603538.SH,603538,20171229,131227000,66,265900,2,2,500,500,
603538.SH,603538,20171229,131230000,65,266000,1,1,2100,
603538.SH,603538,20171229,131227000,66,265900,2,2,500,500,
603538.SH,603538,20171229,131303000,65,265800,1,1,3800,
603538.SH,603538,20171229,131303000,66,265600,1,1,500,
603538.SH,603538,20171229,131318000,65,265800,1,1,3700,
603538.SH,603538,20171229,131303000,66,265600,1,1,500,
603538.SH,603538,20171229,131342000,65,265200,1,1,800,
603538.SH,603538,20171229,131342000,66,265100,2,2,300,1000,
603538.SH,603538,20171229,131351000,65,265200,1,1,700,
603538.SH,603538,20171229,131342000,66,265100,2,2,300,1000,
603538.SH,603538,20171229,131351000,65,265200,1,1,700,
603538.SH,603538,20171229,131357000,66,265100,1,1,400,
603538.SH,603538,20171229,131400000,65,265800,1,1,3700,
603538.SH,603538,20171229,131400000,66,265200,1,1,1300,
603538.SH,603538,20171229,131400000,65,265800,1,1,3700,
603538.SH,603538,20171229,131412000,66,265200,2,2,1300,100,
603538.SH,603538,20171229,131415000,65,265100,1,1,800,
603538.SH,603538,20171229,131415000,66,265000,11,11,100,500,200,300,2000,500,500,200,1000,1000,1000,
603538.SH,603538,20171229,131424000,65,265100,1,1,700,
603538.SH,603538,20171229,131415000,66,265000,11,11,100,500,200,300,2000,500,500,200,1000,1000,1000,
603538.SH,603538,20171229,131430000,65,265600,1,1,100,
603538.SH,603538,20171229,131430000,66,265100,3,3,1300,500,100,
603538.SH,603538,20171229,131430000,65,265600,1,1,100,
603538.SH,603538,20171229,131445000,66,265100,4,4,1300,500,100,200,
603538.SH,603538,20171229,131430000,65,265600,1,1,100,
603538.SH,603538,20171229,131457000,66,265100,5,5,1300,500,100,200,500,
603538.SH,603538,20171229,131430000,65,265600,1,1,100,
603538.SH,603538,20171229,131503000,66,265200,1,1,800,
603538.SH,603538,20171229,131518000,65,265200,1,1,7100,
603538.SH,603538,20171229,131518000,66,265100,6,6,1300,500,100,200,500,800,
603538.SH,603538,20171229,131521000,65,265200,1,1,5600,
603538.SH,603538,20171229,131518000,66,265100,6,6,1300,500,100,200,500,800,
603538.SH,603538,20171229,131524000,65,265200,1,1,5200,
603538.SH,603538,20171229,131524000,66,265100,6,6,1300,500,100,200,500,700,
603538.SH,603538,20171229,131527000,65,265200,1,1,5200,
603538.SH,603538,20171229,131527000,66,265100,4,4,100,200,500,700,
603538.SH,603538,20171229,131530000,65,265200,1,1,4400,
603538.SH,603538,20171229,131527000,66,265100,4,4,100,200,500,700,
603538.SH,603538,20171229,131530000,65,265200,1,1,4400,
603538.SH,603538,20171229,131539000,66,265100,5,5,100,200,500,700,1500,
